0,1,2,3,4,5,6,7,8,9,10,11,12,13
8,36,50,53,81,4,59,1,34,2,10,75,6,10
6,62,46,48,19,9,21,3,37,86,10,74,9,7
6,3,83,51,31,1,29,5,80,43,10,15,3,5
1,100,14,88,63,8,19,3,81,12,10,88,7,4
9,7,0,56,28,2,87,2,88,22,10,33,3,4
1,54,13,40,27,8,28,8,73,6,2,59,1,0
1,75,55,11,83,0,77,8,67,93,10,45,4,8
7,45,85,40,12,6,77,9,85,0,10,78,10,3
7,72,80,50,40,8,44,8,86,31,10,63,7,7
7,80,58,63,46,2,38,5,74,55,10,43,0,10
3,47,2,48,46,0,51,1,55,53,10,39,2,8
0,9,53,77,14,7,44,1,90,12,10,58,5,1
9,46,53,66,59,9,66,8,29,80,10,67,7,5
1,6,23,84,74,5,66,6,71,89,10,7,9,8
2,40,20,7,72,7,1,7,84,59,10,96,4,7
8,100,22,19,8,10,27,9,88,46,5,85,4,8
4,43,66,71,20,3,43,3,61,10,10,54,10,10
6,72,92,80,69,1,28,4,1,48,10,27,7,4
9,23,26,4,53,0,84,5,13,69,10,55,3,8
4,76,95,63,13,0,87,2,36,91,10,20,2,8
5,51,67,98,56,7,51,2,77,41,10,60,5,8
0,81,8,55,1,9,29,2,82,63,10,16,7,10
10,4,45,74,69,3,42,2,61,22,10,64,3,1
4,67,100,89,12,3,96,9,10,64,10,72,9,3
9,4,100,52,64,7,41,3,18,87,10,65,7,4
9,81,75,83,9,10,61,1,84,69,10,87,9,4
4,8,56,88,98,3,82,0,54,94,10,14,7,7
1,86,19,53,64,10,45,0,82,32,10,12,6,3
2,50,79,6,23,3,83,4,60,21,10,50,10,2
3,23,64,81,37,1,47,2,76,52,8,6,8,5
2,32,25,2,82,2,21,8,18,36,10,80,0,4
7,96,65,87,38,6,46,8,46,42,10,17,3,3
3,14,58,48,11,1,14,3,44,98,10,17,8,8
3,71,32,56,76,3,65,8,75,76,10,41,2,9
2,4,4,94,61,8,73,2,13,35,10,62,4,6
2,96,84,80,39,4,22,3,54,65,10,69,8,5
0,98,47,15,59,5,35,2,18,64,10,6,0,1
4,56,12,16,97,10,94,0,46,22,10,47,1,3
10,56,93,23,19,3,21,5,73,5,10,93,5,1
6,56,37,46,61,5,24,4,17,0,0,26,7,8
0,43,28,52,99,9,46,2,81,10,10,67,7,1
4,84,47,62,50,5,50,4,76,22,10,81,9,3
3,94,8,40,1,3,97,10,17,99,10,85,1,1
10,100,11,68,81,6,60,0,25,17,10,95,3,8
4,50,2,26,7,0,38,5,30,55,1,11,3,9
9,63,45,84,82,5,25,10,10,82,10,7,6,6
1,83,97,91,98,9,79,8,7,52,10,33,5,6
2,27,71,59,37,3,77,1,14,61,10,85,4,5
0,25,64,42,8,0,7,10,45,6,10,97,3,1
5,58,83,33,59,0,24,2,29,89,1,37,1,7
7,72,29,20,6,10,4,9,53,26,10,75,5,0
10,15,36,6,75,4,88,4,9,75,10,33,7,7
9,95,13,51,91,6,14,1,44,71,10,94,8,4
10,54,75,12,70,1,69,8,42,0,10,64,6,3
6,41,42,46,60,2,95,6,77,27,10,93,0,8
3,32,57,17,80,9,42,0,70,41,10,25,1,9
7,86,3,29,80,5,69,10,43,73,10,73,2,9
4,24,94,37,78,0,2,3,33,94,10,64,9,6
10,22,46,40,45,8,22,6,48,28,10,25,9,6
3,39,20,57,55,6,30,2,93,10,10,90,3,10
5,44,29,6,61,8,85,6,83,32,10,91,6,0
1,98,86,41,34,5,27,6,28,57,10,64,10,9
0,96,31,21,93,1,76,2,61,29,10,99,3,3
9,44,59,78,10,10,0,4,59,97,10,78,9,0
7,44,12,75,63,8,70,4,83,59,10,0,2,0
8,37,39,20,95,7,63,0,74,9,10,88,4,8
1,7,45,1,2,4,71,9,39,79,10,47,0,9
1,29,20,8,37,4,59,4,69,93,10,86,8,5
9,34,3,81,52,10,21,1,32,50,10,100,10,2
4,16,8,38,39,9,22,10,86,71,10,68,5,8
10,29,95,12,69,0,100,0,81,100,10,24,1,9
5,80,47,90,48,0,40,7,29,4,10,78,3,4
0,94,82,77,18,10,79,1,79,40,10,92,6,7
8,9,50,22,90,0,94,8,0,45,10,89,9,5
9,59,66,2,35,5,75,2,12,82,10,17,0,0
4,30,58,46,55,3,85,3,20,44,10,42,4,9
4,41,54,31,97,6,41,5,17,4,10,27,9,10
6,12,44,1,79,1,39,7,28,26,10,47,6,6
8,56,6,61,59,7,92,9,23,33,10,58,3,2
4,98,88,15,9,8,65,9,15,60,10,15,10,5
0,93,40,98,84,9,87,9,91,69,10,32,7,8
8,94,88,44,20,1,25,0,61,76,4,12,9,9
10,48,63,66,64,9,55,3,62,50,10,72,6,10
1,48,100,42,24,3,34,9,0,29,3,60,6,6
5,33,84,99,42,2,88,4,33,71,5,39,3,1
2,89,75,100,26,0,69,9,77,63,10,55,0,9
6,40,56,23,74,1,15,0,57,63,10,45,5,2
3,72,70,54,1,5,64,10,22,78,10,35,1,1
0,21,15,67,81,3,63,2,19,23,10,37,9,0
10,58,94,75,38,7,78,8,95,12,10,71,6,2
6,90,92,35,19,2,78,0,78,34,10,4,7,8
2,41,14,59,5,3,2,8,92,66,10,91,0,9
9,70,62,71,78,1,83,7,51,81,10,43,0,8
5,86,52,95,50,9,88,2,43,64,9,8,2,1
5,84,86,74,26,7,58,8,72,98,10,26,4,7
10,19,96,13,92,1,65,9,79,67,10,71,4,2
5,86,83,37,91,5,91,10,13,13,10,4,6,7
3,94,19,57,87,10,45,3,88,9,10,45,7,9
7,29,10,4,35,2,34,7,97,55,10,86,4,9
9,56,41,87,8,2,45,10,74,79,9,42,6,0
2,0,16,71,6,3,99,4,82,15,10,54,8,9
7,92,65,43,78,2,52,1,51,92,10,80,5,7
5,48,67,76,6,0,74,9,36,83,10,60,9,8
2,56,78,57,23,10,95,8,98,10,10,5,5,7
2,85,98,66,91,6,75,5,29,11,10,73,1,2
0,7,47,1,54,5,14,8,98,68,10,55,6,7
7,61,26,68,58,10,47,0,86,22,10,30,5,6
8,75,44,70,92,7,46,7,40,92,10,94,0,6
2,2,70,27,21,0,4,2,20,50,10,12,8,7
10,11,33,44,93,10,56,5,32,26,10,9,8,3
2,85,16,7,19,7,69,1,46,88,10,47,4,5
1,18,39,68,61,1,86,4,21,71,10,91,9,5
4,69,75,15,50,2,50,3,67,0,10,68,7,4
5,19,25,66,44,2,28,2,96,61,10,7,5,10
6,45,3,68,80,8,67,8,22,80,10,36,7,1
5,91,84,20,14,7,78,5,81,61,10,92,5,0
7,4,54,4,21,6,17,5,100,25,10,41,1,4
5,55,66,31,37,2,71,7,67,46,10,65,2,5
7,25,47,75,25,8,0,3,4,1,5,32,1,7
3,81,14,49,0,7,42,6,97,8,10,22,7,0
7,18,43,89,32,3,44,7,82,82,10,88,5,6
2,50,41,1,60,6,5,7,92,64,10,55,2,10
10,99,96,71,64,3,36,10,88,99,10,89,6,4
1,77,0,30,95,3,18,10,63,72,10,5,9,0
2,29,9,21,48,10,43,5,51,3,7,39,6,9
8,85,93,97,72,1,36,1,94,12,10,58,8,2
8,51,90,55,100,4,46,8,12,74,10,5,6,10
6,1,31,41,47,10,84,7,16,81,10,3,7,4
2,16,33,6,11,5,73,9,2,31,10,20,7,9
10,100,38,47,81,9,79,1,20,12,10,57,6,6
7,64,28,27,25,9,4,2,38,16,10,10,6,0
9,3,5,59,4,4,69,10,13,31,10,69,6,6
4,45,41,53,53,2,58,0,10,79,10,53,1,6
2,41,0,76,75,10,12,7,35,62,5,43,0,1
6,1,90,98,82,0,18,0,99,75,10,34,0,3
10,99,46,100,15,10,44,6,38,77,10,59,0,8
5,57,66,10,97,6,98,9,83,49,7,41,9,1
0,34,77,46,55,6,86,10,99,78,10,50,7,7
6,37,82,7,31,10,21,2,5,3,10,5,10,1
10,0,52,37,78,5,60,1,39,73,10,34,4,7
9,26,89,57,66,7,63,2,75,10,10,4,5,1
6,10,16,95,20,3,19,6,75,87,10,83,2,8
1,54,67,25,34,4,53,6,91,54,10,19,1,3
2,66,2,11,28,5,92,10,53,63,10,65,5,9
5,57,21,75,30,0,31,4,27,33,10,96,9,7
9,71,100,82,2,9,85,4,52,75,10,90,8,0
8,18,21,79,72,5,54,5,50,0,6,50,3,10
1,15,23,44,18,10,92,9,19,71,10,93,10,10
6,63,73,8,5,1,49,8,55,71,4,87,5,3
3,70,35,79,1,1,69,0,71,59,10,65,3,6
3,76,82,26,10,9,31,4,86,87,10,26,4,1
2,95,56,21,31,8,10,10,94,80,10,90,8,5
4,43,77,80,50,5,38,4,92,72,10,70,7,4
9,81,81,97,21,2,37,4,43,40,10,48,10,10
5,5,34,81,23,2,91,7,37,93,10,48,7,1
3,46,28,57,75,2,78,9,22,9,10,7,0,1
9,53,59,52,85,10,41,9,67,10,10,52,0,8
3,18,78,46,41,6,26,8,39,70,10,8,7,3
8,81,29,52,68,6,5,4,92,15,10,55,4,9
7,44,100,17,47,9,34,1,64,41,10,40,8,8
5,28,94,23,69,8,50,7,87,26,10,80,2,7
3,63,38,48,40,9,91,5,57,11,2,58,0,8
9,36,40,22,24,10,12,7,1,97,10,10,5,7
8,62,69,54,21,4,53,9,77,25,10,27,7,8
5,9,0,46,50,5,38,5,8,65,10,87,0,9
8,80,6,9,19,6,9,1,3,81,9,54,8,1
8,49,44,40,23,4,73,1,73,42,10,47,10,3
0,91,16,44,14,0,87,8,96,56,10,52,9,7
7,96,63,10,78,2,91,2,1,9,10,86,10,4
0,81,36,47,3,10,78,10,45,84,2,82,9,10
3,13,50,57,18,3,17,10,70,52,8,53,2,7
8,26,76,12,9,6,100,8,78,95,10,35,0,6
10,3,61,38,65,8,38,0,2,47,10,11,9,10
2,5,18,42,66,0,36,4,83,22,10,11,0,1
4,41,79,88,89,1,83,7,76,12,10,59,4,10
7,28,37,49,1,7,76,5,61,100,10,11,8,3
8,13,42,43,11,9,67,1,85,7,10,56,5,6
9,25,41,57,71,0,74,9,6,75,0,46,5,4
4,67,62,5,20,8,70,6,4,42,10,39,9,10
5,73,37,77,29,2,11,6,73,71,10,1,10,2
6,68,66,93,30,6,77,9,42,52,10,32,1,7
7,100,82,35,72,0,79,9,40,6,10,82,7,3
3,97,11,62,99,8,15,8,67,68,10,87,3,1
9,82,5,0,4,4,26,8,91,55,10,22,4,0
6,90,26,37,60,1,53,3,12,62,10,36,6,2
4,55,5,35,9,7,59,4,14,48,1,18,10,5
9,13,73,7,15,2,16,9,97,13,10,27,0,3
6,86,40,21,95,1,28,9,32,23,10,65,10,8
2,60,55,80,73,9,86,3,39,20,10,68,5,3
3,63,71,54,51,6,17,9,78,62,3,95,3,3
7,87,42,69,17,10,80,1,72,6,10,74,9,1
3,98,83,87,60,6,67,1,30,62,10,94,8,8
9,28,41,49,24,2,17,10,73,6,5,35,1,3
6,35,55,87,8,7,62,8,41,60,0,47,1,5
7,64,8,7,29,2,52,1,99,40,10,5,4,1
6,77,31,86,71,2,91,1,87,43,10,93,7,2
0,30,49,13,83,2,70,9,100,47,10,46,4,5
3,95,62,80,76,2,9,10,24,63,10,93,8,7
9,77,79,68,74,3,26,2,7,30,10,41,8,10
2,25,69,47,25,9,1,6,66,38,10,64,8,4
7,8,98,76,67,0,4,9,22,83,10,5,8,0
10,48,39,61,53,10,44,6,52,26,10,28,7,3
9,28,31,20,50,3,5,3,98,55,10,61,10,5
6,33,71,87,24,1,79,4,73,20,10,1,2,10
8,62,8,14,58,4,54,8,94,46,10,84,9,6
5,92,10,0,75,3,1,2,27,18,10,50,10,6
1,25,59,28,79,9,22,6,14,66,10,24,3,5
9,47,62,14,20,7,68,3,65,65,10,84,8,4
2,73,19,74,40,5,31,4,80,60,10,72,4,2
4,71,0,79,98,1,63,2,52,95,10,62,8,3
1,86,38,80,70,5,25,6,17,10,10,4,6,7
8,77,70,2,77,10,95,10,35,100,10,41,8,5
10,43,3,93,53,10,5,8,59,55,10,89,6,5
7,13,20,32,15,1,69,5,94,18,10,12,2,4
5,28,35,55,98,1,19,4,39,47,10,69,2,10
0,16,13,63,51,4,91,4,64,39,10,52,7,6
1,42,7,85,54,5,83,0,72,22,10,73,5,10
6,92,48,69,74,5,81,4,67,71,10,59,4,5
6,52,5,56,7,4,34,0,18,49,10,40,5,2
1,64,76,70,11,8,92,4,11,96,10,26,9,10
3,78,57,58,12,3,53,10,41,77,10,40,3,0
8,89,11,3,19,2,5,3,14,60,10,40,4,7
10,82,32,26,69,4,60,8,55,19,4,10,6,3
2,99,99,44,36,7,40,6,67,48,10,81,9,0
4,98,61,86,12,10,29,5,18,72,10,90,10,10
4,18,25,74,80,5,28,0,30,18,10,65,5,7
9,70,5,87,100,6,18,8,83,40,10,78,4,1
6,59,98,74,20,4,56,1,88,33,10,76,6,1
6,13,19,74,96,8,63,1,96,39,10,5,8,0
1,56,33,17,74,5,54,1,10,11,1,27,9,4
2,0,19,49,46,0,18,3,58,100,10,20,4,6
1,88,72,5,13,6,95,9,40,93,10,51,8,9
1,3,18,92,14,9,27,10,15,46,10,94,8,9
5,24,43,86,73,1,65,10,62,41,10,56,3,7
10,76,4,72,94,5,62,6,43,25,10,75,6,0
4,42,71,19,21,7,55,7,60,64,10,84,8,9
4,62,4,31,43,3,39,5,11,87,10,76,9,4
8,96,63,4,26,6,69,7,97,5,6,29,0,2
5,73,71,69,76,6,66,5,8,77,10,20,9,2
3,30,10,32,27,1,64,10,6,34,10,66,0,3
4,81,82,32,6,0,17,7,37,32,10,45,4,6
10,22,91,55,6,1,16,6,82,43,3,48,4,9
1,48,5,81,36,3,92,2,94,47,10,88,5,2
2,24,4,46,23,5,82,7,41,41,10,16,8,0
9,24,5,54,34,9,42,5,99,53,10,19,9,7
6,90,65,16,33,10,59,7,11,65,10,50,4,10
10,35,57,32,68,10,35,5,43,29,10,99,2,8
9,14,90,77,49,1,54,6,69,50,10,73,7,1
6,91,88,87,5,0,1,10,12,98,10,28,3,6
4,100,69,85,98,3,99,6,21,63,0,88,1,8
0,51,52,33,27,8,11,5,11,20,10,66,2,6
10,100,42,0,39,7,16,10,14,82,10,18,6,4
0,33,15,72,88,7,80,2,75,87,10,65,10,2
10,59,19,53,69,8,46,0,70,20,10,11,5,2
1,5,66,52,38,10,88,9,16,11,10,35,3,4
3,45,42,70,67,1,85,1,73,66,10,2,3,8
9,21,50,50,6,8,39,5,90,73,10,20,2,7
8,7,9,55,37,4,98,0,82,72,10,77,5,2
4,69,75,7,85,8,62,10,64,99,4,14,3,8
6,100,12,9,55,8,8,9,5,23,10,75,5,8
0,52,3,58,50,0,6,9,70,84,10,73,2,8
4,14,60,60,40,5,12,1,29,22,10,8,5,6
4,64,97,61,38,10,89,5,61,82,10,66,10,6
5,93,61,43,57,7,72,10,69,64,2,85,8,9
0,89,81,50,58,6,9,8,90,53,10,96,8,4
10,2,20,65,11,10,89,4,88,92,10,29,0,5
4,70,81,63,37,4,0,5,59,17,10,30,3,5
5,4,20,26,93,0,25,8,27,91,10,58,0,6
1,39,84,10,63,8,85,10,46,88,10,84,4,2
5,85,38,65,50,6,19,8,25,41,10,31,10,10
2,86,51,51,86,1,1,4,54,25,0,70,10,3
3,91,100,50,82,10,28,0,81,45,1,53,9,9
6,92,34,58,82,7,38,9,51,41,10,2,0,5
9,50,34,50,53,2,31,7,9,97,10,88,0,5
6,46,80,41,50,0,70,6,30,40,3,56,7,8
3,23,85,8,84,0,26,10,87,5,10,84,5,4
2,91,3,14,89,5,60,5,29,32,10,48,10,3
9,71,1,49,99,7,50,9,18,37,10,52,0,8
4,76,49,19,20,2,33,4,52,31,10,84,0,1
10,90,0,86,63,2,42,10,77,20,10,91,3,10
5,82,56,65,93,7,83,5,74,8,10,94,1,7
6,93,93,81,21,1,37,10,63,51,10,5,10,8
9,88,16,38,10,6,36,1,14,48,10,53,8,0
10,53,73,56,48,1,78,5,79,73,10,92,0,7
1,84,97,31,62,5,66,1,89,53,10,68,0,7
3,77,63,47,49,1,26,5,88,64,10,27,0,7
3,77,15,11,86,9,85,3,31,98,10,25,3,1
0,35,17,80,24,0,1,4,77,15,10,85,7,1
9,51,81,100,16,4,71,7,99,63,10,2,3,2
5,48,46,73,28,8,39,5,52,76,0,29,7,10
8,62,57,73,1,4,79,6,31,24,10,20,10,6
9,25,77,78,33,7,85,10,19,83,6,4,7,9
3,14,93,39,97,2,100,9,78,82,10,47,2,4
9,98,88,5,83,10,84,9,98,26,10,29,2,9
3,41,3,26,72,6,83,9,64,75,10,92,5,0
5,7,26,23,78,8,22,9,54,63,10,9,5,6
2,40,17,0,43,2,27,7,3,92,10,95,4,5
7,19,45,90,91,3,8,2,51,43,10,52,0,3
7,47,19,30,91,10,33,1,74,51,10,73,6,2
10,4,1,13,21,6,0,9,8,77,10,93,6,2
7,55,62,52,74,8,73,8,33,22,10,48,9,10
10,83,57,84,10,5,100,8,84,20,10,50,5,8
5,29,96,43,54,8,100,5,43,76,10,79,4,5
0,2,22,72,49,2,30,9,65,14,10,30,10,2
9,34,18,75,25,4,6,6,13,27,10,91,9,6
0,86,93,19,94,4,4,8,20,84,10,43,5,6
1,34,22,63,27,1,99,3,84,68,10,3,7,1
4,1,39,52,17,3,8,5,15,24,7,97,8,3
8,38,93,66,85,4,72,7,24,26,10,5,2,7
2,31,4,46,48,4,19,9,39,24,10,23,9,10
10,97,15,75,59,8,79,7,8,21,10,73,5,10
1,38,62,52,39,0,43,0,85,41,10,33,7,2
2,83,74,44,2,6,91,6,58,76,10,38,1,0
6,51,39,39,4,0,20,5,31,28,10,44,6,2
9,19,3,69,93,2,86,7,43,76,10,69,3,4
2,88,31,43,57,9,56,6,30,96,9,95,9,3
4,88,94,51,37,0,27,2,3,98,10,39,0,2
10,66,64,65,31,7,88,2,52,69,10,99,6,10
2,57,87,16,61,8,84,8,40,59,10,70,2,9
5,34,55,73,42,8,73,8,60,86,10,69,6,4
5,92,94,68,51,4,7,9,73,70,6,99,9,6
0,95,2,19,49,5,64,1,52,85,10,89,2,7
5,99,34,48,25,10,32,0,23,28,10,75,0,8
8,36,40,33,66,1,6,7,51,92,10,10,5,8
9,21,4,71,61,8,42,10,86,38,10,55,3,4
2,34,72,2,14,2,92,4,40,63,10,23,7,4
6,93,91,11,54,10,5,5,57,75,10,13,8,10
10,55,100,43,12,7,57,0,49,83,10,75,1,8
5,22,92,55,24,2,57,3,45,47,10,8,7,2
10,73,2,47,68,4,42,5,11,17,10,9,7,5
6,42,43,23,35,2,23,1,32,1,10,28,3,2
8,98,47,99,70,7,43,9,45,9,5,98,9,4
2,34,29,72,26,4,32,1,95,44,10,74,3,1
0,14,86,39,16,1,72,10,24,81,10,20,3,6
3,42,61,7,90,5,23,6,96,75,10,26,1,6
8,77,47,58,65,10,15,4,15,81,10,78,0,0
2,59,65,53,15,1,62,9,17,13,10,2,10,0
6,32,31,92,92,7,66,2,18,27,5,11,1,4
6,79,10,19,71,8,51,8,32,66,10,54,7,8
3,56,46,63,59,9,83,10,17,17,10,42,3,7
3,35,4,5,55,0,30,2,3,89,10,85,2,1
5,54,61,48,49,8,52,9,40,34,10,93,6,9
8,74,22,89,39,3,96,1,35,27,10,29,2,7
7,54,65,17,15,3,71,5,25,6,10,52,7,3
6,54,3,18,42,1,55,0,80,94,10,46,9,3
1,41,51,61,38,5,94,2,46,2,10,72,8,0
2,69,44,93,45,9,47,10,75,38,10,86,10,2
10,66,84,17,50,10,72,3,47,48,10,55,0,10
7,20,33,61,30,5,24,2,75,30,10,85,1,2
6,91,69,98,19,2,15,6,10,0,8,74,3,2
5,87,4,83,97,1,74,2,20,53,10,37,6,1
4,50,25,13,68,2,30,4,87,20,10,88,9,7
7,29,93,81,29,6,77,10,67,15,10,92,7,7
6,52,53,58,47,4,28,8,26,99,10,8,0,8
0,95,67,2,75,7,58,5,18,9,10,16,1,9
5,90,15,85,46,6,17,5,36,19,10,98,5,4
10,13,53,58,7,6,46,1,45,19,10,75,6,9
0,51,22,78,13,0,52,2,10,52,2,0,0,8
7,71,15,43,6,3,48,8,53,95,10,23,2,8
2,87,54,53,15,7,33,10,46,68,9,6,9,4
3,4,55,55,38,1,35,4,19,63,10,8,4,9
5,41,57,21,95,4,2,9,24,90,10,33,6,4
7,2,47,4,97,10,39,10,97,41,10,8,7,5
4,30,33,96,13,9,67,10,81,33,5,11,4,10
8,100,13,98,32,7,63,1,7,71,10,17,1,0
5,24,8,5,77,6,70,1,47,69,10,61,5,3
3,68,34,62,50,3,32,1,63,34,10,81,6,1
10,97,99,5,100,3,74,0,97,76,10,31,1,3
5,49,19,67,4,7,97,5,63,99,10,10,7,7
6,18,50,67,76,6,89,1,55,81,10,25,3,0
6,94,11,19,19,3,95,7,63,88,10,87,9,10
6,56,62,4,2,1,78,4,72,54,10,1,6,5
6,66,46,98,9,5,60,7,70,52,10,22,6,2
6,4,15,37,18,10,27,1,42,48,10,8,7,6
5,47,68,57,59,10,38,6,82,91,10,73,2,4
4,19,30,82,0,1,55,9,94,55,10,96,1,8
4,93,31,15,23,10,55,9,86,99,1,16,0,7
8,73,51,54,45,7,1,3,25,50,10,58,5,7
8,67,89,29,35,4,64,4,46,99,10,15,8,8
1,70,25,22,69,1,2,4,7,30,10,88,1,8
0,10,7,78,25,10,76,4,59,41,10,71,6,2
2,33,5,47,64,0,54,7,10,12,10,54,1,4
8,47,71,45,27,5,26,2,72,59,10,97,6,9
7,18,68,29,29,4,19,7,89,88,10,87,0,5
2,69,78,87,8,9,94,9,19,48,0,50,5,3
9,37,78,83,99,5,48,9,83,9,10,100,6,1
5,3,85,23,38,0,70,0,27,71,10,88,1,1
1,40,21,84,57,8,94,9,28,42,0,94,9,8
4,29,60,4,89,4,0,6,67,21,10,16,9,1
9,0,46,83,60,2,43,1,37,9,10,8,9,10
1,6,33,31,38,8,45,1,69,11,10,25,6,2
3,43,70,55,36,2,83,10,20,9,4,40,4,1
6,33,75,23,98,9,17,6,54,3,10,82,8,5
6,65,75,14,29,5,47,4,98,14,10,35,5,0
0,39,2,80,20,8,70,8,57,3,10,59,2,7
8,92,69,30,87,4,53,0,14,2,10,90,6,5
6,80,75,13,77,4,58,0,1,62,10,89,5,9
6,68,23,2,9,9,59,3,37,14,10,14,5,10
2,77,29,71,82,10,77,2,74,84,10,77,7,7
5,3,9,58,96,10,25,8,22,23,10,22,4,10
2,9,49,29,82,3,57,10,67,66,10,3,5,5
9,70,87,95,34,9,92,1,85,94,6,51,6,1
0,62,85,0,44,6,57,0,27,90,10,31,10,8
5,22,41,65,90,4,15,7,97,12,10,57,5,8
8,64,53,99,82,7,12,2,0,41,10,39,10,5
7,71,72,48,36,6,2,5,60,43,10,53,5,2
3,86,38,63,19,6,93,10,22,89,10,60,6,3
5,80,24,100,91,10,92,5,56,87,10,50,2,10
10,43,53,9,37,1,38,0,62,56,10,1,1,9
8,24,51,90,96,0,93,10,52,23,10,66,0,0
7,16,58,91,65,10,46,5,66,65,10,82,8,7
6,84,33,54,49,5,46,2,84,62,10,14,6,10
9,37,88,22,76,8,99,9,44,60,10,20,3,1
1,79,60,13,51,4,31,7,79,40,10,25,3,6
4,98,44,43,82,1,9,8,30,2,10,14,9,1
9,35,80,71,8,7,75,5,71,41,10,22,5,1
1,5,61,58,2,4,22,7,43,98,10,18,9,5
5,62,95,47,71,7,45,0,18,69,10,37,1,0
5,63,96,14,89,7,5,4,69,42,10,76,1,9
0,37,61,53,75,5,15,10,53,37,10,72,0,10
2,73,45,17,8,7,21,1,9,0,10,76,7,9
6,98,64,56,37,6,76,5,80,9,10,28,6,3
1,59,80,12,85,7,81,9,64,55,10,27,10,0
0,58,2,98,58,8,18,10,49,81,10,6,0,9
3,50,14,73,85,1,25,0,45,91,10,19,3,1
0,86,99,59,60,8,98,8,36,75,10,21,6,5
6,20,0,36,41,6,65,9,30,100,10,12,7,1
5,12,44,10,40,1,86,10,94,41,10,2,3,3
2,18,78,90,28,9,41,7,89,40,10,15,10,5
4,18,36,7,99,7,20,10,96,6,10,25,0,0
7,67,81,80,39,9,39,7,47,79,10,22,6,3
4,89,62,33,97,4,35,2,77,45,10,27,9,1
1,9,78,14,76,7,92,10,40,32,10,62,5,1
1,56,85,55,5,9,72,0,91,18,10,39,8,0
4,62,7,23,67,2,56,5,74,13,10,58,3,8
7,36,85,95,62,6,9,4,88,84,10,96,10,0
6,26,56,56,60,1,25,0,61,5,10,96,5,7
9,20,97,16,76,10,30,9,33,98,10,12,9,6
7,5,87,88,23,3,51,9,3,20,10,40,3,7
4,81,88,93,63,2,94,1,34,52,10,21,0,8
9,35,65,27,10,10,95,2,21,36,10,4,10,7
2,80,71,71,5,5,81,6,14,14,10,60,9,0
3,22,100,13,83,9,20,2,6,53,10,34,6,6
2,28,87,40,76,6,68,6,90,68,10,90,8,9
5,2,55,30,2,7,20,9,69,39,4,86,9,1
8,39,40,86,0,0,90,10,53,61,10,45,9,2
7,2,65,78,10,0,75,5,75,61,10,72,5,2
7,56,4,47,45,3,57,7,30,99,10,72,1,7
7,97,38,87,50,0,21,8,27,75,10,53,9,0
6,29,10,24,55,2,47,8,26,19,10,25,3,8
4,81,1,94,48,5,10,3,64,89,8,42,9,7
9,56,57,74,75,3,9,3,87,53,10,60,8,3
1,41,15,18,26,8,2,9,7,8,10,7,6,10
2,39,82,23,79,10,92,8,3,57,10,29,1,4
0,34,60,66,23,4,97,3,96,97,10,32,9,4
10,73,28,47,56,4,28,5,78,15,10,97,6,7
0,39,77,35,62,9,21,6,43,98,10,33,5,8
