0,1,2,3,4,5,6,7,8,9,10,11
2,7,17,9,19,42,73,77,16,3,7,4
3,3,5,59,39,59,22,82,79,10,14,5
3,10,68,71,21,44,75,87,22,10,66,8
3,10,15,10,26,29,46,84,37,2,100,0
10,1,87,80,55,97,60,57,30,4,57,0
6,0,10,11,23,62,26,61,73,10,74,7
8,3,43,19,61,78,72,38,34,1,53,2
10,10,83,28,0,35,26,78,93,5,11,5
8,4,74,70,97,67,96,44,82,3,63,6
0,0,14,43,24,5,65,31,18,8,92,8
10,5,76,3,93,28,5,82,0,2,11,9
1,6,13,51,10,90,25,35,29,6,36,0
3,2,70,61,53,67,74,89,21,6,90,5
1,3,90,78,81,86,42,46,72,7,6,10
1,8,86,9,46,82,12,95,61,5,22,6
8,6,77,76,12,20,53,99,60,6,29,6
4,2,45,70,93,67,0,91,41,10,63,0
6,1,58,43,12,48,74,42,58,10,54,2
6,3,86,99,73,14,31,51,38,3,5,7
2,0,66,50,62,18,95,34,65,10,100,9
2,1,71,96,27,22,61,18,50,9,23,8
5,10,59,55,35,44,80,5,61,9,70,5
9,5,7,81,80,60,73,63,66,3,12,6
1,1,77,21,59,94,64,91,52,10,47,8
1,10,36,35,90,79,87,82,23,4,46,5
4,8,81,26,44,25,79,76,66,9,12,6
6,7,75,36,75,40,43,20,68,6,90,4
10,8,4,11,71,71,69,18,73,10,75,0
1,1,70,19,19,20,20,28,53,9,0,8
4,3,34,21,99,62,89,77,45,8,89,0
7,4,14,90,83,88,27,3,100,2,90,3
8,4,32,74,63,55,75,47,73,9,6,7
1,1,93,1,59,83,10,29,24,10,67,3
10,7,91,62,36,78,98,93,85,10,1,2
4,10,33,87,24,7,57,52,100,6,12,1
3,1,90,89,57,77,63,51,84,7,68,9
2,1,76,95,58,97,3,71,41,1,3,7
0,2,40,66,73,77,53,46,26,7,20,3
1,1,91,0,93,43,2,49,8,10,39,9
9,5,39,39,52,79,55,32,35,7,69,10
7,10,17,39,7,18,66,13,38,1,70,1
0,8,30,27,68,97,13,20,53,1,3,4
3,3,82,55,38,93,97,59,42,6,38,3
9,9,30,59,65,100,34,20,43,5,4,5
10,9,39,89,20,15,28,85,32,10,70,3
10,0,42,70,81,35,37,83,95,2,65,10
10,8,47,82,10,61,87,85,94,0,81,1
6,8,41,76,99,27,44,24,52,3,85,3
1,8,68,42,63,86,27,93,29,4,12,6
0,4,19,61,68,84,9,21,65,7,6,7
10,1,37,62,54,97,45,15,23,1,32,0
0,2,79,56,6,70,100,21,69,5,27,10
9,10,96,33,78,36,64,85,46,4,51,8
9,3,33,93,74,92,57,45,70,5,64,1
10,0,62,28,94,49,8,14,32,2,76,0
8,9,56,47,90,88,39,14,11,0,90,0
0,2,30,30,53,20,55,89,11,3,24,9
6,8,74,15,29,91,45,64,37,4,60,8
6,8,59,58,69,47,1,56,0,1,53,1
5,10,29,85,91,84,26,82,55,0,51,7
2,4,39,72,50,36,68,0,83,6,57,6
0,2,53,35,1,22,42,54,23,5,66,5
1,6,29,71,23,73,63,26,2,7,14,9
3,5,2,92,15,21,16,2,67,1,79,4
4,0,43,45,77,40,30,14,16,1,82,6
1,4,76,17,32,72,21,17,54,8,71,1
3,10,78,48,78,49,78,92,27,2,71,7
3,8,94,30,33,65,33,5,34,0,11,3
7,5,87,2,85,66,39,28,0,10,79,3
5,5,33,42,53,27,66,33,57,0,2,2
9,9,78,34,40,53,11,100,25,0,10,5
6,2,20,54,7,77,97,58,27,10,5,4
8,2,4,36,60,14,93,92,97,8,6,2
7,8,54,81,62,86,30,88,60,7,98,2
4,0,30,38,64,84,85,89,85,4,28,6
8,8,77,63,17,6,80,10,11,5,48,1
0,5,4,98,3,76,28,85,41,0,38,7
4,6,79,91,64,13,39,74,71,5,38,1
7,8,89,8,36,59,0,93,44,3,32,10
3,2,91,89,30,76,85,25,20,2,60,6
2,10,57,51,19,95,69,7,32,8,46,4
6,1,18,49,52,38,25,11,26,4,50,7
5,0,70,72,92,48,56,47,47,0,25,4
4,4,8,54,84,42,1,70,7,0,54,1
3,10,63,55,55,23,62,42,3,2,57,2
10,6,9,21,19,7,62,94,56,9,4,3
6,10,98,42,55,2,82,62,32,10,23,5
10,5,36,55,37,67,72,39,86,7,68,10
7,2,99,43,63,37,85,7,94,8,13,7
0,2,47,8,63,78,44,44,43,10,10,0
3,2,95,84,95,37,70,99,50,2,57,8
1,0,40,53,33,13,36,55,99,4,49,2
2,10,78,58,97,69,24,31,19,3,84,2
1,2,59,0,39,12,10,90,61,10,78,9
8,3,49,26,21,93,20,18,10,0,1,8
4,2,75,19,75,59,7,75,48,2,8,0
9,2,3,96,16,80,41,59,87,1,49,3
0,9,75,14,30,10,28,7,90,8,62,10
5,6,4,57,78,18,99,96,10,3,76,2
2,0,34,89,31,94,3,51,32,7,17,2
5,2,89,12,33,84,38,90,15,2,76,3
4,8,65,92,1,18,36,89,27,6,39,6
0,8,59,24,34,81,93,15,19,10,65,0
4,5,56,13,9,4,72,66,5,6,83,10
0,4,68,95,28,71,45,58,99,0,12,8
5,4,48,46,73,41,61,88,64,5,28,6
3,1,52,71,6,45,56,11,26,10,77,9
4,9,73,82,1,96,53,91,30,8,80,6
6,6,15,11,94,76,45,96,44,3,58,6
1,0,23,59,57,92,76,43,15,8,64,2
10,5,75,74,28,57,10,82,66,2,40,8
10,3,51,41,62,41,21,44,50,5,35,8
5,3,55,37,22,47,18,49,95,6,41,8
5,10,30,81,14,14,80,50,3,5,88,3
3,10,59,32,45,15,77,54,24,4,26,1
10,3,62,99,95,1,82,77,63,10,80,7
0,1,50,84,84,60,54,21,37,3,54,7
2,1,58,98,5,22,55,92,66,3,12,3
0,5,42,28,77,14,19,95,45,2,18,0
9,2,15,57,66,25,33,53,93,4,23,3
6,7,3,64,95,95,8,21,23,9,6,3
9,9,72,54,100,85,13,25,94,0,53,9
5,9,82,18,53,62,60,93,45,2,8,0
2,3,6,70,92,12,14,29,89,8,70,2
3,0,91,72,78,94,46,18,86,8,57,3
5,0,53,57,7,77,64,69,73,5,41,10
3,10,73,95,15,10,57,91,75,1,25,3
9,2,79,68,73,9,20,31,18,2,66,7
3,7,71,62,1,47,8,54,3,4,61,0
2,10,97,88,73,40,27,49,76,2,52,10
2,1,89,27,8,5,49,94,19,1,90,3
5,9,51,43,81,23,22,14,60,1,34,3
5,3,77,68,65,18,70,73,17,6,9,5
3,5,1,16,56,57,32,69,19,1,51,8
2,0,9,94,50,42,31,96,49,3,92,9
1,5,80,86,47,9,95,55,93,1,41,4
6,0,4,32,21,88,91,40,1,4,1,8
2,9,62,49,30,35,36,49,78,10,86,10
10,7,66,1,57,31,59,78,41,0,29,5
1,10,74,63,91,74,58,78,57,5,48,10
0,9,87,65,23,78,89,53,98,5,64,6
8,9,8,85,80,68,31,75,31,0,51,5
1,10,22,1,23,52,28,8,77,4,21,3
6,2,63,38,8,71,4,77,99,0,60,6
8,3,49,78,16,13,9,65,19,1,37,7
7,3,73,32,18,91,84,35,27,9,40,10
4,6,100,83,96,47,100,74,90,3,88,0
7,5,48,18,54,36,54,45,77,6,37,4
5,10,36,97,42,89,17,69,54,4,53,3
9,3,68,83,100,18,0,3,6,0,90,7
3,8,6,65,43,48,91,34,19,3,22,1
9,0,36,24,100,43,87,36,58,9,41,0
4,9,58,70,39,56,17,11,16,0,12,1
0,9,12,34,43,44,100,3,55,1,56,4
10,7,57,0,23,55,90,29,16,9,27,1
8,8,20,2,88,37,48,84,4,7,34,5
10,2,21,75,34,0,8,70,4,7,20,8
5,2,88,0,53,42,8,85,28,6,36,9
3,2,90,61,45,86,50,11,75,3,10,6
1,7,9,63,79,77,56,87,92,9,43,10
2,9,91,85,1,63,49,96,96,9,14,0
3,4,19,33,18,34,78,36,75,4,81,5
3,6,49,65,7,98,14,15,33,6,51,8
10,3,73,98,81,13,71,66,26,6,96,5
3,7,79,75,29,67,31,8,89,6,56,1
1,6,13,34,28,34,28,51,91,8,9,10
10,8,4,49,20,29,63,36,69,10,58,3
7,4,62,45,67,66,24,58,90,2,61,5
5,2,20,50,50,10,92,58,51,2,24,9
4,1,42,10,17,27,50,38,49,1,92,0
3,2,14,9,76,76,8,74,16,7,89,2
10,5,41,100,62,71,46,30,34,3,56,7
1,7,54,19,92,10,73,32,11,9,100,1
8,0,60,9,42,70,70,67,29,7,78,7
4,10,27,98,63,33,66,18,92,2,52,5
6,2,1,24,14,84,2,39,92,0,11,9
6,4,12,19,8,20,50,96,45,1,25,7
3,9,63,63,62,74,68,11,34,4,75,8
9,5,40,63,25,64,54,85,77,0,80,7
10,9,43,87,51,12,99,93,38,7,36,9
5,6,32,19,65,87,50,59,49,4,68,8
7,8,92,75,89,82,99,49,12,9,45,5
10,1,70,15,68,20,25,93,61,0,9,0
0,4,29,48,95,34,5,73,66,8,50,10
1,2,90,58,63,51,58,64,71,2,71,7
10,4,17,76,74,81,12,42,8,10,9,0
0,8,3,21,100,25,0,14,73,6,61,7
0,1,100,78,90,4,44,76,27,7,49,0
2,5,36,41,79,37,8,52,31,6,39,8
4,7,35,45,48,87,79,79,14,8,86,7
4,6,1,75,83,26,92,22,83,3,71,10
2,3,93,99,49,10,18,33,64,6,75,7
2,5,72,53,98,52,94,76,3,6,18,5
3,7,36,10,34,93,99,74,37,1,66,4
2,8,41,77,4,16,43,11,29,8,36,10
0,9,61,7,100,55,4,76,93,9,8,4
4,8,43,23,12,62,15,17,98,10,54,3
3,2,36,64,46,14,3,24,99,2,9,5
9,0,74,45,3,49,81,26,83,0,36,6
2,1,25,30,41,10,37,63,1,3,55,6
10,7,47,60,36,77,48,98,96,10,34,0
6,0,13,35,1,72,8,76,79,8,65,1
6,10,60,23,30,27,83,66,93,1,66,6
5,5,48,68,55,23,20,69,92,3,87,2
8,1,49,2,80,18,33,90,27,8,81,1
8,5,97,91,81,34,55,54,86,9,33,1
6,1,0,63,9,89,62,83,57,4,34,2
9,2,50,43,71,20,6,81,31,10,14,4
5,9,43,64,41,82,70,90,30,9,47,8
3,7,44,89,19,50,46,37,92,9,10,2
4,5,30,32,10,92,43,86,59,7,37,1
9,6,96,85,61,81,80,73,8,8,97,2
3,9,87,8,78,40,23,83,43,5,19,3
1,3,44,44,62,51,85,22,75,9,86,0
5,4,4,14,5,73,80,46,34,5,21,9
8,8,44,51,2,66,59,32,19,3,19,9
9,8,29,99,1,90,72,52,28,5,72,4
7,6,98,10,51,39,90,20,38,9,18,3
5,1,89,1,88,59,100,81,37,9,22,3
10,4,86,94,65,91,66,30,30,7,78,2
4,3,32,33,64,80,20,50,25,5,52,8
3,8,5,1,9,53,51,52,2,10,77,3
0,8,94,72,64,79,52,1,44,0,60,3
1,7,78,36,66,43,5,94,60,9,92,6
2,5,69,71,69,21,20,64,87,10,80,7
3,1,12,99,78,40,76,78,28,7,69,5
8,3,76,93,85,33,99,74,41,6,44,0
4,8,48,78,21,42,4,22,19,4,76,2
3,0,25,65,33,1,80,88,20,6,1,2
7,3,18,86,72,43,28,49,27,1,40,5
9,9,91,45,50,52,45,20,0,9,15,8
4,2,38,36,79,40,36,0,94,10,49,2
3,5,72,59,76,12,15,22,26,0,64,6
1,9,59,41,35,90,25,7,86,0,62,5
10,9,42,96,29,82,60,76,19,2,87,3
1,6,83,48,37,92,22,63,40,9,77,2
7,4,74,8,46,64,41,36,58,8,18,5
8,4,94,41,51,76,75,63,51,3,43,0
10,1,85,23,37,27,73,10,31,1,53,2
4,2,82,60,10,5,97,84,88,6,81,10
5,8,94,41,43,56,3,49,69,5,53,0
5,3,4,74,99,94,48,7,77,10,91,6
6,1,47,91,13,92,48,98,57,9,23,0
0,8,19,77,35,79,70,59,41,8,50,1
5,0,4,65,15,37,9,68,80,9,82,8
4,3,19,47,41,91,16,49,51,7,75,4
8,0,88,100,9,26,54,56,22,9,23,0
2,10,32,83,2,8,99,96,55,10,45,8
10,6,88,25,7,96,6,29,86,2,83,1
10,1,39,96,86,70,43,55,79,10,59,0
3,1,19,29,32,26,27,14,52,9,99,9
4,8,68,84,69,54,82,10,47,10,37,10
7,10,20,65,11,39,30,10,45,7,9,6
2,1,54,94,14,18,94,93,54,9,77,6
1,7,34,84,84,45,4,45,1,1,67,4
5,7,1,28,72,49,32,42,39,6,92,1
1,8,42,0,25,51,90,3,72,3,39,9
7,4,52,98,35,98,2,90,14,7,36,4
8,0,49,85,53,20,42,15,10,2,43,1
1,7,26,17,83,76,38,1,95,0,39,4
6,7,98,36,58,16,17,70,89,7,11,4
9,4,63,79,39,74,44,20,62,3,95,6
2,8,45,87,83,99,78,31,42,8,65,4
8,1,100,87,67,18,12,100,34,10,12,9
0,2,47,24,58,93,11,44,37,0,6,10
4,7,54,97,22,63,32,30,62,2,72,0
6,3,76,32,91,86,31,99,33,1,31,10
2,4,22,90,26,1,59,0,78,8,36,1
7,5,55,90,92,47,19,54,64,10,53,9
1,9,100,33,21,86,33,93,29,2,38,0
0,9,19,42,67,34,7,27,68,4,50,6
1,10,92,61,74,86,2,54,65,7,21,0
4,9,12,82,66,56,59,40,8,4,69,2
5,8,34,57,45,57,52,30,38,8,12,8
3,6,69,54,89,85,82,49,86,1,22,0
10,8,28,40,67,41,78,2,33,4,98,1
7,0,39,58,98,80,36,90,82,8,32,6
9,3,49,61,52,39,82,95,1,7,55,3
7,10,97,8,78,21,52,27,21,5,76,5
7,0,98,17,54,8,52,32,33,6,63,9
6,6,80,48,26,71,38,13,46,10,78,2
1,4,47,96,23,73,27,69,94,1,13,1
1,6,34,75,26,61,85,43,38,7,74,1
0,1,49,91,66,37,64,18,95,8,41,2
10,9,42,71,94,21,36,0,32,5,26,4
5,1,5,33,31,86,68,1,29,10,45,1
10,7,56,1,61,51,94,1,32,2,19,5
8,4,98,66,50,85,35,64,18,0,29,3
10,1,30,11,5,82,26,62,6,6,68,6
9,8,66,86,13,86,5,26,46,4,62,5
10,0,13,30,19,24,64,54,31,7,58,4
4,3,31,89,29,30,75,2,29,10,35,0
10,9,60,44,66,37,96,44,25,0,70,6
4,7,58,13,73,76,24,37,94,2,13,2
0,7,32,69,23,33,100,26,5,3,70,5
1,8,60,76,96,69,99,92,72,8,2,2
3,8,50,49,86,89,45,93,66,4,3,0
5,3,70,46,90,53,12,97,6,5,79,10
5,9,44,70,23,9,50,29,56,10,18,10
4,7,89,35,68,97,9,1,5,2,28,7
0,3,35,89,17,70,12,57,3,2,44,3
2,2,52,76,79,77,37,17,11,0,92,5
5,10,67,12,87,4,25,54,82,9,54,6
7,4,24,74,63,96,45,69,90,9,74,4
2,1,83,80,83,73,28,65,10,0,89,5
8,3,91,51,89,8,28,30,62,3,56,0
1,5,75,54,12,64,21,95,82,3,17,10
8,10,57,10,35,97,11,2,56,7,8,6
3,8,22,68,40,53,13,93,8,3,55,3
0,2,23,9,84,13,72,14,10,7,18,5
4,1,82,80,26,31,10,2,37,5,67,2
10,0,91,100,10,90,68,9,30,10,24,0
0,4,2,63,16,68,58,54,82,0,59,8
1,6,61,34,79,5,39,22,60,5,17,6
1,7,27,69,72,60,84,80,52,4,59,5
8,8,41,20,97,34,56,61,55,9,71,1
1,8,30,59,19,70,57,84,48,8,93,3
9,0,19,53,31,65,95,68,93,9,28,6
5,0,57,12,28,34,28,65,26,5,6,10
8,2,15,19,27,19,24,27,84,4,49,10
2,10,64,28,28,24,94,67,100,6,95,9
3,2,38,84,47,59,65,90,86,0,11,1
10,5,91,83,13,91,31,85,5,4,51,7
9,1,32,40,38,57,36,85,61,9,58,4
10,5,20,39,87,51,83,69,14,7,57,8
1,4,7,69,61,28,68,22,35,5,43,1
5,2,28,44,97,99,20,51,38,0,91,2
9,1,30,22,49,77,52,47,71,7,67,2
1,3,40,20,77,12,22,83,84,7,88,4
5,7,59,49,65,61,8,12,84,4,62,4
4,4,63,16,97,50,0,86,50,0,56,6
6,6,61,65,16,78,54,25,76,8,48,10
2,5,49,80,36,61,39,21,80,10,76,7
6,9,71,88,26,86,73,84,95,1,39,5
1,5,40,49,24,30,30,82,9,9,19,7
1,9,15,26,18,6,46,34,17,10,81,4
10,9,13,72,50,33,74,91,35,5,75,4
8,6,17,61,39,6,51,77,41,3,47,3
9,6,37,13,51,50,27,93,55,6,85,1
1,0,78,81,60,90,2,68,18,2,36,5
9,7,37,14,26,0,79,40,7,3,6,7
8,2,53,87,35,59,6,52,23,6,39,0
6,8,7,57,65,46,95,81,42,0,32,0
9,2,15,29,53,11,77,35,93,10,49,3
6,2,23,94,31,3,86,76,87,5,95,7
8,3,50,12,48,23,10,100,7,1,71,3
8,2,0,32,9,80,22,6,47,9,70,8
2,10,43,15,88,93,29,75,49,9,86,3
7,0,49,64,67,59,42,39,16,7,19,8
9,0,51,34,36,8,72,16,64,6,42,9
0,4,82,75,70,90,34,76,67,7,10,0
9,7,65,57,20,99,34,8,92,4,78,3
5,3,78,85,84,58,42,82,47,0,46,10
6,1,12,14,88,29,27,7,31,6,62,6
3,6,65,10,78,50,79,19,12,8,76,4
9,7,75,24,55,54,62,76,86,10,13,7
3,3,80,67,17,99,4,18,3,0,18,9
0,1,1,88,1,11,7,52,45,6,36,3
6,0,26,69,83,15,23,11,77,5,49,3
10,10,76,5,17,15,15,41,38,10,65,9
0,2,65,55,3,71,64,58,83,8,20,3
5,5,85,60,50,15,94,47,99,0,33,2
6,6,26,23,2,22,64,84,49,3,69,9
5,4,15,72,93,33,88,78,14,3,87,3
8,1,58,41,81,4,90,82,17,5,33,0
3,9,86,36,6,64,5,74,60,7,27,1
3,7,47,86,57,36,58,89,41,10,100,6
1,9,83,63,95,58,28,67,59,5,47,6
0,3,16,51,16,6,33,95,74,7,98,5
0,2,47,43,7,59,60,51,40,7,12,10
1,0,48,87,32,17,52,23,9,7,71,1
0,3,100,98,31,72,1,47,5,3,95,9
10,0,29,72,39,25,11,93,13,9,49,8
8,6,90,0,16,40,21,20,0,8,29,0
10,2,49,98,68,43,51,98,76,6,71,7
6,9,79,21,59,13,17,10,54,7,71,3
0,5,63,28,60,17,35,3,43,5,52,6
6,4,64,16,70,63,55,61,44,1,16,2
0,6,33,82,94,95,64,86,51,6,4,8
2,4,23,47,48,95,74,8,34,10,78,7
6,4,80,5,18,38,56,39,41,3,74,2
0,2,5,72,23,90,95,27,87,6,30,4
6,1,53,45,55,63,75,12,78,9,8,10
2,3,90,65,12,32,84,34,65,8,44,1
5,0,54,0,98,96,68,75,41,4,5,10
7,0,38,72,44,91,71,46,84,4,33,5
8,8,70,11,34,87,95,16,14,10,36,1
2,2,76,11,56,90,9,77,41,6,62,3
6,5,94,23,69,96,77,58,43,6,6,8
4,2,73,89,66,39,31,27,89,8,12,0
10,5,15,53,71,68,22,57,24,4,89,7
1,2,69,5,80,62,30,96,50,0,26,5
3,9,14,65,97,12,73,99,69,8,14,9
10,10,21,7,3,41,45,2,70,10,48,7
1,10,8,22,26,17,15,82,28,3,26,4
8,9,58,25,31,6,5,13,99,8,45,10
6,8,3,20,57,77,29,21,75,0,66,8
2,9,49,77,0,98,86,71,59,6,3,8
5,0,26,48,74,69,57,24,45,5,48,3
8,4,92,26,11,27,19,8,20,0,0,0
10,0,53,43,55,89,4,35,7,7,73,9
3,10,8,27,33,56,39,7,16,2,97,3
10,0,23,53,41,27,99,51,24,3,3,5
6,5,0,81,34,19,34,18,25,5,26,4
1,9,35,27,40,74,12,65,63,6,41,2
2,7,63,71,43,52,45,88,88,6,14,1
0,4,56,75,98,43,53,87,80,8,23,6
3,6,0,80,0,28,65,46,31,4,80,3
6,4,25,91,49,51,23,21,25,9,86,6
9,3,17,25,32,57,95,60,52,7,86,8
6,5,69,92,54,66,49,39,89,7,27,1
3,0,34,35,7,13,17,80,12,3,78,4
10,1,13,71,86,29,45,97,30,5,68,3
0,7,39,76,30,8,64,75,5,7,35,5
7,5,96,45,44,85,40,7,45,3,32,10
6,4,3,77,40,46,57,87,53,2,68,1
8,5,20,4,56,11,88,87,64,1,70,7
3,7,71,57,66,66,94,69,23,9,22,9
4,8,65,37,81,17,17,13,63,2,0,6
9,4,98,61,11,10,21,89,61,0,54,1
4,6,4,25,48,57,13,73,83,2,52,1
0,4,62,29,31,66,92,14,7,9,66,7
10,9,1,25,36,50,54,41,94,9,21,9
6,10,76,55,11,93,9,99,11,3,9,0
10,10,51,75,68,40,17,47,55,4,67,1
2,9,69,47,21,2,98,85,74,1,50,5
2,1,86,36,58,98,48,90,63,0,33,9
4,3,4,24,22,24,30,52,83,8,71,6
5,0,1,65,35,74,98,65,84,1,85,3
1,7,8,2,16,41,77,23,6,10,68,4
3,0,24,25,68,28,67,85,46,3,13,10
9,0,45,19,24,97,72,24,0,5,86,10
10,8,30,29,48,89,95,73,29,10,78,1
7,3,80,9,84,16,77,28,81,2,57,6
8,6,50,63,38,38,88,67,46,4,72,7
7,5,61,87,67,20,89,88,44,6,36,7
6,9,94,82,79,17,46,3,81,6,45,10
7,3,32,76,57,95,38,27,68,7,25,2
3,8,19,9,40,22,94,27,52,2,38,2
4,5,2,0,53,8,42,5,91,2,37,0
0,2,30,34,42,48,26,88,100,10,30,3
9,7,95,35,33,44,43,72,69,9,88,4
8,9,0,93,48,16,85,70,23,7,36,9
0,4,13,56,16,84,87,6,52,8,23,2
7,2,47,62,1,28,95,33,35,8,72,3
3,8,87,99,19,6,69,85,61,1,58,7
2,0,13,41,32,42,35,98,99,8,59,4
4,9,8,55,38,30,34,67,43,0,86,1
7,9,37,24,87,0,33,78,83,4,97,7
5,2,49,84,22,35,25,65,42,9,13,7
5,9,10,26,30,66,98,10,9,9,83,9
4,5,28,62,72,91,99,10,90,6,41,6
1,8,44,98,63,49,96,65,8,6,51,8
5,6,47,52,39,37,1,78,91,8,55,2
2,8,21,0,80,24,29,35,28,9,89,7
10,3,7,52,26,59,83,25,40,10,41,0
3,6,27,3,43,20,24,72,27,0,66,10
2,7,28,11,83,35,16,65,65,0,33,1
9,8,76,72,68,7,25,49,46,5,4,2
3,9,53,49,21,26,67,13,22,1,62,7
7,4,73,33,33,10,97,95,13,5,10,2
7,7,35,61,28,4,42,38,82,3,54,4
7,5,51,88,31,26,61,86,42,3,64,8
9,8,40,63,69,80,19,62,72,8,1,9
