0,1,2,3,4,5,6,7,8,9,10,11
87,10,6,1,10,8,8,10,22,8,6,4
59,5,3,9,0,4,6,10,4,3,4,3
6,3,5,2,7,7,5,10,87,2,2,6
82,5,8,6,8,5,1,10,53,10,9,5
1,1,1,8,2,6,8,10,3,4,9,1
45,1,6,10,10,5,4,10,61,1,9,5
67,3,4,2,6,2,10,10,75,0,1,3
90,4,10,6,3,0,4,10,28,10,8,9
8,10,1,0,0,9,6,10,19,2,9,8
51,3,0,1,2,7,6,10,41,8,9,4
19,8,7,8,4,1,2,10,100,7,0,7
100,9,5,3,6,10,7,10,8,7,2,10
73,3,3,3,5,9,0,5,52,0,2,5
95,10,8,9,6,9,3,10,57,3,8,7
9,2,8,1,6,5,1,10,96,2,10,6
30,2,9,3,7,7,3,10,36,4,7,0
30,0,2,10,1,7,9,10,97,0,8,1
40,4,3,7,6,3,2,10,91,1,6,8
82,3,2,8,10,0,1,10,0,0,1,0
79,6,0,5,3,9,3,10,48,6,8,10
70,5,7,10,5,10,8,10,96,7,1,3
21,0,9,6,2,6,6,7,5,9,10,2
32,8,10,3,7,6,3,10,86,9,7,8
84,4,7,4,1,9,2,10,49,2,7,9
72,5,7,9,5,4,2,10,99,0,4,0
42,4,10,6,10,5,8,10,67,6,9,2
39,6,0,1,8,6,4,10,91,0,2,4
39,3,4,10,0,8,3,10,94,8,8,7
60,0,4,1,7,3,0,10,83,9,10,1
22,7,2,4,9,7,9,4,89,10,2,6
16,8,5,6,0,6,4,10,45,6,10,9
0,0,5,0,5,7,2,10,10,0,6,9
42,0,1,5,9,10,5,0,40,5,1,2
40,2,8,10,8,3,3,10,36,2,3,1
36,7,9,6,6,1,2,10,88,10,2,8
8,7,0,0,6,5,7,10,90,10,7,10
63,3,7,10,8,9,4,10,62,5,8,0
24,3,2,2,10,8,8,10,2,6,2,1
70,4,1,3,10,4,7,10,65,10,8,5
7,7,5,2,8,7,10,10,85,4,4,10
64,8,8,3,1,5,1,10,23,0,0,4
19,5,5,8,6,10,0,10,88,2,5,5
65,5,3,1,2,6,1,10,0,5,2,3
24,4,1,9,8,6,0,10,87,7,0,3
60,4,10,1,8,1,1,10,39,5,2,6
60,6,1,4,1,4,5,10,67,6,3,9
93,4,9,9,8,10,6,7,35,10,9,9
76,3,4,10,4,1,2,10,64,1,8,6
73,7,7,6,9,1,0,10,54,9,6,0
14,1,6,7,2,6,10,10,70,9,7,0
66,6,4,1,3,7,2,10,37,9,1,4
76,10,0,8,10,3,7,10,25,10,0,0
62,10,1,0,8,3,0,10,75,8,6,2
4,5,5,8,6,4,0,1,68,9,6,7
96,0,6,2,7,5,3,10,32,5,7,0
6,1,6,0,10,8,2,10,56,6,3,1
6,8,6,9,0,6,0,10,55,10,4,6
8,8,4,6,8,6,3,10,51,10,0,7
31,0,9,2,10,0,8,10,28,0,5,7
77,8,8,1,4,10,1,10,100,8,4,9
80,2,9,3,8,5,9,10,85,3,10,5
61,6,1,3,7,9,6,10,28,10,4,10
41,1,10,1,6,2,8,10,81,6,1,2
12,10,2,6,7,9,2,10,65,8,7,3
91,4,1,10,2,1,9,10,2,7,1,0
90,10,1,7,5,1,2,10,94,10,10,7
71,4,4,1,2,3,9,10,50,9,2,10
3,6,3,1,7,1,7,10,89,0,0,5
97,0,2,7,4,7,9,10,35,6,10,5
40,2,3,5,1,7,10,10,24,10,6,2
63,2,2,2,6,7,3,10,66,7,8,4
26,9,5,2,10,0,9,10,85,4,2,7
5,7,3,0,3,4,6,3,79,2,4,7
69,5,1,1,2,10,2,10,94,2,4,7
73,2,9,2,4,2,0,10,86,3,0,7
34,4,10,7,3,0,4,10,34,0,2,6
67,2,10,9,2,6,0,10,70,9,10,2
49,10,10,3,0,9,10,10,93,10,9,3
27,9,8,0,9,3,6,10,31,1,7,6
35,7,7,5,8,9,7,10,36,4,7,9
44,5,7,8,9,10,10,10,20,3,6,5
48,8,4,7,6,7,9,10,17,2,9,3
81,3,3,8,0,2,1,10,4,9,5,2
100,2,7,1,2,8,6,3,7,0,2,2
92,8,7,0,8,5,1,10,11,5,0,7
45,8,1,7,10,4,4,10,24,6,5,3
33,2,3,2,5,10,3,8,22,7,5,0
44,6,3,4,8,4,8,10,83,0,6,8
58,9,9,4,4,10,3,8,63,10,6,6
51,8,2,9,3,2,5,10,47,8,9,1
9,0,9,2,9,0,8,10,72,2,7,5
36,3,5,6,2,8,4,10,62,3,7,1
13,7,9,3,6,8,10,10,17,3,2,6
28,10,5,6,5,1,2,10,72,3,7,2
33,10,2,1,9,10,9,10,7,1,4,6
98,2,10,8,9,5,1,10,52,10,9,7
59,2,6,5,2,4,10,10,84,4,0,6
36,7,4,0,0,2,4,10,31,7,7,7
21,8,5,3,10,9,0,10,96,10,1,6
58,8,10,5,4,3,5,5,98,10,10,5
95,5,10,3,7,6,6,10,35,5,10,8
75,8,10,4,10,0,8,10,80,8,7,8
12,7,7,6,2,9,5,10,62,1,10,3
89,2,3,2,4,0,0,3,75,8,0,3
88,4,7,6,1,8,7,10,71,6,4,7
99,1,6,2,5,5,2,10,24,3,7,0
35,1,7,1,10,6,7,10,20,8,6,9
6,2,1,1,0,3,6,2,2,1,9,3
13,0,2,8,6,5,5,10,79,7,7,8
77,2,8,8,10,2,2,10,45,8,5,10
60,6,4,9,0,7,0,10,14,8,1,1
51,8,2,10,1,9,4,10,27,1,7,0
25,8,0,10,1,0,1,3,38,7,2,9
61,4,8,3,9,4,0,10,51,7,8,10
46,2,4,2,5,9,2,10,7,7,3,4
86,0,5,6,0,9,10,10,18,0,9,5
5,9,6,6,9,0,3,10,90,0,0,0
5,3,5,9,1,1,9,10,5,9,6,3
0,8,0,2,7,6,5,10,15,9,5,3
34,9,10,9,7,9,2,10,11,3,5,8
100,5,8,8,7,9,1,10,14,5,10,5
52,8,8,10,8,1,3,10,28,10,9,1
67,4,4,4,6,0,8,10,100,2,0,1
18,7,5,3,3,9,8,10,34,7,0,6
11,6,10,7,7,3,5,10,8,6,10,10
6,5,6,5,3,0,9,10,45,10,1,7
13,5,1,2,7,3,2,10,9,7,3,10
27,0,5,4,7,6,4,10,99,0,7,5
37,6,9,2,1,2,9,10,97,7,5,0
45,0,7,8,8,4,8,10,82,2,1,7
8,7,8,5,4,10,0,10,52,7,1,9
79,3,10,4,7,2,7,10,11,10,4,5
82,3,6,4,4,10,7,10,67,9,2,7
96,0,2,9,3,0,3,10,58,10,9,10
8,4,5,4,5,3,8,10,2,0,3,9
87,4,4,7,2,8,5,10,38,5,3,3
96,8,10,1,6,8,7,10,48,10,2,8
60,5,1,6,7,6,4,10,53,6,0,1
69,8,0,6,4,4,6,10,50,2,4,8
3,4,5,3,4,7,4,10,49,8,7,3
76,7,0,6,0,1,3,10,72,9,9,9
43,3,3,7,6,3,9,10,9,6,8,9
47,6,6,9,2,8,7,10,5,9,10,7
100,0,5,7,3,8,10,8,72,9,4,1
73,8,7,6,8,0,0,10,38,8,2,10
99,3,5,2,0,8,8,10,29,5,2,0
42,8,10,2,6,4,8,10,58,7,3,3
11,9,8,1,7,7,5,10,58,9,3,0
58,0,3,7,8,7,9,10,27,1,7,8
63,2,8,10,9,6,1,10,73,7,5,2
20,9,10,10,4,1,3,10,17,10,5,10
2,3,4,4,5,7,4,10,22,0,9,10
88,9,7,7,6,4,1,10,98,5,7,2
91,9,8,3,6,6,5,10,55,5,8,10
37,5,0,5,7,6,9,10,71,2,8,0
95,1,10,8,9,4,3,10,91,10,6,4
88,1,2,4,0,10,1,10,46,7,5,1
13,9,7,4,2,4,1,10,59,6,2,5
81,2,6,9,10,2,2,10,67,9,5,5
75,6,1,8,4,9,9,10,31,4,7,3
61,2,4,6,3,5,9,10,14,3,7,0
40,10,0,7,9,3,10,10,7,6,7,8
32,1,3,2,10,10,8,10,86,0,4,1
36,5,4,7,0,0,9,10,0,8,6,9
86,1,6,6,6,4,8,10,45,1,7,8
71,5,1,4,9,9,5,10,65,4,1,0
95,9,1,10,4,4,5,10,63,1,2,7
89,2,10,4,8,5,3,10,23,5,9,8
60,2,1,6,2,6,3,10,73,3,0,3
44,10,10,3,7,2,1,10,1,1,10,9
30,5,5,6,2,6,7,10,11,5,3,2
99,1,4,3,3,8,8,10,39,7,5,0
96,5,6,5,4,9,7,10,19,8,5,8
15,2,4,9,7,10,0,10,20,7,1,7
17,8,8,6,9,9,8,10,39,10,1,2
85,2,7,8,8,3,5,10,38,3,3,9
22,0,4,8,9,4,1,10,63,2,8,6
39,9,5,8,9,0,9,10,96,3,0,5
64,2,4,0,4,2,9,10,41,5,7,10
73,0,9,10,0,5,4,10,69,6,0,2
24,3,1,10,4,4,5,10,10,3,1,8
87,2,8,4,5,3,1,10,80,9,2,8
71,8,10,5,7,6,1,10,33,0,6,4
35,1,3,3,9,3,4,10,92,0,5,8
14,3,6,7,4,6,1,10,44,5,6,3
7,7,2,5,8,7,1,10,57,0,1,8
59,5,9,6,5,4,5,10,12,9,7,6
84,0,3,0,9,0,9,5,76,5,0,2
13,1,5,5,2,8,5,10,96,1,9,8
100,5,4,8,0,2,5,10,67,8,10,0
30,0,9,9,0,0,5,10,27,9,2,4
28,2,8,9,0,4,9,10,6,3,3,7
98,9,2,3,7,2,3,10,51,8,0,7
45,10,10,6,10,1,10,10,52,7,10,2
29,3,0,9,1,4,0,10,53,6,3,10
84,8,5,6,9,2,7,7,46,4,9,0
43,6,5,5,9,8,8,7,62,9,2,4
71,10,0,10,7,5,3,10,17,2,6,4
50,1,7,3,10,5,8,10,94,5,4,5
52,0,6,1,10,10,5,10,18,8,3,5
96,2,10,0,7,2,2,10,35,4,7,2
26,1,6,1,4,2,2,10,23,6,10,10
87,8,5,7,7,9,8,5,96,0,8,3
49,3,0,2,3,8,5,10,24,5,2,10
85,7,10,3,4,2,5,4,44,1,10,10
48,4,6,2,0,1,7,0,43,4,1,9
36,4,5,6,0,2,3,10,77,7,5,7
36,4,2,7,3,8,10,10,95,1,4,7
82,3,3,8,10,6,3,10,14,4,1,1
8,3,6,5,4,8,2,10,69,3,2,5
93,2,3,5,2,5,7,10,51,4,10,3
86,8,7,10,0,1,10,10,52,2,8,9
11,5,0,8,5,10,10,8,62,5,5,5
70,5,7,1,10,1,6,10,61,6,4,10
85,0,10,10,2,8,10,10,6,7,4,5
2,8,0,0,0,0,0,10,43,7,1,6
71,10,0,9,10,7,3,10,20,10,6,5
8,6,3,5,0,1,10,10,78,6,10,0
77,7,6,9,3,6,4,10,57,7,10,6
16,0,6,7,2,4,8,10,40,6,0,3
67,2,8,7,8,10,4,10,34,3,1,0
19,1,9,4,8,5,9,10,81,0,8,6
46,7,10,4,10,0,5,10,83,8,6,7
36,5,2,3,8,5,8,10,11,6,1,8
16,9,4,8,4,1,6,10,61,1,7,10
77,8,5,6,1,7,6,10,6,10,4,10
66,0,7,9,2,7,9,10,97,1,4,8
4,2,5,1,7,3,9,10,77,4,9,3
7,0,5,1,2,9,6,7,62,3,9,5
3,4,2,4,0,8,3,10,93,3,9,10
86,3,1,0,4,8,5,10,69,6,7,8
72,3,6,0,1,7,7,10,52,3,5,5
5,6,8,3,0,0,3,10,50,9,5,2
43,5,8,7,0,5,9,10,72,2,6,5
41,8,6,8,3,9,9,10,1,2,2,2
71,10,8,3,6,1,6,10,90,0,7,8
3,6,0,1,0,0,8,10,79,7,5,1
5,7,7,5,6,3,2,10,50,0,4,0
95,3,9,8,5,6,6,10,74,3,4,4
76,8,7,7,8,7,9,10,40,5,7,0
95,6,6,2,3,10,3,10,7,10,6,10
39,6,0,8,3,0,3,10,54,10,6,3
64,6,5,8,3,3,10,10,59,5,9,9
90,3,2,0,0,0,7,10,9,8,3,2
62,0,7,9,3,6,3,10,35,1,7,7
43,9,4,2,0,3,9,10,59,5,5,0
53,2,8,10,1,10,8,0,99,3,4,5
15,0,3,2,1,5,10,10,2,10,4,9
53,0,6,0,8,9,10,10,14,10,10,5
0,8,10,3,5,2,10,10,98,3,7,6
13,2,9,3,1,9,6,3,36,1,5,0
75,8,10,2,7,3,2,10,10,2,9,4
17,9,8,3,4,0,0,10,33,8,2,7
10,5,6,1,4,2,0,10,93,7,8,9
29,7,1,9,8,2,6,10,92,4,2,3
54,5,10,1,0,6,1,10,56,8,5,3
27,1,2,7,2,4,3,10,69,7,1,2
68,5,9,2,9,7,1,10,32,4,1,4
93,9,7,7,9,3,7,10,99,1,4,10
45,5,7,3,9,0,3,10,45,9,10,6
68,2,2,9,4,1,3,10,51,2,6,1
41,8,1,10,9,1,3,10,82,4,3,2
88,1,5,5,3,8,10,4,29,10,7,2
87,10,0,9,7,3,8,10,48,5,1,3
87,0,6,3,5,5,10,10,95,1,7,1
11,0,4,3,5,5,6,10,46,7,5,8
73,6,10,3,1,9,3,10,45,2,1,3
17,2,8,6,1,4,8,10,61,5,4,2
41,1,5,7,9,2,6,10,85,2,10,7
34,5,7,3,7,0,7,10,87,4,6,7
85,0,1,2,6,0,2,10,0,8,9,5
8,2,1,2,8,3,6,10,1,3,5,10
91,6,2,4,9,6,3,5,58,3,1,4
15,0,10,6,2,9,8,10,88,4,2,0
44,9,8,5,7,8,7,10,19,6,7,0
11,10,2,8,7,9,2,10,13,0,0,2
38,6,3,10,7,7,0,10,50,7,3,4
73,1,0,3,8,4,10,10,62,4,3,2
24,1,8,8,4,7,2,10,52,3,4,6
95,0,7,0,6,7,1,10,89,0,2,10
42,7,4,9,9,6,0,10,4,7,0,5
89,7,4,8,2,5,8,10,35,7,7,9
5,7,5,1,9,10,2,10,51,5,9,2
19,8,1,1,2,10,10,10,62,10,3,4
68,0,6,8,5,3,10,10,9,5,6,5
35,9,9,10,8,8,10,10,46,1,9,8
68,1,8,7,0,10,7,10,18,8,1,7
93,0,4,7,8,7,4,10,3,4,0,6
4,3,6,0,0,3,3,10,50,3,2,0
10,0,6,6,7,0,0,10,91,2,7,7
82,9,8,2,8,5,1,10,82,8,2,4
67,5,10,0,4,7,4,10,54,9,9,1
89,7,1,5,7,4,0,10,81,10,7,2
21,7,8,0,5,10,6,10,86,6,2,4
29,2,6,2,4,10,9,10,7,7,0,4
22,8,6,6,5,3,5,10,80,2,10,5
86,2,2,0,10,2,1,10,100,5,4,3
75,6,9,8,5,3,4,10,25,1,9,3
4,0,3,10,7,0,9,10,91,2,2,7
55,9,2,0,0,1,10,10,96,0,1,3
55,8,9,1,4,1,6,10,78,7,10,4
34,9,10,6,3,5,2,10,35,6,8,4
7,5,4,10,3,3,4,10,60,2,4,6
90,4,4,0,1,4,3,10,17,7,6,8
5,7,6,4,4,9,1,10,66,10,3,1
77,1,1,10,4,5,1,10,12,3,1,10
96,9,10,8,7,9,5,3,45,9,6,9
92,10,8,9,7,7,7,10,22,3,9,9
18,8,3,3,4,1,1,10,48,2,3,9
45,3,6,0,3,5,10,10,52,8,8,4
97,4,9,1,9,8,8,10,98,10,7,4
90,8,5,1,9,10,6,10,23,6,4,8
30,5,0,5,8,5,10,10,26,10,2,7
36,2,6,2,0,7,4,10,30,3,9,9
5,0,8,1,2,7,5,10,4,5,9,3
33,6,4,10,1,7,0,10,82,2,7,2
6,0,10,2,0,4,7,10,17,9,10,10
93,4,3,10,3,9,7,10,54,3,7,6
74,7,0,2,3,3,3,10,22,2,10,3
37,1,1,3,8,4,0,10,17,0,1,9
92,2,6,10,0,0,1,10,8,8,6,3
52,0,3,8,6,1,9,10,64,5,1,8
52,0,5,9,5,6,7,6,47,2,6,7
29,5,7,8,6,8,10,10,18,6,4,0
13,2,5,1,0,5,9,10,99,10,4,1
82,2,7,0,6,7,5,10,33,0,4,7
30,10,4,5,8,8,3,10,43,1,3,4
35,6,5,3,4,4,4,10,95,10,0,9
28,7,4,6,3,5,5,10,73,3,10,8
33,6,7,4,0,8,4,10,59,0,0,7
51,10,10,10,6,9,10,10,86,3,9,2
28,5,8,6,2,2,7,10,78,1,2,1
16,9,8,5,8,4,4,10,70,8,1,5
87,0,3,6,0,2,2,6,76,4,5,10
67,7,6,1,6,3,7,10,37,3,3,3
6,10,7,7,0,0,3,10,0,3,7,0
21,7,5,1,3,9,9,10,17,10,5,3
75,2,10,9,10,5,7,10,41,8,0,3
35,8,7,5,9,5,4,10,41,7,8,6
77,0,7,1,1,6,0,10,31,7,4,6
51,3,2,1,8,9,8,10,26,10,6,0
100,3,8,10,0,2,1,5,71,10,10,9
73,6,1,4,0,0,5,10,56,0,10,4
52,7,1,2,4,8,1,10,70,8,9,2
77,7,2,3,7,7,7,10,5,2,8,4
32,8,0,7,1,10,6,10,12,1,1,7
53,10,5,5,7,5,6,10,76,5,6,6
0,10,3,10,1,6,6,8,4,3,10,5
19,10,4,2,5,7,6,10,68,7,2,7
73,1,7,2,0,10,8,0,39,2,3,1
70,0,5,10,1,9,10,10,87,7,5,10
4,2,0,4,8,1,0,10,4,5,0,0
46,1,9,5,9,5,4,10,45,1,4,9
33,8,9,0,2,8,6,10,86,9,10,3
96,9,3,6,0,2,9,10,3,2,10,9
7,7,6,5,8,1,4,10,16,2,7,8
15,9,0,1,6,6,4,10,52,0,0,8
42,4,4,2,2,1,4,10,47,7,3,9
60,3,7,7,0,7,0,10,37,9,2,6
93,1,9,2,7,7,2,10,33,8,10,7
22,6,8,9,6,8,4,10,1,8,0,1
33,5,3,0,9,9,8,10,50,0,1,5
100,3,2,10,6,9,8,10,86,1,8,4
96,8,9,0,0,6,8,10,45,4,2,10
57,7,6,4,9,8,8,10,3,2,1,10
35,8,3,2,2,5,8,10,64,0,5,5
56,10,10,8,10,3,3,10,94,4,10,10
91,6,8,10,9,7,1,10,38,4,8,5
65,7,0,1,7,9,7,10,14,4,4,10
42,6,8,8,9,0,8,10,73,10,5,1
69,6,1,2,0,4,1,10,84,9,3,9
47,2,9,5,8,1,5,10,45,10,10,2
17,9,7,10,1,2,9,10,80,4,7,1
9,7,9,9,4,9,8,10,23,5,6,4
5,0,3,4,0,9,1,10,58,1,0,4
82,2,5,0,5,3,4,10,100,3,0,8
10,0,2,8,3,1,0,10,94,9,6,4
49,8,4,6,7,9,0,10,70,5,2,1
62,8,3,1,2,7,0,10,63,8,6,3
33,9,0,6,10,7,7,10,61,2,4,5
18,3,9,5,6,2,3,10,41,0,2,2
58,10,3,6,1,2,10,10,16,1,1,1
24,1,9,4,2,6,8,10,8,6,4,5
98,2,1,3,0,6,3,10,71,7,8,1
40,10,3,5,7,10,3,10,25,7,2,5
76,1,8,2,3,8,10,10,26,6,9,7
16,6,7,10,9,6,9,10,95,6,5,8
10,0,7,0,1,3,7,10,14,7,6,7
56,2,8,1,3,7,2,10,41,2,6,9
67,6,3,6,8,2,9,3,72,6,10,3
32,0,10,8,1,10,3,10,0,8,7,5
20,8,3,1,5,1,1,10,62,6,7,6
67,5,0,0,0,0,5,10,51,10,8,0
96,1,6,5,5,3,3,10,80,9,5,7
26,10,1,2,5,5,4,10,30,6,5,2
96,0,6,2,9,6,6,10,48,9,9,6
0,10,9,4,5,5,9,10,19,4,4,0
45,4,7,5,6,9,10,10,31,4,6,9
68,1,7,1,1,6,9,10,31,0,9,6
85,5,3,4,6,7,7,10,26,4,8,7
21,7,2,9,2,1,0,8,80,2,0,1
29,6,5,9,4,10,3,10,52,6,3,3
61,4,7,1,8,10,2,10,16,10,10,4
43,0,0,5,8,1,5,10,55,5,8,8
96,5,10,7,8,6,2,10,83,10,8,9
52,9,2,10,0,9,8,10,34,6,9,4
3,7,7,7,9,8,9,10,35,5,7,8
89,1,2,6,2,7,3,10,52,3,0,8
30,1,3,6,0,5,3,10,2,5,5,7
31,5,10,7,10,9,0,10,30,5,6,6
94,9,4,2,5,8,7,10,83,0,10,6
82,5,5,8,9,4,8,10,55,10,0,4
23,4,10,5,1,1,8,10,86,3,7,1
25,10,8,1,4,1,8,10,83,2,7,3
84,7,8,1,1,1,9,10,82,3,0,0
72,3,8,1,9,10,1,10,8,4,10,6
69,2,2,4,7,6,3,10,63,8,0,2
1,0,2,1,4,3,3,10,37,3,8,10
58,2,3,6,0,6,6,10,33,2,1,3
0,0,10,1,0,5,6,10,43,10,5,0
55,0,8,7,8,7,1,10,73,6,5,7
64,1,2,6,10,6,0,10,78,10,6,1
59,4,5,3,3,9,2,9,92,6,2,4
86,2,4,0,6,9,9,10,99,5,9,1
47,6,6,9,1,2,9,10,34,1,10,2
55,10,3,4,3,5,8,10,51,2,3,7
72,5,2,1,8,4,8,10,6,10,3,5
19,8,10,0,2,9,5,10,99,0,1,7
16,4,3,5,9,10,9,10,6,4,0,9
99,2,6,5,10,5,4,10,31,7,4,10
19,5,8,10,2,1,6,10,65,0,9,10
41,10,8,6,7,6,10,10,29,10,7,9
1,0,10,7,0,0,8,10,55,4,5,5
20,7,9,8,3,5,10,1,10,8,4,3
29,9,8,9,7,0,5,3,66,10,1,0
65,1,6,5,8,6,10,10,40,3,8,2
63,3,7,0,4,0,3,10,5,3,2,7
40,4,5,2,1,9,2,10,75,4,5,3
51,1,6,7,6,0,6,10,77,2,1,6
55,2,4,7,1,5,7,10,72,8,10,3
63,10,4,4,2,8,9,10,92,6,5,1
61,5,7,2,0,1,8,10,6,8,4,7
28,3,4,4,8,9,8,10,34,0,5,4
92,8,7,7,2,2,7,10,81,8,9,0
0,7,0,10,1,10,1,10,79,9,1,9
20,0,3,8,8,0,10,10,48,7,6,5
9,0,8,4,7,1,2,10,90,9,3,2
8,3,0,8,1,2,4,10,35,8,8,5
72,5,1,3,1,9,10,10,17,2,10,7
