,0,1,2,3,4,5,6,7,8,9
152,4,4,3,7,8,2,0,8,10,3
153,7,0,5,1,8,10,8,6,1,4
154,9,6,5,6,5,5,3,3,6,0
155,0,7,5,1,4,6,6,7,6,10
156,9,1,0,9,9,8,1,10,7,4
157,0,4,2,0,4,8,1,2,2,9
158,0,9,1,5,0,5,2,9,5,5
159,3,8,0,8,3,3,4,1,9,9
160,1,4,10,1,5,2,8,3,1,8
161,10,0,0,6,6,9,5,0,9,7
162,7,8,1,0,8,7,2,10,3,0
163,0,4,3,10,0,4,9,5,8,10
164,3,1,10,5,7,9,6,1,8,0
165,7,6,1,4,4,0,6,0,4,9
166,3,3,7,6,2,3,1,10,1,6
167,4,8,1,1,7,9,10,3,3,10
168,7,4,6,8,1,9,2,5,9,7
169,1,8,6,4,4,6,2,10,1,10
170,2,6,2,7,1,0,2,4,2,1
171,9,10,8,1,1,3,6,4,2,3
172,2,3,7,9,10,1,6,0,3,6
173,1,3,5,10,6,8,5,3,0,1
174,0,0,10,3,3,8,9,7,9,7
175,3,7,5,9,9,5,0,7,0,7
176,10,3,5,2,9,2,8,6,7,3
177,5,6,8,3,9,6,2,0,1,5
178,6,8,10,10,6,3,1,7,1,8
179,5,7,7,4,0,3,6,2,6,1
180,4,5,6,2,10,6,5,6,7,5
181,8,10,8,1,5,6,5,6,7,0
182,3,1,7,8,3,0,10,6,3,10
183,1,2,1,1,4,9,6,1,4,2
184,7,7,3,2,9,5,1,9,5,5
185,8,6,9,0,4,1,10,5,2,6
186,6,10,9,8,0,9,1,0,2,4
187,9,3,9,8,5,0,1,5,2,1
188,6,2,7,2,6,3,8,4,10,7
189,0,7,6,2,4,0,1,2,4,5
190,5,1,6,9,4,8,5,1,4,5
191,6,3,7,6,9,6,6,4,1,7
192,5,3,10,4,3,9,10,10,5,5
193,6,9,2,0,0,9,4,7,1,0
194,10,6,8,2,1,3,2,0,1,5
195,8,5,1,2,1,0,1,3,7,5
196,7,10,6,0,10,2,1,3,3,6
197,0,5,0,5,2,8,6,4,10,3
198,2,8,7,4,3,7,6,6,1,7
199,10,5,1,3,5,1,9,2,7,9
200,5,9,2,9,8,1,0,5,9,2
201,10,10,8,5,4,0,3,6,9,3
202,8,6,6,0,6,6,3,0,8,10
203,7,7,8,9,1,2,2,1,5,8
204,5,1,7,7,3,8,9,7,10,4
205,0,9,9,7,6,6,10,4,8,7
206,3,6,2,9,1,8,4,8,9,10
207,4,4,0,9,8,8,4,10,0,5
208,2,5,1,3,1,0,0,9,10,3
209,4,5,10,3,6,1,9,0,8,5
210,4,3,9,2,1,5,10,9,4,6
211,10,10,9,1,8,2,1,0,9,0
212,6,2,6,4,5,3,6,3,9,4
213,3,4,5,2,6,5,5,10,10,7
214,9,8,0,3,7,1,5,2,5,10
215,1,10,2,3,5,5,3,8,2,10
216,8,8,5,9,0,10,4,8,3,3
217,3,4,5,2,4,2,3,7,5,6
218,9,2,4,3,1,6,5,9,4,7
219,10,1,3,6,1,9,10,0,0,5
220,3,9,2,8,1,7,0,2,7,6
221,9,5,6,8,6,3,6,7,1,4
222,8,4,8,8,4,10,3,10,10,5
223,4,0,5,8,5,1,2,9,5,8
224,6,9,7,0,2,2,0,10,7,2
225,5,3,10,4,5,0,3,9,9,8
226,6,9,4,10,9,5,8,5,10,7
227,2,8,9,10,5,8,4,8,0,4
228,3,8,6,7,2,6,8,10,9,9
229,7,3,0,5,5,7,7,5,6,0
230,9,7,4,1,2,1,3,1,5,1
231,3,2,6,6,1,5,1,1,8,10
232,6,2,4,2,9,7,10,6,1,7
233,9,7,8,1,10,3,4,2,5,9
234,6,8,3,0,0,6,3,9,0,7
235,3,9,0,9,2,5,1,3,0,2
236,4,10,5,10,7,8,5,1,9,3
237,8,10,2,8,0,10,7,6,0,0
238,8,8,10,9,10,1,0,9,9,0
239,2,9,8,7,0,6,2,1,6,3
240,6,0,6,0,1,0,2,5,6,10
241,6,1,9,6,1,2,0,0,8,8
242,1,8,2,1,9,9,1,3,10,1
243,1,10,5,10,10,3,5,6,0,2
244,1,3,9,1,3,7,10,0,3,5
245,0,2,2,1,4,1,8,7,6,5
246,6,2,8,8,3,2,2,9,1,9
247,3,4,10,6,10,4,0,2,3,7
248,1,10,0,4,5,7,10,5,5,5
249,8,5,8,8,10,8,3,7,10,9
250,3,7,6,7,9,1,10,10,4,9
251,9,4,8,8,2,6,3,5,3,3
252,6,5,0,3,3,1,4,0,7,8
253,7,3,10,7,1,0,8,7,0,6
254,5,6,7,3,8,7,10,7,0,6
255,10,8,1,0,3,4,1,6,0,9
256,1,5,10,8,4,6,5,6,8,10
257,5,5,3,1,10,6,2,5,7,5
258,4,7,0,9,2,10,0,5,9,4
259,2,6,2,6,9,6,0,5,4,1
260,2,10,9,4,7,8,4,2,10,2
261,1,0,3,9,4,8,10,6,10,4
262,8,0,10,0,5,7,10,4,1,3
263,5,2,3,2,7,7,3,2,8,4
264,4,0,10,0,1,9,10,3,4,2
265,2,1,4,7,4,10,0,0,9,0
266,6,2,0,8,10,0,10,3,2,9
267,4,1,3,6,10,1,1,6,3,0
268,10,5,9,9,10,6,10,1,10,10
269,0,2,5,8,6,6,8,6,2,9
270,7,2,10,0,1,3,4,5,5,4
271,5,0,7,8,4,0,2,1,6,3
272,6,9,7,10,0,9,5,5,1,4
273,1,7,4,3,3,7,10,4,5,6
274,10,1,0,2,7,9,1,2,9,4
275,8,6,1,10,9,7,1,5,8,0
276,4,4,0,10,4,10,4,5,3,1
277,2,9,5,6,10,3,3,10,1,3
278,10,5,5,0,5,7,4,2,6,4
279,2,2,9,0,5,3,4,2,10,2
280,4,2,2,9,4,9,1,0,4,3
281,6,0,10,9,5,4,3,7,7,10
282,2,7,3,1,9,9,6,5,5,4
283,1,0,4,6,7,3,8,6,4,4
284,7,4,3,9,0,2,7,7,3,7
285,2,9,1,3,7,1,1,9,8,7
286,3,4,3,2,4,5,9,5,6,6
287,2,7,5,0,9,7,1,8,10,1
288,9,8,6,10,3,10,0,8,2,7
289,10,1,9,2,4,6,9,10,9,7
290,10,9,10,8,10,3,4,3,9,7
291,1,0,7,1,5,2,5,10,2,1
292,9,4,8,8,9,7,1,9,7,8
293,9,3,10,2,0,7,10,0,6,0
294,8,4,9,2,0,10,1,8,10,4
295,9,1,6,10,1,1,3,7,6,2
296,1,3,6,4,6,3,2,3,2,10
297,2,10,2,4,4,1,2,6,5,4
298,10,1,3,7,3,3,3,5,3,6
299,2,3,3,0,2,0,4,5,2,4
300,6,10,10,7,2,3,1,2,9,8
301,6,10,9,3,4,9,6,10,0,7
302,2,0,9,5,6,5,4,5,5,10
303,3,7,7,1,4,5,0,4,0,0
304,3,9,2,10,3,0,9,10,9,3
305,5,6,1,1,0,2,1,1,9,6
306,0,4,5,0,5,10,1,3,9,4
307,6,6,8,8,4,0,6,0,0,9
308,8,10,2,5,10,8,2,3,1,5
309,9,8,2,7,1,6,8,10,1,8
310,7,3,1,9,10,4,7,2,3,0
311,0,0,3,9,0,8,2,10,3,10
312,0,2,10,6,5,10,9,2,0,8
313,3,8,9,1,2,10,0,5,9,7
314,9,0,4,7,5,5,1,9,8,10
315,4,7,3,1,2,8,8,9,10,1
316,8,4,0,9,9,4,7,6,0,0
317,5,2,0,10,5,6,10,8,10,3
318,4,1,3,1,3,8,1,7,0,10
319,9,3,1,6,5,9,4,10,2,9
320,1,8,4,2,8,8,10,0,3,1
321,4,2,2,7,10,10,4,4,5,2
322,3,3,0,4,0,8,9,7,0,6
323,5,0,10,7,8,0,4,5,4,5
324,5,7,5,0,5,1,0,4,2,8
325,5,9,6,0,7,9,5,4,1,9
326,10,7,9,8,9,4,10,6,9,10
327,5,5,1,5,7,6,8,4,5,3
328,6,4,7,6,2,8,7,5,5,3
329,6,7,0,2,2,0,5,7,4,5
330,2,6,7,8,3,1,6,9,7,8
331,7,0,9,0,8,0,4,7,7,7
332,2,4,2,0,1,6,4,1,9,4
333,6,2,7,8,9,1,3,1,6,5
334,4,7,3,10,2,8,0,8,0,6
335,2,0,6,2,9,1,8,2,9,4
336,7,1,1,3,10,2,6,4,2,1
337,7,8,9,2,3,10,9,6,9,0
338,0,5,8,2,10,9,1,0,6,2
339,3,10,8,8,4,0,9,10,9,10
340,4,2,8,1,10,1,0,10,2,7
341,9,4,10,4,7,7,3,7,8,6
342,0,4,6,2,7,8,8,7,10,6
343,6,9,8,0,0,0,0,0,4,0
344,8,3,8,7,1,2,8,4,5,4
345,2,8,3,5,6,0,9,8,5,5
346,8,10,6,6,1,8,5,5,8,1
347,1,8,4,9,9,2,6,0,6,0
348,7,6,7,10,2,3,10,5,6,8
349,5,10,6,3,6,5,8,5,10,4
350,10,1,0,10,3,5,0,5,2,5
351,4,6,3,1,9,7,5,5,9,6
352,1,6,6,4,6,7,5,3,1,10
353,5,10,7,3,8,0,3,0,8,4
354,3,2,7,8,4,10,8,2,3,7
355,7,5,1,4,4,3,10,1,1,4
356,3,9,10,10,3,3,5,1,9,10
357,3,5,3,8,4,0,10,1,0,7
358,5,8,2,7,10,5,1,3,5,5
359,2,9,1,5,10,5,10,2,4,10
360,5,3,5,1,1,4,9,3,9,8
361,3,4,6,5,5,6,0,5,0,7
362,10,7,5,9,10,3,4,1,10,9
363,5,4,10,10,2,10,9,8,10,6
364,7,6,2,7,9,3,0,8,9,8
365,9,8,4,10,8,2,5,8,0,0
366,10,1,7,3,8,8,2,1,7,4
367,1,2,7,9,5,5,3,3,6,10
368,10,2,0,2,6,10,3,8,1,5
369,5,8,4,5,7,3,0,4,7,8
370,4,0,0,9,2,4,10,2,9,1
371,5,8,0,3,7,2,4,8,6,3
372,1,0,5,5,5,5,10,1,3,5
373,10,8,4,4,0,6,0,8,9,0
374,9,9,0,6,5,1,6,6,9,1
375,1,6,3,6,0,4,7,7,6,10
376,8,2,5,3,5,9,3,7,9,10
377,10,6,5,4,1,2,3,3,1,5
378,7,6,9,2,10,5,1,10,0,4
379,10,8,2,7,5,4,9,8,4,2
380,9,3,3,7,5,2,4,6,3,1
381,8,3,4,6,3,6,4,2,2,8
382,3,6,10,4,8,5,2,2,4,2
383,0,4,1,8,0,2,3,2,5,4
384,9,2,5,4,10,7,6,2,6,6
385,3,7,6,1,6,8,5,7,3,8
386,0,8,3,7,1,4,6,0,4,3
387,10,0,9,1,0,10,10,8,7,7
388,3,1,10,3,6,9,2,6,2,7
389,1,9,7,9,7,10,5,1,4,7
390,4,9,10,2,3,7,5,7,4,7
391,2,0,2,2,4,0,5,4,9,7
392,3,4,7,1,1,9,8,4,7,7
393,7,4,2,9,9,1,7,4,7,0
394,8,10,7,6,8,3,6,1,5,1
395,4,3,0,10,9,6,7,5,7,4
396,8,8,4,7,5,5,8,4,10,4
397,0,6,1,2,6,4,5,3,2,7
398,6,1,8,2,7,7,5,0,8,3
399,5,0,1,6,5,9,9,3,2,1
400,2,4,3,9,10,1,3,5,0,3
401,0,9,3,8,3,2,7,8,7,4
402,7,3,5,7,8,9,4,6,5,0
403,10,2,2,10,6,6,4,9,3,0
404,9,7,4,3,5,7,7,2,6,6
405,6,6,0,0,10,1,3,5,1,10
406,0,5,10,9,3,3,0,10,1,0
407,5,8,6,7,2,0,9,9,5,6
408,3,5,4,6,0,8,5,6,4,4
409,9,10,10,10,5,0,7,6,7,1
410,8,7,6,2,3,2,5,9,0,1
411,4,8,3,8,5,3,9,4,2,6
412,5,5,5,1,7,4,6,5,4,6
413,1,8,6,3,3,1,2,5,3,6
414,5,10,5,6,5,0,2,1,9,4
415,0,3,1,8,4,1,6,1,1,2
416,6,2,7,1,6,4,4,3,6,5
417,9,2,5,10,8,1,2,6,8,10
418,8,8,10,8,1,3,0,8,3,2
419,9,6,9,4,7,6,0,4,0,3
420,7,1,3,5,8,4,7,10,6,0
421,9,8,8,1,3,7,8,8,5,8
422,4,8,5,5,0,1,5,9,2,7
423,9,4,10,3,6,1,0,2,7,2
424,3,3,1,0,10,7,10,7,3,6
425,10,3,3,4,1,1,4,5,6,8
426,8,9,8,5,10,9,9,5,6,4
427,4,5,2,2,1,4,5,9,9,2
428,8,4,9,8,8,0,4,1,9,4
429,3,4,0,4,5,4,7,10,4,9
430,2,2,5,7,2,10,6,1,0,5
431,1,9,0,0,6,3,7,5,5,8
432,1,10,8,2,8,10,6,10,5,4
433,3,1,10,9,6,9,3,2,6,10
434,9,1,7,4,10,8,8,3,0,9
435,2,8,2,10,6,4,2,0,10,5
436,9,6,10,0,6,3,7,0,2,10
437,3,4,4,3,2,2,10,0,5,10
438,7,1,7,8,1,7,10,7,10,2
439,0,7,8,8,3,7,9,10,10,7
440,6,10,1,5,2,7,0,4,10,7
441,1,10,7,7,10,0,5,8,1,6
442,5,1,4,1,1,6,4,2,10,4
443,0,8,10,1,7,9,6,6,10,10
444,10,2,10,9,4,1,3,6,1,0
445,4,8,8,8,8,8,0,4,10,9
446,10,5,7,2,2,1,0,4,8,1
447,8,8,2,5,4,0,5,2,3,1
448,1,4,7,1,10,1,8,8,8,8
449,6,10,10,3,0,2,6,7,4,4
450,9,7,8,0,7,6,5,4,7,6
451,7,5,2,5,8,0,4,7,3,8
452,0,1,9,7,8,0,1,8,10,5
453,4,7,6,4,10,1,1,1,2,3
454,7,9,0,1,1,8,1,8,4,4
455,6,9,9,8,4,2,4,2,6,9
456,6,6,10,6,10,6,4,7,5,6
457,10,3,2,5,10,2,3,1,3,4
458,7,1,3,8,5,1,4,4,10,7
459,2,0,9,5,10,9,7,5,4,0
460,10,5,6,3,9,10,3,9,9,8
461,2,2,9,7,9,4,0,2,7,0
462,1,9,7,4,9,7,2,2,3,6
463,4,6,6,4,4,6,6,4,6,5
464,9,10,8,4,2,7,3,4,3,7
465,3,10,6,7,3,4,7,1,0,5
466,0,10,9,9,3,1,2,9,0,0
467,4,7,9,6,6,1,4,6,3,0
468,9,0,2,7,6,5,5,9,8,2
469,2,8,4,4,9,6,8,4,8,10
470,0,2,1,3,6,1,9,0,7,0
471,0,6,7,2,3,9,7,0,8,9
472,5,0,1,3,7,7,4,7,0,9
473,2,0,3,1,8,2,3,9,7,10
474,0,3,3,6,1,2,10,5,1,7
475,8,2,3,1,7,6,6,3,4,2
476,3,7,0,10,8,9,9,0,1,3
477,6,4,10,6,3,5,6,5,6,9
478,6,10,9,6,2,1,4,7,10,9
479,0,7,7,8,0,1,7,3,1,5
480,3,6,3,7,8,7,7,6,4,7
481,5,4,1,1,8,5,4,6,7,1
482,0,1,1,0,10,7,10,6,4,10
483,5,10,6,9,5,6,10,6,6,1
484,6,7,4,1,2,9,5,0,7,0
485,8,4,5,9,9,2,6,6,0,7
486,6,3,6,2,2,10,0,6,6,5
487,1,4,8,3,4,3,6,3,8,9
488,6,5,3,5,5,3,3,7,1,10
489,6,1,3,8,8,5,0,0,9,4
490,7,1,6,6,3,10,3,1,3,10
491,5,10,8,4,3,0,10,10,10,9
492,8,6,10,7,9,8,9,7,9,6
493,2,0,8,10,8,1,6,1,6,10
494,4,0,9,4,8,9,5,0,2,9
495,0,8,0,3,1,3,7,6,9,0
496,0,10,6,1,8,5,5,8,6,10
497,10,7,9,1,2,3,9,0,5,9
498,7,1,0,3,7,10,10,4,10,6
499,5,9,0,6,0,10,7,1,1,4
500,0,8,9,7,8,8,7,6,8,9
501,4,1,4,3,2,6,7,9,6,4
502,5,8,1,6,5,4,9,2,3,1
503,6,10,7,0,7,7,2,10,8,10
504,0,10,5,5,0,8,8,3,8,5
505,6,3,10,1,4,8,9,6,6,6
506,3,8,9,2,7,3,6,7,10,2
507,9,4,8,7,4,10,9,9,2,2
508,3,2,1,6,7,6,1,0,6,4
509,1,9,9,7,3,4,9,6,4,6
510,7,9,2,10,6,10,6,1,7,9
511,3,3,2,2,8,0,6,5,5,4
512,7,0,1,7,4,0,6,5,8,7
513,3,7,9,6,8,3,4,0,1,6
514,2,7,8,5,7,8,7,5,8,6
515,2,4,5,3,10,3,1,4,8,1
516,6,4,4,1,9,10,3,6,4,1
517,9,9,5,4,10,5,5,4,4,2
518,9,5,5,2,7,6,5,1,5,1
519,4,0,8,10,8,3,4,4,1,8
520,10,2,9,0,6,0,0,6,8,5
521,8,9,0,0,10,0,7,8,0,4
522,5,5,7,0,4,7,1,6,3,7
523,6,3,2,10,10,8,5,10,9,4
524,10,7,0,3,5,1,3,7,4,0
525,10,5,7,10,8,10,1,1,0,9
526,1,7,4,10,6,9,9,4,0,6
527,0,6,1,8,7,0,8,10,0,0
528,2,10,2,5,1,6,7,4,7,5
529,10,7,3,8,8,4,8,0,5,4
530,1,6,2,0,3,5,6,10,8,5
531,2,8,6,6,1,7,2,7,5,6
532,6,0,9,0,1,9,7,2,10,10
533,8,7,4,9,6,0,1,10,1,1
534,8,0,2,2,0,6,10,8,5,0
535,9,4,7,8,8,5,5,0,7,5
536,3,6,4,1,10,7,1,10,8,7
537,7,5,10,9,8,8,6,10,10,8
538,0,0,8,3,9,0,3,0,4,2
539,9,2,4,10,1,0,8,6,10,9
540,8,0,7,3,7,1,6,5,4,4
541,7,3,9,1,5,6,1,8,4,0
542,0,8,2,10,10,7,6,10,8,2
543,7,9,0,7,6,4,0,6,5,8
544,10,9,7,9,10,6,2,1,7,4
545,9,5,6,9,4,1,7,7,1,6
546,3,6,2,8,6,5,7,0,7,5
547,2,1,9,4,5,6,4,8,4,8
548,7,0,0,2,9,4,8,0,5,8
549,0,6,4,8,8,1,5,9,0,0
550,7,6,10,4,2,3,8,5,9,9
551,9,4,9,5,9,8,4,10,4,8
552,10,3,8,2,0,0,9,3,5,2
553,2,4,1,4,6,3,5,4,1,9
554,1,2,10,6,10,9,1,4,7,10
555,0,7,3,9,6,0,3,1,4,0
556,10,5,4,1,4,2,6,7,2,0
557,1,5,6,7,1,7,0,5,9,4
558,9,1,8,2,4,7,10,9,5,7
559,9,2,2,0,3,2,10,5,8,7
560,7,1,2,4,5,2,3,2,0,0
561,10,0,2,4,4,6,7,8,10,3
562,2,0,1,5,1,0,3,6,3,5
563,4,9,4,3,10,4,2,7,9,10
564,0,5,8,0,0,1,7,8,5,1
565,9,3,5,8,7,2,2,4,8,0
566,2,7,5,8,1,9,1,3,5,4
567,7,2,8,5,10,1,4,7,5,1
568,3,4,5,7,0,9,4,6,3,5
569,3,9,7,0,3,3,8,1,4,3
570,9,10,4,1,6,5,5,2,8,7
571,7,3,4,2,4,1,8,4,2,10
572,9,10,8,10,0,6,8,8,2,4
573,3,2,7,8,6,8,4,7,1,10
574,0,9,2,7,4,3,8,3,6,4
575,9,5,4,6,9,3,4,5,10,4
576,10,6,9,9,9,7,6,1,10,10
577,0,10,5,0,2,4,3,9,0,0
578,7,8,1,1,7,9,7,10,5,2
579,5,4,7,7,1,1,3,1,1,9
580,1,4,2,4,3,4,8,10,4,6
581,3,6,9,9,3,6,3,7,3,4
582,0,4,7,10,7,3,8,5,5,9
583,4,0,3,10,10,5,7,5,3,7
584,6,0,7,8,3,8,7,10,7,3
585,7,8,6,6,1,5,9,1,4,6
586,2,7,2,1,5,5,5,6,3,8
587,10,5,8,9,2,2,10,10,5,8
588,4,9,10,3,4,3,5,9,8,8
589,8,8,4,1,2,6,1,7,3,10
590,7,0,8,7,7,9,7,3,0,6
591,0,8,8,6,1,10,9,3,6,0
592,6,0,2,5,10,2,5,10,1,9
593,9,5,0,7,6,1,1,10,5,9
594,5,8,3,1,8,4,3,10,2,0
595,9,2,0,8,3,9,6,10,3,3
596,2,1,2,6,4,10,4,5,10,10
597,9,10,1,0,7,9,9,0,0,1
598,2,1,2,9,10,0,6,4,7,5
599,2,2,10,8,6,3,6,6,5,2
600,3,2,10,2,1,3,7,10,2,9
601,1,6,4,8,1,0,7,6,2,9
602,3,9,10,5,8,5,5,6,8,2
603,1,6,8,1,1,6,1,0,6,5
604,3,10,10,1,9,4,0,6,10,6
605,10,8,6,9,4,3,6,8,7,0
606,4,6,3,10,5,9,2,5,0,5
607,8,3,7,5,0,7,5,10,4,2
608,5,5,3,1,3,5,1,2,4,10
609,7,6,9,4,0,4,7,2,7,8
610,7,4,5,3,5,4,7,4,6,7
611,10,7,9,2,1,0,2,7,0,3
612,5,5,2,9,0,2,3,7,2,0
613,1,4,1,9,9,2,10,10,7,2
614,3,5,7,3,5,2,1,6,6,0
615,2,10,10,1,9,10,2,8,6,2
616,6,6,8,2,4,2,5,7,7,10
617,10,9,4,9,9,4,10,10,0,1
618,0,10,6,4,6,6,6,3,9,1
619,7,4,8,8,6,5,10,8,3,1
620,5,9,9,3,7,4,4,8,7,5
621,10,3,2,4,7,5,0,5,2,3
622,10,0,10,2,2,9,0,10,10,10
623,10,4,0,3,0,5,4,1,0,4
624,5,9,8,9,4,6,6,8,9,8
625,9,6,6,6,6,7,4,7,1,8
626,3,0,3,9,4,3,7,9,5,4
627,5,1,10,3,7,7,7,0,9,1
628,2,9,3,10,6,0,9,0,8,1
629,2,6,9,5,6,10,8,0,7,5
630,0,3,2,3,1,0,4,1,4,10
631,8,3,7,3,2,3,5,0,10,4
632,1,1,0,7,6,7,8,0,5,2
633,5,10,7,1,10,5,0,2,8,8
