,0,1,2,3,4,5,6,7
147,7.0,2.0,,,9,2,,2
148,8.0,5.0,7.0,1.0,2,7,2.0,9
149,,,,,1,9,,8
150,,7.0,,,9,6,6.0,7
151,4.0,,6.0,,4,8,0.0,8
152,0.0,0.0,4.0,0.0,6,10,,1
153,5.0,,,5.0,7,8,9.0,6
154,0.0,,2.0,2.0,7,3,8.0,9
155,10.0,8.0,,,1,3,4.0,3
156,2.0,,,,10,5,2.0,5
157,,,,10.0,3,10,,0
158,,,2.0,,0,2,,7
159,,,9.0,3.0,6,9,,3
160,,,1.0,8.0,5,4,6.0,10
161,,,,,4,0,,6
162,6.0,,,,10,10,10.0,6
163,7.0,8.0,,5.0,8,10,10.0,7
164,,0.0,,9.0,4,6,9.0,9
165,,,,,0,7,2.0,8
166,,,,,6,7,,0
167,8.0,,6.0,2.0,10,4,7.0,0
168,4.0,7.0,,8.0,4,2,,6
169,7.0,,,10.0,6,6,3.0,7
170,,7.0,,0.0,2,3,,8
171,6.0,0.0,5.0,,3,0,1.0,0
172,5.0,7.0,,5.0,8,3,,3
173,0.0,,,10.0,4,1,8.0,10
174,,4.0,,,7,4,7.0,9
175,9.0,5.0,,4.0,3,0,,3
176,1.0,5.0,9.0,4.0,10,2,2.0,6
177,1.0,6.0,2.0,10.0,7,1,10.0,4
178,4.0,,,9.0,1,3,,10
179,,8.0,8.0,6.0,2,2,,1
180,,,1.0,,6,7,,7
181,6.0,,5.0,,8,0,,0
182,,5.0,5.0,5.0,1,8,,2
183,,5.0,,,3,8,,0
184,,3.0,8.0,7.0,3,7,5.0,10
185,6.0,3.0,,0.0,9,7,,9
186,6.0,,0.0,,8,9,7.0,2
187,9.0,,,7.0,2,9,,6
188,,,,5.0,5,8,,4
189,,,8.0,4.0,1,9,,3
190,,,8.0,1.0,9,5,,8
191,,3.0,1.0,,7,2,,7
192,9.0,7.0,10.0,,0,1,,8
193,5.0,,5.0,5.0,5,7,8.0,10
194,7.0,3.0,,,0,10,6.0,8
195,9.0,9.0,10.0,0.0,4,8,,10
196,,1.0,4.0,,4,6,7.0,5
197,9.0,8.0,,,4,1,,10
198,,,,,1,3,7.0,6
199,3.0,8.0,,,10,5,,2
200,,0.0,,,10,4,4.0,2
201,6.0,6.0,10.0,,6,9,7.0,10
202,,,8.0,5.0,4,4,2.0,6
203,,0.0,2.0,4.0,7,2,,1
204,,,1.0,8.0,6,5,,9
205,7.0,0.0,,4.0,8,3,,10
206,6.0,,,,10,4,,3
207,0.0,3.0,10.0,,9,7,,9
208,6.0,9.0,8.0,3.0,1,1,,1
209,,6.0,0.0,2.0,5,10,,8
210,,,,2.0,6,9,6.0,0
211,,3.0,10.0,,5,7,3.0,3
212,2.0,,2.0,8.0,2,4,4.0,9
213,,2.0,,,4,9,5.0,3
214,5.0,,3.0,6.0,2,3,,8
215,7.0,,9.0,1.0,6,7,,2
216,0.0,,,2.0,4,0,,2
217,5.0,8.0,,,5,6,4.0,0
218,,,3.0,9.0,4,0,7.0,6
219,,4.0,5.0,9.0,8,2,,2
220,6.0,,,,3,2,,4
221,,,5.0,2.0,1,5,5.0,4
222,,,,,7,3,7.0,8
223,2.0,2.0,,,2,7,2.0,8
224,10.0,,,,8,4,,1
225,2.0,7.0,5.0,3.0,8,0,0.0,2
226,,1.0,5.0,7.0,8,5,,9
227,,,,,9,10,9.0,6
228,,9.0,4.0,,8,3,5.0,5
229,4.0,,,,2,8,,8
230,8.0,,,,10,2,,9
231,,0.0,,7.0,10,2,,5
232,,0.0,,4.0,10,8,,3
233,5.0,5.0,,,0,6,1.0,6
234,,7.0,8.0,,5,10,10.0,0
235,3.0,6.0,,,4,3,3.0,3
236,,5.0,,,4,4,10.0,5
237,9.0,,3.0,1.0,1,10,,9
238,,3.0,1.0,6.0,0,9,,1
239,6.0,10.0,,,2,8,,1
240,,,,3.0,2,8,2.0,7
241,,,4.0,,6,8,,1
242,8.0,10.0,9.0,,4,2,,9
243,,0.0,,,2,6,,2
244,5.0,3.0,,10.0,9,2,,0
245,7.0,,,,9,2,7.0,6
246,5.0,3.0,1.0,8.0,0,1,10.0,9
247,1.0,,5.0,6.0,2,0,4.0,3
248,,,7.0,,0,7,10.0,6
249,10.0,6.0,10.0,2.0,8,8,,6
250,1.0,,4.0,,6,2,,6
251,,3.0,,,1,2,10.0,0
252,4.0,4.0,,,8,2,,2
253,6.0,7.0,,,4,1,8.0,1
254,,,8.0,,0,6,,1
255,,,,,4,8,2.0,3
256,9.0,,,,7,3,,5
257,7.0,7.0,0.0,,0,2,,10
258,2.0,,,,8,9,,3
259,,,,,4,9,,5
260,,7.0,,3.0,7,8,9.0,9
261,,,0.0,0.0,8,9,3.0,0
262,9.0,,,,7,8,,3
263,,,,,6,1,2.0,4
264,8.0,4.0,7.0,,10,8,2.0,1
265,1.0,8.0,,,8,10,,0
266,0.0,,10.0,,0,2,6.0,10
267,,1.0,10.0,,9,2,6.0,6
268,0.0,2.0,,,3,0,5.0,0
269,,,,2.0,3,7,,0
270,7.0,,9.0,,2,2,,5
271,4.0,,8.0,5.0,7,1,8.0,1
272,1.0,7.0,,10.0,0,10,2.0,7
273,,4.0,0.0,,9,4,7.0,3
274,,10.0,,7.0,0,6,3.0,3
275,,5.0,4.0,,3,10,,7
276,,8.0,,,9,3,7.0,3
277,7.0,3.0,,3.0,7,9,0.0,3
278,7.0,6.0,1.0,,9,1,4.0,1
279,9.0,2.0,1.0,,0,2,,2
280,0.0,,,10.0,3,10,1.0,9
281,,,,0.0,0,8,,3
282,,0.0,,6.0,1,9,,6
283,5.0,,,,4,2,10.0,0
284,4.0,,,,5,2,1.0,6
285,1.0,0.0,,10.0,7,10,8.0,9
286,,6.0,,,1,0,,0
287,8.0,,8.0,9.0,9,6,,6
288,,,3.0,,9,6,,9
289,8.0,,10.0,6.0,0,6,,4
290,1.0,4.0,2.0,,5,2,8.0,7
291,4.0,,,,10,5,1.0,8
292,,,,,7,10,,5
293,6.0,2.0,,,2,4,,1
294,,,,,9,1,,3
295,,,4.0,9.0,10,8,,5
296,2.0,8.0,6.0,9.0,9,4,1.0,4
297,,10.0,8.0,3.0,6,5,7.0,0
298,,,6.0,,10,3,10.0,8
299,3.0,5.0,1.0,9.0,10,2,,1
300,0.0,,,3.0,10,5,2.0,1
301,,,,9.0,0,9,,4
302,,10.0,,6.0,4,5,9.0,0
303,5.0,3.0,10.0,4.0,1,6,,2
304,,,4.0,1.0,7,3,,10
305,7.0,,,,9,1,8.0,5
306,4.0,,,,4,6,6.0,1
307,,,,0.0,9,10,10.0,9
308,,10.0,9.0,,4,0,,10
309,,,7.0,,1,7,8.0,4
310,,9.0,,,9,3,7.0,10
311,7.0,,5.0,4.0,0,9,,2
312,,2.0,,3.0,4,9,0.0,6
313,4.0,,1.0,10.0,7,8,6.0,5
314,,10.0,2.0,3.0,7,10,4.0,2
315,,3.0,,,2,1,,6
316,9.0,10.0,2.0,,5,3,,6
317,,,,,1,9,4.0,4
318,5.0,,1.0,8.0,9,8,5.0,4
319,,,,,7,6,3.0,1
320,,,,8.0,6,1,,9
321,,,5.0,5.0,5,9,5.0,5
322,,3.0,10.0,,10,1,,6
323,4.0,,,,9,0,6.0,4
324,5.0,,,,10,6,,9
325,,1.0,,,4,2,,2
326,,,3.0,9.0,5,7,3.0,1
327,8.0,,,,7,9,,9
328,4.0,,,0.0,9,6,10.0,2
329,2.0,,,1.0,6,5,,10
330,,7.0,0.0,10.0,0,8,1.0,1
331,1.0,2.0,,,6,8,4.0,8
332,,,7.0,,4,4,9.0,2
333,,,5.0,,5,7,,9
334,2.0,,,,9,5,,9
335,,,,,10,6,3.0,7
336,,,,,0,2,0.0,9
337,,,8.0,,6,5,,10
338,,,,8.0,9,3,,6
339,,4.0,1.0,,3,10,6.0,10
340,,,,,5,5,6.0,4
341,,,,8.0,1,2,,1
342,,8.0,3.0,7.0,5,3,8.0,2
343,,,2.0,4.0,10,8,,3
344,9.0,10.0,,9.0,10,10,0.0,3
345,,6.0,,8.0,4,2,,1
346,0.0,6.0,5.0,,5,1,9.0,9
347,,,10.0,,5,6,10.0,3
348,,,,2.0,1,1,0.0,7
349,,,,,7,10,2.0,7
350,9.0,10.0,3.0,5.0,5,5,6.0,4
351,7.0,,6.0,1.0,4,7,,9
352,8.0,8.0,2.0,7.0,7,6,5.0,0
353,10.0,,,7.0,3,4,,3
354,6.0,6.0,,8.0,9,10,,8
355,1.0,3.0,,9.0,1,3,4.0,8
356,,,1.0,,8,2,,9
357,4.0,9.0,3.0,,8,7,,5
358,4.0,,6.0,9.0,10,5,,1
359,,6.0,,,10,5,6.0,6
360,2.0,3.0,1.0,,4,8,,0
361,0.0,4.0,,,3,4,,1
362,5.0,,,,8,5,,2
363,3.0,,,0.0,9,8,6.0,8
364,,10.0,8.0,,0,9,,8
365,,,0.0,,5,1,3.0,0
366,8.0,10.0,5.0,,2,4,,2
367,3.0,6.0,,0.0,10,6,0.0,3
368,8.0,,7.0,5.0,2,2,1.0,3
369,,1.0,1.0,,1,0,6.0,4
370,,7.0,7.0,4.0,6,2,,5
371,3.0,8.0,0.0,9.0,2,2,2.0,2
372,3.0,,2.0,2.0,10,2,5.0,8
373,,,4.0,,8,1,,8
374,,,,4.0,5,4,3.0,10
375,,,3.0,6.0,6,7,2.0,2
376,,,,,3,2,7.0,4
377,9.0,,,,3,5,,4
378,1.0,1.0,8.0,8.0,3,1,2.0,10
379,9.0,7.0,,9.0,4,1,0.0,8
380,6.0,,6.0,2.0,5,7,,9
381,,6.0,,3.0,1,8,,1
382,,3.0,6.0,1.0,10,9,,6
383,,,5.0,,8,6,1.0,6
384,,3.0,,2.0,6,6,,3
385,2.0,5.0,7.0,1.0,6,10,,7
386,,,,9.0,8,4,,7
387,,6.0,,,10,9,5.0,6
388,0.0,,0.0,,8,4,1.0,7
389,10.0,2.0,4.0,,3,1,,5
390,,2.0,,3.0,6,5,4.0,3
391,6.0,,4.0,,4,6,8.0,9
392,8.0,4.0,,7.0,1,5,8.0,1
393,,7.0,8.0,4.0,2,8,1.0,5
394,,1.0,2.0,0.0,9,5,,6
395,,,,4.0,9,8,,3
396,,,,,1,10,10.0,10
397,8.0,,,7.0,0,0,8.0,9
398,8.0,,7.0,5.0,9,2,1.0,7
399,,10.0,,,7,6,7.0,4
400,,10.0,,3.0,5,1,,5
401,2.0,9.0,5.0,0.0,8,10,,1
402,,,,1.0,5,8,,8
403,4.0,8.0,4.0,9.0,5,7,6.0,8
404,,3.0,,0.0,1,2,3.0,6
405,0.0,1.0,6.0,,5,4,5.0,1
406,5.0,1.0,,,0,0,,9
407,5.0,6.0,8.0,,1,8,,3
408,,5.0,,,5,6,,0
409,,6.0,,5.0,7,1,5.0,4
410,3.0,,,8.0,2,0,,7
411,8.0,,7.0,,2,9,,9
412,8.0,0.0,,4.0,7,9,7.0,2
413,9.0,,8.0,,0,4,1.0,7
414,,7.0,,,3,7,,3
415,4.0,,,,9,9,1.0,9
416,6.0,8.0,6.0,1.0,10,1,,2
417,10.0,3.0,,,0,0,,2
418,,3.0,,,3,6,,1
419,6.0,,,7.0,6,3,5.0,2
420,,,,4.0,2,8,2.0,10
421,10.0,,,,10,5,,5
422,0.0,8.0,,,9,8,,5
423,10.0,1.0,,4.0,6,4,5.0,10
424,,7.0,,6.0,5,6,,5
425,2.0,,4.0,,4,1,2.0,8
426,,10.0,10.0,5.0,4,2,,1
427,6.0,7.0,,7.0,10,0,,5
428,,,,6.0,7,4,0.0,10
429,3.0,6.0,,3.0,6,4,10.0,5
430,,,,8.0,8,8,,10
431,7.0,1.0,,5.0,1,7,10.0,6
432,,,4.0,2.0,5,8,2.0,5
433,,,1.0,,6,3,,4
434,3.0,8.0,8.0,4.0,10,8,0.0,2
435,,,,0.0,0,2,,6
436,3.0,2.0,0.0,7.0,10,0,10.0,3
437,,,,0.0,3,9,4.0,3
438,,9.0,2.0,0.0,3,3,3.0,10
439,9.0,,9.0,1.0,5,3,,3
440,,,,,3,8,,3
441,,1.0,4.0,10.0,2,10,0.0,3
442,,2.0,,8.0,4,0,,3
443,0.0,,2.0,,0,7,,3
444,6.0,0.0,3.0,9.0,7,9,,2
445,,,10.0,5.0,0,6,5.0,8
446,1.0,,,6.0,10,10,1.0,1
447,,,5.0,,9,0,,10
448,0.0,,7.0,5.0,3,10,,0
449,,,2.0,,10,2,,0
450,,0.0,9.0,,2,2,,4
451,5.0,7.0,,,2,7,0.0,2
452,,6.0,5.0,,10,10,,2
453,10.0,,8.0,3.0,5,1,3.0,4
454,0.0,3.0,7.0,,4,2,9.0,7
455,,,7.0,,6,0,9.0,0
456,4.0,,,7.0,4,2,,2
457,4.0,2.0,,9.0,2,3,9.0,4
458,,4.0,,,5,7,,8
459,3.0,,10.0,1.0,10,5,3.0,4
460,9.0,5.0,9.0,10.0,9,1,0.0,1
461,,6.0,7.0,,2,1,,9
462,,8.0,,5.0,1,2,,1
463,,,0.0,,4,0,,7
464,,7.0,5.0,2.0,8,9,,3
465,,8.0,5.0,,4,7,,9
466,,,,,8,4,,0
467,5.0,1.0,,10.0,6,4,6.0,1
468,5.0,1.0,7.0,2.0,8,1,10.0,2
469,9.0,6.0,2.0,,7,4,,0
470,9.0,9.0,,10.0,2,8,,7
471,,,,5.0,9,2,9.0,1
472,,,6.0,,1,6,,8
473,,,,,6,8,,9
474,,7.0,9.0,,0,6,2.0,3
475,,4.0,,,6,8,7.0,10
476,,,6.0,0.0,4,3,,6
477,,,,,10,7,10.0,1
478,,,,6.0,6,7,1.0,9
479,1.0,,,,3,5,,6
480,4.0,5.0,2.0,,0,1,,1
481,2.0,,,6.0,3,1,,9
482,,,9.0,9.0,5,7,8.0,4
483,,,,,5,0,,6
484,,10.0,3.0,3.0,1,9,5.0,8
485,,,4.0,,3,0,,6
486,,,10.0,0.0,9,6,4.0,9
487,8.0,0.0,7.0,5.0,0,7,8.0,6
488,3.0,,,,9,10,,10
489,,,,2.0,7,7,8.0,10
490,9.0,,9.0,,0,2,6.0,2
491,,,,7.0,3,9,,7
492,4.0,,1.0,6.0,3,1,0.0,0
493,,2.0,0.0,,9,2,3.0,5
494,,,,,2,6,,7
495,,0.0,9.0,,7,0,6.0,10
496,,6.0,6.0,,10,0,,8
497,8.0,,1.0,4.0,3,1,,9
498,,0.0,,0.0,8,3,9.0,3
499,,,6.0,,7,10,,6
500,,6.0,,,5,3,,4
501,,10.0,10.0,0.0,7,8,6.0,6
502,9.0,,7.0,3.0,1,3,5.0,2
503,7.0,,9.0,1.0,9,9,2.0,7
504,,,,,5,4,,0
505,,1.0,8.0,8.0,2,10,8.0,3
506,,,,,1,2,4.0,1
507,,,,,1,2,,7
508,,,,,2,1,,7
509,,5.0,,5.0,10,0,,2
510,6.0,5.0,2.0,,8,9,,5
511,,8.0,7.0,3.0,8,7,,8
512,10.0,,7.0,2.0,1,9,9.0,0
513,,,1.0,,6,10,,7
514,1.0,,,,3,9,0.0,4
515,4.0,,,8.0,1,5,7.0,3
516,0.0,,,9.0,0,10,9.0,2
517,,4.0,,7.0,5,0,,5
518,6.0,6.0,,4.0,1,10,1.0,3
519,7.0,10.0,4.0,,4,4,,5
520,,,,6.0,8,4,6.0,2
521,,9.0,1.0,,3,8,,9
522,2.0,,,,4,2,1.0,5
523,3.0,7.0,,9.0,6,2,,10
524,,9.0,1.0,,4,0,0.0,10
525,,,4.0,1.0,8,4,,2
526,6.0,7.0,,7.0,9,3,,4
527,5.0,,,,1,3,,4
528,9.0,8.0,,,9,6,,2
529,,7.0,,5.0,3,7,,2
530,,,,10.0,5,10,,9
531,7.0,9.0,,,9,5,,0
532,,,2.0,,7,6,,1
533,10.0,,,,10,1,10.0,10
534,6.0,,0.0,,7,3,,7
535,7.0,,10.0,,7,8,7.0,7
536,3.0,,,4.0,5,3,,5
537,,,10.0,9.0,0,6,1.0,1
538,4.0,3.0,8.0,6.0,4,6,8.0,9
539,,,7.0,,8,4,,10
540,,,,3.0,1,1,,1
541,,4.0,,,8,3,,1
542,,,3.0,,8,1,6.0,5
543,,6.0,4.0,2.0,3,4,,5
544,,,7.0,8.0,7,9,,6
545,3.0,,,8.0,3,6,,3
546,9.0,,,0.0,6,5,,3
547,5.0,10.0,,,8,1,5.0,0
548,5.0,1.0,8.0,,6,2,,2
549,10.0,,,,0,5,,10
550,,7.0,,,1,2,0.0,4
551,,,6.0,4.0,3,0,,2
552,0.0,3.0,5.0,4.0,9,6,,4
553,,7.0,,,5,4,8.0,2
554,,1.0,7.0,3.0,9,1,,2
555,,,,,7,10,,4
556,5.0,10.0,,,8,6,10.0,3
557,,3.0,,0.0,7,9,8.0,7
558,6.0,3.0,3.0,7.0,3,9,,9
559,8.0,1.0,9.0,,9,8,,3
560,8.0,5.0,,1.0,9,6,,9
561,,,,6.0,4,0,8.0,9
562,9.0,,2.0,,7,10,,8
563,7.0,8.0,5.0,,3,9,,4
564,,1.0,,10.0,0,0,8.0,5
565,,,6.0,,8,10,0.0,8
566,10.0,,7.0,7.0,2,2,,1
567,5.0,3.0,5.0,,2,0,,3
568,,4.0,10.0,,2,8,,8
569,5.0,,8.0,9.0,10,5,9.0,1
570,,1.0,,9.0,3,2,4.0,7
571,,9.0,9.0,9.0,4,3,,9
572,2.0,,5.0,10.0,0,5,,1
573,0.0,,,,2,9,,10
574,4.0,3.0,,,0,10,4.0,6
575,,3.0,,,3,2,5.0,9
576,4.0,,7.0,5.0,5,5,10.0,4
577,,8.0,9.0,,4,10,,10
578,,0.0,,,5,0,9.0,6
579,,1.0,10.0,,7,2,,7
580,,8.0,3.0,9.0,4,4,1.0,2
581,1.0,,9.0,,6,7,9.0,2
582,,,4.0,,10,10,9.0,6
583,,,,2.0,4,0,,1
584,8.0,,5.0,7.0,2,1,10.0,9
585,,,,2.0,5,9,2.0,1
586,8.0,,10.0,4.0,4,4,10.0,8
587,8.0,2.0,,,6,8,2.0,3
588,9.0,,4.0,7.0,10,9,,1
589,1.0,,7.0,,8,1,,4
590,4.0,6.0,2.0,4.0,6,5,,6
591,,8.0,,,10,9,,8
592,,6.0,6.0,,5,8,,0
593,,,,0.0,7,0,8.0,7
594,8.0,4.0,,8.0,9,4,,5
595,,4.0,2.0,,6,4,,0
596,10.0,6.0,,,9,2,,6
597,9.0,,5.0,,8,8,6.0,9
598,,6.0,10.0,3.0,6,4,,9
599,,,,6.0,1,6,9.0,5
600,,10.0,9.0,,6,7,10.0,8
601,,7.0,5.0,,3,2,,9
602,9.0,,10.0,9.0,0,9,7.0,4
603,6.0,,,3.0,2,0,8.0,4
604,6.0,2.0,10.0,,0,6,,9
605,,,,,2,6,7.0,0
606,1.0,4.0,8.0,,4,1,,6
607,,,4.0,,9,8,2.0,0
608,,,9.0,9.0,8,3,,0
609,9.0,10.0,,,7,8,0.0,10
610,7.0,,1.0,,2,10,7.0,0
611,,,,,9,3,,3
612,,4.0,0.0,,2,1,0.0,7
613,,,,5.0,5,1,1.0,9
614,,,3.0,0.0,4,3,,2
615,,,10.0,10.0,2,6,3.0,2
616,,3.0,9.0,,6,4,,10
617,4.0,8.0,7.0,9.0,8,9,0.0,6
618,2.0,,2.0,7.0,1,6,,9
619,,8.0,4.0,,10,0,,9
620,2.0,5.0,,,4,9,10.0,9
621,4.0,,,6.0,7,4,,0
622,,3.0,1.0,,7,7,,4
623,5.0,,,,9,2,5.0,8
624,,8.0,,,3,0,,4
625,,10.0,,,10,1,,4
626,,,8.0,7.0,10,3,9.0,3
627,6.0,,10.0,,9,5,2.0,3
628,,3.0,2.0,7.0,7,10,0.0,0
629,,1.0,,,6,3,,8
630,10.0,,7.0,3.0,8,4,3.0,2
631,10.0,,,,10,1,,1
632,6.0,3.0,9.0,,9,7,3.0,3
633,8.0,6.0,,,2,3,2.0,0
634,10.0,10.0,6.0,3.0,1,9,,10
635,,,,,4,6,6.0,5
636,,,1.0,,9,5,8.0,3
637,4.0,,,,10,6,,6
638,,4.0,2.0,7.0,3,5,,7
639,4.0,,5.0,,0,3,9.0,6
640,,,8.0,,10,0,,0
641,,,6.0,1.0,3,0,4.0,9
642,,1.0,8.0,,2,6,10.0,10
643,6.0,3.0,1.0,,3,6,5.0,5
644,,9.0,0.0,10.0,9,6,,2
645,,8.0,,5.0,4,1,4.0,2
646,2.0,,1.0,0.0,10,9,,5
647,,9.0,,,9,2,,4
648,,10.0,1.0,7.0,8,1,1.0,5
649,2.0,,1.0,,10,8,,9
650,,,,,8,5,,3
651,,2.0,3.0,0.0,6,7,,4
652,,1.0,8.0,7.0,2,4,,8
653,6.0,,2.0,,5,4,1.0,10
654,,10.0,0.0,,10,10,8.0,0
655,8.0,5.0,3.0,1.0,4,0,1.0,7
656,,,4.0,,4,10,,5
657,2.0,,,,4,5,,2
658,,,,,2,0,8.0,7
659,6.0,9.0,,3.0,9,2,9.0,8
660,,7.0,0.0,4.0,10,6,0.0,0
661,2.0,,,,2,3,,2
662,7.0,,,,1,8,8.0,4
663,,,10.0,,8,3,2.0,6
664,,9.0,6.0,0.0,3,1,5.0,1
665,,2.0,6.0,2.0,0,0,0.0,6
666,7.0,5.0,4.0,3.0,6,1,10.0,3
667,4.0,,,5.0,0,9,4.0,6
668,0.0,6.0,8.0,2.0,2,10,10.0,10
669,,,,,7,4,,10
670,,,,4.0,7,1,,4
671,,6.0,7.0,,2,4,0.0,7
672,,,6.0,1.0,6,1,2.0,5
673,2.0,6.0,6.0,3.0,10,6,,6
674,,,,,7,8,,2
675,2.0,4.0,6.0,,8,3,9.0,5
676,10.0,2.0,,0.0,3,10,9.0,2
677,9.0,10.0,1.0,,6,9,,8
678,,6.0,,,8,1,5.0,9
679,8.0,,,,0,7,5.0,1
680,4.0,4.0,,7.0,5,4,5.0,4
681,,,8.0,6.0,6,8,6.0,6
682,,,,,6,6,,6
683,,,0.0,0.0,9,2,,5
684,,10.0,2.0,,4,5,,0
