,0,1,2,3,4,5,6,7,8
72,,,,7.0,6,,10.0,8,8
73,,,,,0,,4.0,0,9
74,,,,6.0,6,2.0,4.0,4,7
75,0.0,,8.0,2.0,5,0.0,2.0,3,3
76,,3.0,6.0,,3,10.0,,10,10
77,6.0,4.0,10.0,3.0,6,9.0,7.0,9,0
78,,8.0,10.0,10.0,8,,,0,9
79,,2.0,6.0,9.0,3,2.0,8.0,5,10
80,,4.0,1.0,,2,,,3,10
81,,3.0,5.0,9.0,0,1.0,,5,5
82,9.0,,9.0,,9,,10.0,2,1
83,,7.0,,,5,2.0,1.0,3,0
84,,,,2.0,1,10.0,5.0,6,1
85,7.0,,,,8,3.0,,9,3
86,,10.0,,,6,,7.0,1,6
87,7.0,7.0,,,6,4.0,7.0,3,9
88,,8.0,1.0,,6,,9.0,9,9
89,1.0,10.0,,,3,,1.0,4,9
90,,,,,9,7.0,,3,5
91,6.0,1.0,,,4,3.0,,1,8
92,,,,1.0,6,2.0,,6,10
93,,0.0,7.0,0.0,9,0.0,,6,8
94,7.0,1.0,9.0,,9,,2.0,4,4
95,,5.0,6.0,3.0,10,0.0,,7,5
96,,,,4.0,2,3.0,4.0,0,5
97,,,4.0,,3,,,10,10
98,0.0,6.0,8.0,9.0,3,,,9,2
99,,,4.0,,8,0.0,1.0,10,7
100,6.0,,,,1,0.0,3.0,6,0
101,,5.0,,,10,10.0,,4,6
102,7.0,2.0,,,7,,10.0,1,4
103,,9.0,,,8,9.0,,8,6
104,4.0,,8.0,8.0,5,,4.0,4,8
105,,,7.0,,2,6.0,,1,9
106,,,,,9,,,2,2
107,,,1.0,3.0,9,3.0,,1,4
108,,,,5.0,0,,,9,6
109,9.0,,,9.0,0,5.0,,8,7
110,10.0,9.0,,8.0,9,3.0,,7,9
111,9.0,1.0,,,8,5.0,3.0,9,2
112,1.0,5.0,,,2,,,2,4
113,,,9.0,,8,9.0,2.0,5,10
114,,,,7.0,8,9.0,0.0,3,7
115,6.0,,,,2,1.0,7.0,8,6
116,9.0,4.0,3.0,,2,,7.0,8,2
117,,3.0,,9.0,3,6.0,,6,9
118,,9.0,,,0,8.0,8.0,6,0
119,,0.0,,,10,,8.0,7,8
120,,,,6.0,6,4.0,9.0,5,4
121,,3.0,,9.0,10,,10.0,9,7
122,5.0,4.0,7.0,3.0,3,,8.0,8,9
123,3.0,,4.0,9.0,2,7.0,10.0,10,6
124,6.0,7.0,,3.0,5,8.0,8.0,9,2
125,5.0,,4.0,,0,10.0,6.0,8,10
126,,9.0,,1.0,0,1.0,5.0,10,4
127,,,,0.0,3,,,1,6
128,,4.0,,0.0,3,0.0,5.0,1,3
129,6.0,9.0,,9.0,10,10.0,10.0,10,2
130,,,,9.0,6,,7.0,10,1
131,,8.0,6.0,5.0,10,,,3,10
132,,0.0,7.0,,5,10.0,,8,0
133,1.0,,9.0,0.0,7,,3.0,3,4
134,7.0,0.0,,8.0,10,10.0,1.0,0,5
135,8.0,,10.0,4.0,5,,,2,0
136,,,,5.0,0,,,1,3
137,,9.0,2.0,2.0,6,6.0,10.0,10,9
138,,,1.0,,8,10.0,1.0,9,6
139,,,8.0,8.0,3,,,2,10
140,4.0,2.0,,,0,,8.0,5,6
141,,,10.0,7.0,7,,3.0,2,10
142,,2.0,,,0,,9.0,0,5
143,0.0,10.0,,9.0,5,,,9,0
144,,,2.0,9.0,2,0.0,,10,5
145,8.0,1.0,,,8,6.0,,10,3
146,1.0,9.0,5.0,,6,5.0,8.0,0,0
147,3.0,,,3.0,9,,1.0,9,10
148,1.0,6.0,2.0,1.0,10,,0.0,7,5
149,5.0,,,,6,,,0,0
150,4.0,3.0,2.0,6.0,8,,3.0,7,7
151,1.0,8.0,6.0,1.0,9,,3.0,3,5
152,,,9.0,3.0,7,4.0,9.0,8,7
153,1.0,,,1.0,8,10.0,,5,1
154,,5.0,,7.0,2,,1.0,6,9
155,,,1.0,6.0,4,1.0,,9,10
156,,,2.0,10.0,2,,10.0,8,0
157,,5.0,,,6,10.0,,6,5
158,,3.0,,4.0,4,1.0,,8,9
159,,2.0,,,7,4.0,5.0,4,9
160,,,,10.0,5,,,10,9
161,2.0,,,,6,7.0,3.0,3,10
162,,,,5.0,10,5.0,4.0,7,10
163,4.0,,6.0,,10,4.0,2.0,0,1
164,4.0,10.0,,10.0,9,7.0,,4,3
165,0.0,2.0,,,2,,,5,4
166,,5.0,,2.0,4,6.0,5.0,3,7
167,3.0,9.0,,7.0,3,4.0,,8,3
168,6.0,,,5.0,0,0.0,9.0,4,1
169,1.0,9.0,,8.0,7,2.0,,7,8
170,,3.0,7.0,,9,0.0,1.0,2,10
171,2.0,,9.0,4.0,5,4.0,,7,6
172,,,,8.0,9,6.0,8.0,9,2
173,9.0,,1.0,,1,1.0,,4,3
174,,,,2.0,8,,9.0,1,0
175,,10.0,,,1,,,3,4
176,,,1.0,,9,,,5,3
177,,,,,1,,10.0,9,3
178,,9.0,,9.0,7,0.0,9.0,4,7
179,5.0,3.0,2.0,,5,7.0,,6,8
180,7.0,,3.0,4.0,10,9.0,,3,0
181,3.0,,,,3,,5.0,10,9
182,,,8.0,,3,7.0,,8,7
183,,,0.0,,9,3.0,,4,9
184,,2.0,0.0,,10,9.0,,7,2
185,3.0,2.0,7.0,,6,,,9,6
186,8.0,,,,3,,,3,1
187,3.0,,2.0,,3,6.0,,8,5
188,9.0,,5.0,10.0,6,5.0,,8,8
189,,,5.0,8.0,5,,,10,8
190,3.0,4.0,8.0,,6,6.0,9.0,1,2
191,0.0,3.0,,,5,,,5,10
192,8.0,,10.0,8.0,3,8.0,,1,1
193,2.0,0.0,2.0,2.0,10,6.0,,2,7
194,3.0,,,,8,10.0,2.0,3,4
195,,,,2.0,7,,,8,2
196,,,,0.0,4,,10.0,10,5
197,,4.0,,2.0,1,,,7,5
198,8.0,,,,6,0.0,,2,3
199,,,4.0,,10,9.0,,0,9
200,6.0,,0.0,,10,,5.0,4,6
201,,,10.0,,2,1.0,9.0,5,5
202,,,,8.0,1,,,1,10
203,1.0,,8.0,9.0,9,2.0,7.0,0,2
204,4.0,4.0,,10.0,4,,6.0,3,3
205,5.0,9.0,6.0,3.0,10,,9.0,0,9
206,0.0,1.0,2.0,9.0,7,,1.0,10,6
207,3.0,,,6.0,2,,,6,8
208,6.0,0.0,,10.0,10,5.0,,7,3
209,,2.0,2.0,10.0,1,,5.0,1,7
210,3.0,,,3.0,9,,0.0,4,1
211,10.0,,0.0,,10,,,0,6
212,2.0,10.0,2.0,,2,,,10,0
213,,,8.0,6.0,7,1.0,3.0,7,3
214,,4.0,,,9,,4.0,3,7
215,,,,,10,4.0,,3,0
216,6.0,6.0,,8.0,2,3.0,5.0,6,1
217,,,3.0,5.0,2,,,1,3
218,,,4.0,2.0,4,10.0,,1,0
219,,,,4.0,2,,7.0,0,10
220,4.0,0.0,5.0,10.0,0,,6.0,0,3
221,,,4.0,,5,,6.0,5,2
222,,10.0,3.0,2.0,9,,,9,2
223,8.0,6.0,3.0,3.0,6,1.0,10.0,4,4
224,,,2.0,2.0,3,,8.0,9,7
225,9.0,5.0,6.0,,4,,0.0,5,4
226,9.0,8.0,,,2,,0.0,9,3
227,0.0,,5.0,10.0,5,1.0,,7,7
228,6.0,4.0,4.0,4.0,9,,,6,7
229,,3.0,3.0,,5,3.0,,7,9
230,,,,6.0,3,7.0,,5,9
231,,,9.0,1.0,8,,8.0,9,6
232,1.0,,8.0,,0,4.0,,1,8
233,,9.0,,7.0,9,,,9,3
234,,9.0,6.0,9.0,8,,0.0,3,7
235,2.0,4.0,,,1,,,5,3
236,10.0,,9.0,,5,4.0,9.0,9,4
237,2.0,9.0,,5.0,6,,,8,2
238,,,,,7,,3.0,0,0
239,10.0,,,,10,7.0,0.0,9,7
240,0.0,,5.0,10.0,3,10.0,7.0,3,1
241,,2.0,,0.0,7,,10.0,8,8
242,0.0,4.0,,,10,,10.0,8,6
243,2.0,9.0,5.0,6.0,1,8.0,1.0,7,8
244,2.0,6.0,,,8,7.0,,10,2
245,9.0,,6.0,3.0,0,,,3,1
246,8.0,,3.0,,2,,,10,0
247,5.0,3.0,,9.0,9,4.0,1.0,9,3
248,,,1.0,,5,4.0,6.0,3,8
249,,8.0,2.0,,5,,1.0,0,2
250,9.0,5.0,5.0,,0,,,4,7
251,,5.0,,8.0,6,0.0,,2,9
252,6.0,1.0,2.0,7.0,5,10.0,,10,7
253,,7.0,5.0,,2,4.0,,1,8
254,,,,,10,,,5,7
255,4.0,6.0,3.0,,5,,1.0,5,2
256,1.0,,,,4,2.0,,10,0
257,,,10.0,,3,,,6,6
258,9.0,,,,3,3.0,1.0,5,1
259,,,,,6,,8.0,9,7
260,,,,9.0,3,,,7,6
261,3.0,,,,2,5.0,,6,4
262,9.0,,8.0,10.0,5,7.0,,3,3
263,,1.0,4.0,8.0,10,9.0,4.0,8,10
264,0.0,9.0,7.0,,2,,7.0,9,10
265,,,9.0,,8,2.0,0.0,8,7
266,8.0,,8.0,0.0,4,5.0,,8,7
267,,3.0,6.0,,9,,2.0,3,5
268,,9.0,,1.0,9,7.0,2.0,8,7
269,,4.0,,6.0,8,,2.0,7,6
270,0.0,,8.0,,2,6.0,4.0,1,3
271,3.0,4.0,10.0,,1,0.0,2.0,3,9
272,,,,,7,1.0,,6,7
273,1.0,0.0,10.0,,3,,,7,4
274,4.0,3.0,,6.0,3,2.0,5.0,9,2
275,,,9.0,2.0,9,,7.0,8,2
276,4.0,10.0,,10.0,7,,10.0,7,6
277,,,,,0,4.0,5.0,7,4
278,,,,1.0,10,,7.0,10,4
279,3.0,10.0,7.0,,10,,,0,1
280,,4.0,3.0,,10,2.0,,8,4
281,2.0,1.0,7.0,10.0,1,8.0,3.0,0,7
282,8.0,,1.0,,3,,,1,5
283,8.0,,3.0,4.0,3,7.0,,2,10
284,,3.0,,,0,,,10,7
285,7.0,,2.0,,10,3.0,9.0,9,9
286,10.0,8.0,,9.0,2,,10.0,10,3
287,,3.0,,,10,,6.0,10,1
288,0.0,2.0,5.0,5.0,7,7.0,0.0,8,5
289,10.0,0.0,,8.0,10,,,0,4
290,,,,5.0,5,2.0,,6,4
291,10.0,0.0,7.0,,1,2.0,,10,1
292,,5.0,,5.0,2,,,5,3
293,,,4.0,,5,8.0,7.0,2,10
294,6.0,,5.0,,0,8.0,,8,7
295,,9.0,10.0,8.0,0,,4.0,2,9
296,0.0,,,,4,,2.0,7,3
297,4.0,3.0,6.0,,6,,,9,6
298,,10.0,4.0,8.0,6,8.0,1.0,7,7
299,,7.0,,9.0,5,3.0,,6,2
300,,6.0,,10.0,2,,3.0,7,9
301,,,,0.0,3,1.0,8.0,6,10
302,,9.0,1.0,,7,10.0,,0,7
303,9.0,6.0,,,8,,,0,10
304,,,,,9,,2.0,8,2
305,,9.0,6.0,6.0,9,,,0,9
306,,9.0,,,0,,,3,7
307,,,,,10,4.0,,8,4
308,1.0,8.0,3.0,,6,7.0,,7,3
309,,3.0,10.0,6.0,7,7.0,4.0,9,5
310,1.0,,3.0,,3,1.0,,3,3
311,,,8.0,,1,,,10,10
312,,,,,4,,6.0,9,1
313,1.0,,1.0,,3,,4.0,8,9
314,,,5.0,0.0,2,,,10,10
315,,3.0,,8.0,0,6.0,,3,5
316,6.0,1.0,9.0,,8,9.0,,4,10
317,9.0,,,,1,,,9,6
318,,,4.0,6.0,8,8.0,4.0,10,10
319,,2.0,3.0,9.0,3,7.0,2.0,6,10
320,,,0.0,,0,,4.0,2,0
321,8.0,,,,4,7.0,0.0,6,10
322,,,1.0,,6,,8.0,4,5
323,,,8.0,,3,7.0,5.0,4,7
324,5.0,9.0,9.0,1.0,10,5.0,3.0,7,5
325,,,4.0,,7,,4.0,2,7
326,7.0,,,0.0,1,7.0,9.0,9,10
327,,,,,10,,,1,9
328,1.0,,,3.0,6,,,10,9
329,4.0,7.0,,2.0,3,6.0,10.0,1,3
330,6.0,1.0,,2.0,7,5.0,,7,7
331,,,8.0,,8,3.0,,3,10
332,,,8.0,1.0,8,3.0,8.0,10,2
333,9.0,8.0,,,0,,,7,7
334,8.0,,,,4,5.0,1.0,2,7
335,,10.0,1.0,5.0,0,6.0,9.0,2,6
336,0.0,10.0,,,7,5.0,,7,0
337,2.0,6.0,8.0,,3,,,7,10
338,3.0,,,,5,10.0,,7,6
339,,,,10.0,7,,10.0,10,1
340,2.0,3.0,,,4,2.0,,2,6
341,7.0,,,,6,4.0,5.0,9,6
342,,,,1.0,5,,9.0,9,2
343,9.0,8.0,9.0,9.0,0,,,5,3
344,,5.0,5.0,,8,,,4,10
345,3.0,,3.0,8.0,8,,,0,1
346,,3.0,,5.0,1,1.0,0.0,0,4
347,,,,2.0,4,5.0,5.0,10,4
348,9.0,,8.0,,5,10.0,,2,9
349,,,7.0,,7,,1.0,1,1
350,8.0,9.0,1.0,,6,7.0,7.0,2,8
351,3.0,5.0,,,3,8.0,9.0,5,9
352,,,,,10,,,0,7
353,4.0,,,,8,,8.0,0,9
354,0.0,6.0,,,1,,,3,7
355,9.0,4.0,,0.0,8,10.0,,10,0
356,6.0,,6.0,,9,9.0,1.0,9,8
357,2.0,,10.0,5.0,0,6.0,4.0,1,3
358,,4.0,4.0,,0,,8.0,2,7
359,,4.0,,8.0,0,7.0,,5,4
360,7.0,,0.0,10.0,0,4.0,10.0,2,5
361,10.0,,3.0,7.0,9,6.0,6.0,9,6
362,,6.0,,,6,5.0,3.0,5,9
363,,,9.0,,0,,,5,8
364,,,,,4,1.0,,8,2
365,0.0,,,3.0,7,5.0,,4,9
366,2.0,,,,0,,,5,5
367,,3.0,,,1,,,0,5
368,3.0,1.0,5.0,3.0,6,7.0,10.0,0,3
369,,,,8.0,5,9.0,,9,2
370,,10.0,,1.0,6,,6.0,8,3
371,3.0,10.0,9.0,,9,6.0,,7,0
372,,9.0,,,2,7.0,2.0,10,6
373,,5.0,1.0,,7,,,1,5
374,1.0,,,8.0,0,1.0,9.0,6,3
375,,,,,3,,,3,0
376,,2.0,0.0,0.0,8,,,4,2
377,,0.0,,,6,,4.0,10,8
378,,0.0,10.0,,2,2.0,8.0,0,0
379,3.0,0.0,0.0,8.0,5,1.0,5.0,6,6
380,4.0,10.0,,7.0,2,,,8,5
381,,,,5.0,10,1.0,2.0,7,2
382,,,4.0,7.0,2,,,2,5
383,10.0,,,2.0,10,0.0,3.0,6,8
384,,,,2.0,3,0.0,,7,7
385,1.0,3.0,,,9,7.0,2.0,5,8
386,0.0,,6.0,,10,,,7,6
387,,,0.0,7.0,1,4.0,2.0,7,4
388,10.0,,,,8,6.0,2.0,5,5
389,0.0,,,9.0,9,,,8,8
390,7.0,,7.0,1.0,6,,,7,1
391,7.0,,,,5,,9.0,5,0
392,1.0,,3.0,,9,5.0,,2,9
393,,9.0,0.0,3.0,3,,6.0,1,10
394,,,,,6,,,7,1
395,3.0,,,,6,,8.0,6,7
396,3.0,4.0,1.0,0.0,0,8.0,,4,10
397,0.0,5.0,1.0,5.0,9,,,9,5
398,7.0,,5.0,1.0,0,7.0,9.0,0,4
399,9.0,,,8.0,3,8.0,,7,3
400,6.0,,9.0,8.0,5,10.0,,3,5
401,6.0,,,6.0,10,,1.0,5,10
402,,,7.0,6.0,10,,,0,0
403,,3.0,,,5,2.0,6.0,5,10
404,1.0,,,,2,8.0,9.0,10,10
405,,5.0,,,9,,,7,10
406,3.0,5.0,,,9,,5.0,2,9
407,,,0.0,,7,,,6,5
408,2.0,5.0,6.0,,4,4.0,4.0,5,7
409,10.0,,7.0,7.0,0,3.0,,5,5
410,0.0,,,2.0,0,,5.0,6,7
411,7.0,4.0,,6.0,4,,,4,0
412,,,,3.0,0,9.0,,1,10
413,,,,8.0,3,,,10,10
414,,,,9.0,2,,,7,7
415,2.0,,,,10,,5.0,7,1
416,,,,,3,,8.0,1,8
417,10.0,2.0,,,4,8.0,,9,8
418,,,,2.0,5,,,5,10
419,,5.0,,0.0,7,,1.0,7,8
420,9.0,,,10.0,4,6.0,2.0,3,9
421,5.0,3.0,,7.0,4,6.0,9.0,1,0
422,3.0,,,9.0,0,3.0,6.0,10,2
423,,,9.0,,10,9.0,,9,3
424,7.0,,1.0,,1,9.0,,10,9
425,5.0,10.0,8.0,10.0,10,,8.0,1,0
426,5.0,,6.0,6.0,6,1.0,7.0,0,10
427,0.0,,,0.0,9,4.0,,10,9
428,,1.0,5.0,,7,,,8,6
429,,,,,4,,6.0,3,5
430,,,8.0,,5,1.0,0.0,8,9
431,,,10.0,,3,,1.0,5,10
432,0.0,1.0,3.0,,4,,0.0,3,6
433,4.0,,,4.0,4,2.0,8.0,5,6
434,0.0,4.0,9.0,3.0,1,4.0,,6,7
435,10.0,,5.0,,6,,4.0,9,4
436,,9.0,,,2,,,3,0
437,5.0,,,3.0,2,9.0,0.0,0,4
438,,6.0,6.0,4.0,7,7.0,,10,9
439,,,1.0,1.0,3,10.0,7.0,1,9
440,8.0,0.0,7.0,2.0,1,2.0,,5,8
441,,,,,10,,7.0,2,3
442,,2.0,2.0,,9,10.0,,0,9
443,,8.0,,9.0,1,,8.0,6,8
444,,,7.0,,5,,7.0,3,1
445,,4.0,,,6,,,8,8
446,,7.0,,1.0,10,,,6,0
447,,,,,4,10.0,,0,5
448,,7.0,,,0,3.0,,8,2
449,9.0,,9.0,9.0,10,2.0,5.0,8,7
450,9.0,,,,2,5.0,8.0,3,4
451,,,1.0,,0,0.0,7.0,3,4
452,,2.0,,,7,3.0,5.0,2,5
453,,,,,3,2.0,2.0,2,9
454,5.0,,,,4,9.0,8.0,2,3
455,5.0,,,7.0,9,,,2,9
456,,,,8.0,10,,,1,7
457,2.0,0.0,1.0,8.0,8,10.0,8.0,6,1
458,0.0,0.0,9.0,7.0,6,9.0,,4,6
459,,,,10.0,9,,6.0,2,9
460,10.0,9.0,0.0,,0,,,2,0
461,,,,4.0,1,,3.0,4,10
462,,0.0,7.0,2.0,8,,10.0,5,1
463,1.0,,3.0,1.0,3,1.0,2.0,0,1
464,5.0,,6.0,7.0,1,,,4,9
465,,,3.0,,4,3.0,,2,6
466,,,,1.0,6,,3.0,9,10
467,,,,6.0,9,2.0,,3,9
468,,,2.0,,1,5.0,5.0,4,1
469,,,,0.0,8,9.0,7.0,8,9
470,8.0,10.0,3.0,,3,,,1,10
471,1.0,3.0,1.0,4.0,10,,8.0,10,2
472,7.0,8.0,7.0,,7,,,4,10
473,,,0.0,,5,,5.0,2,6
474,,8.0,3.0,1.0,0,,,3,6
475,,5.0,,9.0,2,,3.0,3,10
476,,,,4.0,5,1.0,,8,8
477,8.0,,,5.0,1,8.0,6.0,7,10
478,,9.0,1.0,,5,5.0,5.0,2,8
479,10.0,,,,7,7.0,5.0,7,8
480,,2.0,4.0,10.0,6,0.0,0.0,4,2
481,4.0,,10.0,,3,,10.0,4,10
482,,,,,1,,,4,2
483,10.0,9.0,,4.0,3,,,2,4
484,2.0,,,6.0,6,9.0,0.0,2,3
485,2.0,,,3.0,6,,,9,3
486,,2.0,0.0,,8,,8.0,6,1
487,9.0,5.0,9.0,4.0,2,,,5,10
488,,2.0,1.0,5.0,10,,,8,4
489,0.0,2.0,,10.0,10,,6.0,5,3
490,,7.0,10.0,10.0,9,,,7,1
491,7.0,3.0,4.0,7.0,3,5.0,5.0,2,0
492,,,5.0,2.0,7,7.0,,9,10
493,,5.0,,,1,,,6,4
494,0.0,10.0,2.0,,5,,,8,7
495,,,10.0,,2,0.0,3.0,10,4
496,3.0,1.0,,4.0,4,9.0,5.0,8,8
497,5.0,0.0,1.0,5.0,8,7.0,5.0,4,7
498,0.0,,3.0,9.0,7,9.0,6.0,8,9
499,0.0,,0.0,4.0,3,6.0,7.0,8,4
500,,5.0,7.0,,7,,,7,1
501,8.0,,,,7,1.0,9.0,6,1
502,,9.0,,,3,,0.0,1,8
503,6.0,,,,4,1.0,,5,6
504,6.0,1.0,8.0,,5,,,10,0
505,0.0,7.0,,,5,,,2,9
506,8.0,,,6.0,3,2.0,,0,5
507,,3.0,10.0,7.0,7,7.0,0.0,0,3
508,,,,10.0,5,,6.0,8,1
509,2.0,8.0,,2.0,1,1.0,10.0,7,7
510,,,,,9,,,0,5
511,,,,,9,4.0,9.0,5,6
512,,4.0,9.0,,4,5.0,6.0,10,5
513,6.0,,5.0,,3,,9.0,5,1
514,7.0,3.0,9.0,5.0,6,,,6,2
515,1.0,6.0,8.0,8.0,9,,,6,3
516,,10.0,7.0,3.0,0,,,7,5
517,,,9.0,,1,,,7,7
518,2.0,1.0,4.0,,0,4.0,,1,2
519,,,9.0,,4,,,5,3
520,1.0,5.0,,6.0,0,,10.0,1,6
521,,,10.0,5.0,9,,,2,3
522,,,6.0,,9,,,2,3
523,,6.0,,,1,2.0,3.0,9,8
524,8.0,9.0,3.0,,4,,2.0,3,2
525,,1.0,10.0,4.0,7,,6.0,10,1
526,,4.0,9.0,,4,,3.0,0,2
527,0.0,,,,10,8.0,,0,8
528,,5.0,3.0,3.0,7,0.0,1.0,2,4
529,,,,,7,0.0,,2,8
530,3.0,,9.0,1.0,0,0.0,10.0,7,5
531,1.0,,,,5,,,3,10
532,3.0,,8.0,5.0,9,0.0,7.0,6,6
533,,6.0,4.0,,9,9.0,,4,5
534,0.0,,3.0,,1,,,1,6
535,10.0,,1.0,1.0,8,2.0,,8,2
536,,2.0,,3.0,10,,,3,3
537,,8.0,,,0,8.0,7.0,3,4
538,,,1.0,9.0,6,4.0,8.0,2,5
539,,,,,9,,9.0,4,9
540,2.0,,3.0,9.0,3,5.0,5.0,8,5
541,0.0,,8.0,,4,,,1,1
542,,0.0,,,9,8.0,,10,9
543,5.0,2.0,,,8,1.0,,0,6
544,0.0,6.0,,,3,8.0,,3,9
545,,,,1.0,10,,,5,9
546,,,7.0,5.0,0,,8.0,5,7
547,,10.0,,,2,,1.0,0,0
548,0.0,,4.0,,1,7.0,8.0,2,4
549,,3.0,9.0,4.0,3,,,9,5
550,3.0,,7.0,,9,2.0,2.0,6,9
551,,,10.0,,10,0.0,8.0,10,3
552,7.0,4.0,8.0,,4,,3.0,10,6
553,,1.0,,8.0,2,,,6,5
554,3.0,8.0,,8.0,6,,,4,0
555,3.0,8.0,,1.0,9,,1.0,1,4
556,2.0,4.0,8.0,4.0,8,,,9,2
557,10.0,,1.0,,5,5.0,,0,1
558,5.0,10.0,9.0,2.0,9,10.0,0.0,9,9
559,4.0,,5.0,,3,0.0,,8,6
560,8.0,,2.0,,1,8.0,3.0,6,3
561,,7.0,,5.0,0,9.0,6.0,8,0
562,4.0,,4.0,5.0,6,,9.0,10,1
563,,,1.0,,0,2.0,5.0,9,2
564,,,2.0,10.0,6,,,7,10
565,1.0,7.0,6.0,,4,3.0,,1,9
566,9.0,7.0,4.0,,4,,2.0,7,10
567,8.0,1.0,2.0,8.0,6,5.0,10.0,10,0
568,,,7.0,6.0,3,,3.0,5,6
569,6.0,10.0,5.0,,10,9.0,,10,10
570,1.0,,,,8,4.0,2.0,6,2
571,10.0,10.0,,,3,2.0,,1,4
572,,2.0,,,10,2.0,,0,7
573,,,,4.0,2,0.0,4.0,1,3
574,,,4.0,,2,,8.0,9,10
575,,7.0,0.0,,4,8.0,,10,3
576,7.0,,6.0,3.0,7,9.0,2.0,7,5
577,7.0,6.0,,0.0,1,0.0,7.0,8,10
578,9.0,,10.0,,3,,2.0,1,7
579,5.0,,,,7,0.0,3.0,6,10
580,,4.0,,2.0,3,1.0,0.0,8,5
581,4.0,,9.0,,6,3.0,,6,1
582,9.0,4.0,1.0,,3,,,10,9
583,,10.0,1.0,,9,,2.0,5,3
584,9.0,7.0,9.0,,2,2.0,8.0,10,3
585,5.0,,0.0,,7,,,1,8
586,,9.0,5.0,8.0,0,,0.0,6,9
587,,,,9.0,9,,,8,6
588,,1.0,7.0,3.0,4,1.0,8.0,1,0
589,2.0,,,2.0,8,,,3,10
590,,,,,3,10.0,1.0,8,2
591,7.0,0.0,2.0,6.0,1,,,1,6
592,,,,,2,9.0,,6,2
593,0.0,,,,7,7.0,3.0,10,9
594,,,1.0,6.0,8,6.0,,5,10
595,1.0,1.0,,,7,8.0,,1,8
596,,6.0,3.0,,9,5.0,4.0,5,8
597,6.0,10.0,,,2,3.0,1.0,1,4
598,5.0,,6.0,9.0,6,5.0,,9,7
599,2.0,,,1.0,6,6.0,,8,3
600,,2.0,8.0,,5,10.0,7.0,8,1
601,,,,,5,5.0,3.0,6,10
602,1.0,7.0,5.0,4.0,5,,,4,2
603,3.0,,,1.0,6,,,5,0
