,0,1,2,3,4,5,6,7
186,8,4,8,6,10,10,6,1
187,5,0,7,4,2,5,4,3
188,9,0,10,4,9,0,6,0
189,6,6,7,8,4,10,5,8
190,8,0,5,3,1,9,9,0
191,0,10,4,8,4,5,1,6
192,4,0,0,2,0,7,10,2
193,8,7,10,2,5,7,2,0
194,8,7,1,6,4,9,0,6
195,4,7,1,10,4,1,10,2
196,10,4,4,1,9,6,10,5
197,7,5,2,4,4,6,2,4
198,3,10,9,0,10,4,3,4
199,0,7,3,9,9,4,9,2
200,2,4,2,3,0,5,5,7
201,8,5,8,5,10,2,4,5
202,7,4,6,3,7,10,9,7
203,10,0,5,4,3,4,7,2
204,4,10,7,10,9,3,5,10
205,9,8,5,4,7,7,0,1
206,8,9,7,0,0,0,8,8
207,0,0,7,3,7,5,3,1
208,6,1,1,7,5,1,4,3
209,2,1,3,9,5,5,10,7
210,5,1,3,9,8,10,4,3
211,4,10,0,9,9,5,10,8
212,5,2,2,0,2,7,7,10
213,4,7,6,10,4,7,8,7
214,6,3,5,0,4,8,6,9
215,0,5,2,2,8,3,3,0
216,2,5,1,6,10,10,3,10
217,9,8,4,9,10,8,0,10
218,2,2,8,8,1,7,2,5
219,4,4,4,10,7,8,0,1
220,2,2,1,5,8,10,6,5
221,3,0,2,6,10,9,4,9
222,10,4,4,2,8,5,1,3
223,9,7,4,6,0,1,9,2
224,5,10,10,1,7,6,5,6
225,7,1,8,3,9,6,2,2
226,9,4,3,9,8,10,10,1
227,10,8,9,6,6,5,4,4
228,10,2,9,7,2,10,1,8
229,0,4,0,7,3,0,2,7
230,4,4,7,2,5,2,9,9
231,1,3,10,7,8,9,2,9
232,5,6,9,0,2,1,5,0
233,10,0,7,3,9,2,1,8
234,3,3,3,8,10,2,7,6
235,3,0,5,10,5,1,8,10
236,8,9,5,10,3,5,2,10
237,10,9,6,9,2,9,4,10
238,8,2,7,8,5,7,5,6
239,3,9,8,8,3,8,10,6
240,4,3,4,10,1,3,3,8
241,6,9,2,3,8,7,3,9
242,6,5,5,6,6,6,2,9
243,9,0,8,0,3,6,10,3
244,6,2,1,8,8,5,2,6
245,2,1,10,1,0,6,1,10
246,7,10,4,5,10,7,9,5
247,2,7,3,7,3,9,0,0
248,6,2,2,4,1,9,3,9
249,0,0,1,1,0,9,9,3
250,10,2,4,1,4,8,3,7
251,5,1,2,2,8,4,2,8
252,10,1,5,1,0,7,1,3
253,3,9,8,3,10,4,6,9
254,7,5,9,1,1,9,2,8
255,0,5,7,6,0,0,2,0
256,8,1,2,1,10,6,4,9
257,9,7,3,9,7,0,9,2
258,3,6,7,10,1,9,6,2
259,6,0,8,9,6,6,3,8
260,4,10,2,5,7,10,1,3
261,7,4,0,3,7,4,8,6
262,9,9,0,3,5,5,8,9
263,5,7,1,3,8,1,6,9
264,10,3,1,6,2,2,9,1
265,2,1,8,0,1,5,5,2
266,5,8,9,9,5,6,8,7
267,0,8,4,10,10,6,2,0
268,4,2,1,10,6,2,1,4
269,7,4,4,2,5,9,3,1
270,10,10,1,6,8,0,9,1
271,6,8,1,2,6,1,10,8
272,8,5,1,5,4,2,7,2
273,4,5,5,5,3,9,10,0
274,6,1,3,3,10,4,5,8
275,5,0,8,3,6,0,4,6
276,4,6,0,4,10,8,3,0
277,6,4,0,10,4,8,3,8
278,2,4,3,8,5,3,8,3
279,6,2,7,10,3,9,4,1
280,2,0,3,0,2,3,7,1
281,6,5,9,7,0,10,2,0
282,7,1,6,0,9,9,0,9
283,1,1,1,8,10,5,4,9
284,9,1,5,3,6,4,4,2
285,2,0,9,0,7,5,0,5
286,0,6,1,5,0,10,1,6
287,10,2,7,3,4,2,4,9
288,4,3,1,4,6,2,8,8
289,5,5,1,7,3,6,2,6
290,7,2,8,10,4,2,3,0
291,10,7,0,9,5,9,2,8
292,5,9,2,2,2,3,10,2
293,6,3,9,10,3,7,1,9
294,10,6,4,10,9,0,8,1
295,2,9,6,5,2,1,6,4
296,2,3,9,3,8,5,9,5
297,7,10,0,7,6,2,8,0
298,2,7,8,6,1,7,3,10
299,5,9,2,10,6,7,2,6
300,7,6,4,8,4,2,0,9
301,9,10,8,0,0,10,10,1
302,7,4,2,3,6,2,6,5
303,9,2,4,3,7,0,9,1
304,2,0,8,0,5,7,6,6
305,2,7,0,5,1,2,9,7
306,9,10,5,0,0,3,0,9
307,0,6,3,0,6,5,5,3
308,8,8,3,8,2,10,7,1
309,10,3,10,3,7,9,2,6
310,9,6,5,8,8,1,7,0
311,9,10,4,6,8,7,0,10
312,10,3,8,9,9,3,2,1
313,3,4,1,7,1,9,3,3
314,0,8,8,5,8,9,3,7
315,4,3,6,6,7,3,3,1
316,1,6,0,4,5,9,10,9
317,2,3,4,2,4,4,2,1
318,8,0,0,6,4,5,1,10
319,9,6,10,5,1,8,2,5
320,1,1,3,3,1,3,2,2
321,4,3,7,9,6,2,9,7
322,2,2,0,4,0,7,5,4
323,9,0,5,6,1,2,9,8
324,4,2,6,0,2,5,0,8
325,8,3,8,1,3,10,8,5
326,0,9,1,10,5,6,9,1
327,7,7,7,5,1,7,0,8
328,1,1,9,3,3,1,10,9
329,2,1,5,4,6,3,5,0
330,4,1,0,0,3,4,10,8
331,7,3,9,4,9,7,6,5
332,8,7,2,4,8,10,2,3
333,6,1,8,9,10,2,8,4
334,8,7,2,7,8,3,4,8
335,9,7,5,5,4,1,1,6
336,9,9,1,5,7,4,1,5
337,6,0,8,7,7,8,6,5
338,6,5,8,10,5,8,8,6
339,9,4,9,0,9,5,8,5
340,9,5,4,7,6,3,1,1
341,3,10,5,2,4,8,7,7
342,1,10,5,0,10,3,2,0
343,3,4,10,0,9,3,7,8
344,5,3,10,5,6,2,7,10
345,6,5,1,8,8,1,2,7
346,9,4,8,0,4,7,9,2
347,5,10,1,5,0,1,9,10
348,8,4,0,2,2,4,2,8
349,6,8,5,3,2,1,8,2
350,3,8,5,7,8,9,8,1
351,6,3,8,1,8,4,9,1
352,2,9,9,8,9,7,3,7
353,0,6,7,8,7,3,6,5
354,5,10,10,1,5,5,9,6
355,9,0,2,1,0,5,1,5
356,8,7,3,9,10,6,8,1
357,3,3,5,6,2,9,9,4
358,3,5,10,9,8,0,5,9
359,7,4,7,3,9,1,1,0
360,2,8,0,3,10,1,8,10
361,5,9,4,10,0,0,9,5
362,5,9,0,2,4,8,7,10
363,0,7,4,2,2,0,3,7
364,10,1,3,8,5,7,1,2
365,9,9,3,3,1,5,0,9
366,9,6,3,0,4,9,9,6
367,6,9,7,1,4,5,5,0
368,4,2,4,4,3,9,0,3
369,9,3,7,0,4,0,6,10
370,3,5,3,8,5,5,1,0
371,2,2,4,10,4,2,8,6
372,4,4,10,4,4,6,10,9
373,5,4,4,0,3,7,10,5
374,1,7,0,4,3,10,9,8
375,10,0,4,9,2,7,9,6
376,4,1,5,9,10,3,6,1
377,2,3,6,4,7,1,2,6
378,7,7,2,7,3,6,2,3
379,2,0,6,1,0,6,3,7
380,1,6,8,7,2,7,8,3
381,9,10,4,7,7,8,10,2
382,0,5,6,8,4,1,1,9
383,0,9,1,7,7,0,4,5
384,6,7,1,1,6,10,6,8
385,5,6,4,7,7,6,9,8
386,5,8,10,10,6,0,6,5
387,5,9,2,6,10,2,7,5
388,6,3,1,7,4,7,9,4
389,8,0,8,10,9,1,7,10
390,2,2,10,6,10,10,4,2
391,2,1,10,0,9,3,2,4
392,4,10,7,3,7,1,10,9
393,4,2,8,5,3,6,9,8
394,7,6,6,5,2,3,9,0
395,5,7,8,9,5,9,5,10
396,9,7,7,6,3,8,10,0
397,6,10,3,10,8,1,0,6
398,8,2,0,10,4,4,4,8
399,4,5,1,8,10,7,8,9
400,1,2,0,2,8,8,10,0
401,3,4,2,4,7,3,10,10
402,7,9,2,1,0,9,2,5
403,6,0,5,6,2,1,6,8
404,3,7,3,5,7,3,1,0
405,2,6,8,3,2,0,1,10
406,7,6,7,6,3,10,10,4
407,7,9,3,10,3,10,6,0
408,0,2,4,4,4,9,4,5
409,6,10,5,2,8,0,9,3
410,4,8,4,9,10,4,6,6
411,4,6,8,1,4,5,0,2
412,7,1,9,0,0,8,3,6
413,3,0,10,3,2,0,1,8
414,6,1,1,8,8,7,5,5
415,8,5,1,9,9,1,7,2
416,1,0,6,4,9,6,8,6
417,4,6,7,8,1,3,9,10
418,2,0,9,5,5,3,3,9
419,7,2,6,6,3,2,3,8
420,8,6,7,8,1,10,10,3
421,2,8,7,1,5,9,9,4
422,1,5,5,1,3,10,8,0
423,10,1,0,3,4,6,8,0
424,4,3,3,10,4,10,7,3
425,8,4,10,10,0,1,8,1
426,4,7,9,6,8,10,7,6
427,5,10,2,10,6,8,8,3
428,8,10,9,4,0,9,5,3
429,3,9,5,4,7,3,6,8
430,7,0,0,4,2,4,8,7
431,0,8,6,3,8,0,7,8
432,4,0,3,9,1,10,8,9
433,3,1,0,4,8,9,5,5
434,10,10,7,4,2,9,8,10
435,8,4,9,4,5,10,2,9
436,4,10,5,9,1,7,0,3
437,8,2,3,3,0,8,2,1
438,0,9,3,6,8,1,7,9
439,1,3,5,7,9,2,1,5
440,7,10,3,9,5,5,3,9
441,1,9,10,9,10,3,7,7
442,5,2,3,9,0,7,10,4
443,2,10,7,0,5,4,4,9
444,2,9,10,2,6,6,7,2
445,1,7,5,4,5,0,1,4
446,4,6,9,6,9,0,6,9
447,2,9,7,7,8,0,10,10
448,8,8,0,1,4,0,4,4
449,0,3,6,1,6,9,0,1
450,1,6,1,0,1,2,2,4
451,0,4,3,5,7,5,10,6
452,4,8,1,8,4,9,0,2
453,2,10,7,9,7,2,8,1
454,6,1,7,7,3,4,10,6
455,4,7,6,10,3,2,6,8
456,7,8,8,6,7,5,10,4
457,8,0,6,1,6,2,1,2
458,7,1,9,0,9,5,3,3
459,5,7,2,4,8,3,2,9
460,5,8,5,4,8,6,6,2
461,1,4,10,0,3,6,2,0
462,6,6,10,6,5,0,10,2
463,8,3,5,6,2,2,4,10
464,6,4,4,3,4,3,10,2
465,10,5,9,10,8,1,6,1
466,0,8,1,10,3,10,7,4
467,2,10,10,8,3,1,0,2
468,1,6,5,5,9,8,8,1
469,4,1,10,0,5,4,0,6
470,10,0,9,3,6,1,7,3
471,10,6,2,10,1,8,8,6
472,2,0,9,5,2,9,4,5
473,4,7,7,4,9,10,7,4
474,2,0,0,1,7,4,7,4
475,10,4,0,1,9,7,10,10
476,4,1,1,2,3,9,3,0
477,1,2,0,3,10,0,4,4
478,10,6,5,8,6,10,0,2
479,3,1,3,9,7,0,1,5
480,0,2,4,0,2,0,6,9
481,9,10,1,1,1,3,1,9
482,3,4,8,7,8,9,7,2
483,8,6,4,6,4,4,2,8
484,3,1,9,6,0,10,3,6
485,2,9,4,2,4,9,7,8
486,4,8,10,0,0,4,1,2
487,3,4,5,10,6,1,10,4
488,0,7,3,10,1,8,2,5
489,6,9,10,4,4,5,0,5
490,4,9,2,1,6,1,7,5
491,7,5,9,6,1,10,3,10
492,8,0,5,8,6,3,10,0
493,0,5,4,0,10,4,6,2
494,7,2,0,3,7,3,4,2
495,2,4,2,4,1,10,4,2
496,0,0,0,4,7,4,7,10
497,5,5,2,1,4,5,1,1
498,1,4,7,2,6,9,4,7
499,1,9,9,6,5,8,3,5
500,6,7,0,2,2,6,8,8
501,0,3,5,7,10,1,0,7
502,6,6,2,3,5,2,2,2
503,0,6,5,9,0,6,5,9
504,7,4,4,9,6,9,6,1
505,3,0,10,3,0,3,9,5
506,5,2,6,10,3,8,8,5
507,9,5,10,2,10,4,4,10
508,1,2,1,1,0,10,5,10
509,2,7,0,8,5,9,1,2
510,1,2,2,6,8,10,7,4
511,0,10,2,7,1,10,2,0
512,0,2,2,2,4,5,2,5
513,1,10,5,10,9,3,6,5
514,4,9,7,4,3,3,7,9
515,6,2,2,0,6,10,0,7
516,2,3,4,4,5,7,7,6
517,6,9,2,7,10,6,5,1
518,8,8,2,6,10,10,7,1
519,9,1,3,1,5,3,9,0
520,4,10,10,5,0,7,5,7
521,8,4,5,9,5,9,8,3
522,9,4,5,0,3,0,8,1
523,7,1,8,6,2,0,8,0
524,2,6,7,8,5,9,10,8
525,10,9,3,9,6,1,1,8
526,0,8,10,7,0,1,4,1
527,10,5,2,9,4,4,6,6
528,3,0,6,8,5,9,1,6
529,9,9,10,6,10,8,4,6
530,1,3,7,7,1,6,1,2
531,8,9,4,9,5,10,1,4
532,2,10,1,6,3,3,2,4
533,6,4,7,7,8,10,7,4
534,4,4,1,9,0,1,9,7
535,0,0,0,2,5,7,0,9
536,9,2,3,6,0,7,5,1
537,10,4,4,0,8,9,1,9
538,2,3,2,9,7,8,1,0
539,10,6,6,2,4,0,5,7
540,3,4,5,10,6,7,5,9
541,2,3,2,2,8,1,0,4
542,9,5,6,8,8,4,10,10
543,3,9,7,5,3,0,4,3
544,5,6,10,2,6,2,7,6
545,1,5,8,8,5,10,5,4
546,6,1,4,10,8,3,5,0
547,4,1,10,2,6,0,5,7
548,6,1,2,3,6,0,9,1
549,6,0,10,3,1,2,9,0
550,4,10,6,4,6,6,6,5
551,5,3,9,2,3,0,5,7
552,4,4,2,0,7,5,4,1
553,1,8,0,7,7,1,1,10
554,10,7,0,5,6,10,1,2
555,6,8,7,10,6,7,7,5
556,6,2,6,9,7,8,7,7
557,5,1,3,3,7,9,8,8
558,7,9,6,5,8,6,0,6
559,7,9,3,5,7,10,10,3
560,3,9,7,5,6,10,1,8
561,6,4,7,2,1,6,1,8
562,5,5,5,8,3,5,3,9
563,7,10,5,4,5,5,9,7
564,10,7,10,1,6,6,5,0
565,3,5,5,10,6,6,4,5
566,9,9,5,0,4,5,3,5
567,3,7,1,3,8,5,8,3
568,3,9,9,8,6,4,0,10
569,2,7,5,8,7,6,9,5
570,1,8,5,1,2,3,5,2
571,7,1,6,0,7,7,1,1
572,10,1,8,10,5,7,9,7
573,4,7,10,9,8,0,10,0
574,1,7,1,10,0,3,2,8
575,3,9,2,2,3,10,8,0
576,0,3,1,4,1,4,8,3
577,2,0,9,5,6,1,10,3
578,8,1,7,0,4,3,10,5
579,3,10,0,9,9,10,10,4
580,4,2,7,3,7,5,8,6
581,1,9,10,1,10,1,8,9
582,7,1,8,5,6,9,0,9
583,8,7,3,6,1,8,0,0
584,10,4,9,3,6,8,2,3
585,10,3,0,10,10,9,3,0
586,5,1,6,1,3,8,10,10
587,10,8,0,0,3,5,2,0
588,4,3,5,5,8,2,6,8
589,0,3,0,5,8,2,1,5
590,10,7,7,4,0,7,1,1
591,8,5,8,1,0,4,3,2
592,10,2,0,0,6,5,5,1
593,7,10,1,7,7,0,1,0
594,3,3,9,7,4,6,1,2
595,5,1,1,5,4,0,2,3
596,2,3,7,7,3,9,10,6
597,6,3,8,1,3,0,7,9
598,0,9,7,5,1,2,5,1
599,1,4,9,3,4,9,9,6
600,7,5,2,8,2,9,10,0
601,4,9,0,10,1,8,1,10
602,3,7,0,5,10,2,6,9
603,3,3,6,5,10,9,1,5
604,10,9,8,0,6,10,7,2
605,10,0,6,7,2,0,0,4
606,4,3,5,7,6,10,4,9
607,1,1,8,4,9,10,7,7
608,1,8,7,7,1,8,0,1
609,6,9,9,9,10,7,2,6
610,4,1,2,4,3,7,10,2
611,9,7,0,0,10,8,9,2
612,7,9,4,7,0,10,6,0
613,4,4,1,5,3,10,8,6
614,5,7,6,10,7,7,1,5
615,3,2,1,5,4,9,6,5
616,8,1,5,3,4,4,3,9
617,3,9,7,6,4,7,1,2
618,2,4,4,9,3,2,1,5
619,8,1,8,6,6,9,7,7
620,8,6,3,4,0,0,2,4
621,0,1,2,3,3,5,3,6
622,10,4,6,3,10,1,5,7
623,0,6,10,8,8,0,3,5
624,9,4,10,10,3,2,8,3
625,9,6,1,0,8,2,2,7
626,1,3,0,9,1,0,3,5
627,1,0,10,7,8,6,6,4
628,4,6,9,6,6,4,5,8
629,5,3,8,2,10,9,2,3
630,0,3,0,4,9,1,3,2
631,4,5,10,3,8,1,0,4
632,3,5,10,6,0,8,2,8
633,2,6,10,1,5,8,5,8
634,10,0,8,5,1,6,9,5
635,9,5,8,4,2,5,8,4
636,1,10,6,2,7,2,2,7
637,3,6,2,7,8,6,0,9
638,3,10,7,0,9,0,4,4
639,2,10,2,0,5,1,9,3
640,10,3,0,6,9,0,10,2
641,9,9,10,5,3,6,6,1
642,7,8,0,9,2,2,8,4
643,7,4,2,5,4,2,6,4
644,4,9,7,10,4,10,3,1
645,5,4,1,8,3,7,7,10
646,2,6,1,0,6,0,9,5
647,0,4,9,9,9,3,9,5
648,8,0,6,5,4,10,7,2
649,1,7,1,6,9,5,8,4
650,0,6,7,8,0,3,6,7
651,4,10,7,1,2,1,3,8
652,1,4,3,9,0,6,4,9
653,4,0,1,10,5,10,2,0
654,0,0,4,5,0,0,3,6
655,10,5,4,10,10,5,9,3
656,4,0,2,3,7,5,4,7
657,2,4,8,8,6,6,2,10
658,5,3,2,8,7,3,2,10
659,3,10,7,8,7,4,0,6
660,2,0,1,9,4,7,8,7
661,10,5,4,4,0,10,10,3
662,1,6,8,4,10,8,10,5
663,5,4,10,10,5,10,8,4
664,7,10,5,8,10,9,1,6
665,6,1,6,9,1,8,2,7
666,6,10,8,10,10,9,5,3
667,8,6,1,9,1,3,8,0
668,4,4,0,5,0,10,8,0
669,7,0,1,7,6,3,10,7
670,1,4,10,5,10,7,9,8
671,9,4,5,6,2,9,3,0
672,8,3,5,8,9,5,6,5
673,3,10,4,3,10,8,9,6
674,4,0,9,2,6,10,0,5
675,8,7,9,0,2,6,8,4
676,9,0,1,2,2,2,2,1
677,1,2,7,2,5,10,3,10
678,0,0,1,4,4,4,0,0
679,4,7,5,3,6,2,9,4
680,1,8,10,6,0,6,5,4
681,1,1,5,5,8,5,4,9
682,8,6,6,5,7,10,10,3
683,10,6,8,1,8,4,5,6
684,2,10,7,7,7,1,3,3
685,5,1,3,2,4,6,9,2
686,6,10,6,3,3,1,9,0
687,2,4,10,1,6,10,9,6
688,8,3,0,7,5,8,3,8
689,1,8,0,5,10,7,5,2
690,0,1,5,3,6,6,0,9
691,6,3,9,6,10,6,1,9
692,5,3,3,8,3,4,9,9
693,6,2,3,3,7,9,10,8
694,9,3,7,1,8,6,7,4
695,6,2,7,2,4,10,9,7
696,3,4,7,1,4,0,2,3
697,4,10,3,2,6,10,5,0
698,8,7,3,10,9,1,0,4
699,9,3,2,6,9,4,1,7
700,6,7,3,0,9,2,10,1
701,7,2,4,10,5,10,3,0
702,0,6,3,3,9,1,4,1
703,8,8,9,1,10,7,3,10
704,5,10,6,2,2,10,6,9
705,2,2,7,7,4,4,9,5
706,10,1,8,5,3,2,3,10
707,9,5,9,9,7,2,4,10
708,9,5,7,5,1,4,2,5
709,3,6,5,2,6,2,3,3
710,0,4,2,3,4,3,2,1
711,10,2,4,4,8,6,3,4
712,4,6,6,1,3,3,5,5
713,2,2,10,0,5,7,7,10
714,4,8,5,0,6,9,8,10
715,5,8,0,4,6,7,8,3
716,7,7,6,4,5,8,6,8
717,2,6,7,10,1,0,6,2
718,5,0,9,3,6,0,10,8
719,6,8,1,3,7,2,2,5
720,0,8,8,9,7,9,1,1
721,10,8,4,1,4,4,4,0
722,2,4,2,0,9,2,4,3
723,3,6,9,2,3,3,10,1
724,5,4,2,5,6,5,0,10
725,6,5,5,9,3,3,2,4
726,6,7,8,3,8,5,3,10
727,3,10,4,0,9,0,4,7
728,10,8,8,3,3,3,5,9
729,4,6,3,9,7,4,4,2
730,0,3,7,5,9,6,3,7
731,10,4,3,6,9,7,8,4
732,8,1,10,1,0,7,9,6
733,8,3,9,6,2,3,0,10
734,9,5,0,5,6,6,1,1
735,5,3,7,7,3,10,8,1
736,8,9,7,5,7,6,3,1
737,6,2,7,1,5,5,4,8
738,10,5,0,7,2,0,10,1
739,7,3,2,3,1,6,3,1
740,10,10,3,5,6,5,1,9
741,4,5,8,3,8,6,0,1
742,1,6,8,9,3,2,1,9
743,4,4,7,0,6,10,0,7
744,5,10,1,8,2,5,10,6
745,0,4,1,4,2,3,6,5
746,7,7,4,8,6,10,3,10
747,9,0,9,4,5,5,3,1
748,9,3,0,2,4,5,1,6
749,5,6,6,10,8,5,5,2
750,0,1,2,9,9,9,2,9
751,5,3,10,9,2,10,0,5
752,0,6,4,1,3,3,6,2
753,7,10,10,1,9,6,0,10
754,8,5,0,4,0,2,4,4
755,10,0,1,8,3,3,4,2
756,8,0,6,0,9,0,7,2
757,0,2,9,5,0,5,2,5
758,9,2,9,1,9,6,1,6
759,6,6,3,6,10,4,2,10
760,8,2,0,3,9,8,9,1
761,4,3,7,6,4,4,1,9
762,10,2,5,3,3,4,10,6
763,6,10,6,4,6,10,10,6
764,10,8,3,1,5,7,6,4
765,1,3,0,3,2,8,9,3
766,1,7,2,2,8,3,2,7
767,3,3,9,3,9,7,1,0
768,6,4,1,6,6,6,10,7
769,3,9,0,9,9,0,1,5
770,8,10,5,9,7,4,1,0
771,1,4,2,10,4,7,9,0
772,2,9,9,4,1,6,6,7
773,10,2,5,4,10,0,8,2
774,5,4,6,7,5,5,8,10
