0,1,2,3,4,5,6,7,8,9,10
74,80,4,66,56,47,25,8,97,97,49
2,22,1,12,46,26,18,5,3,11,79
80,31,3,41,28,86,89,0,77,12,59
9,93,2,88,60,91,54,9,26,58,95
60,59,9,98,98,50,73,10,10,27,74
93,81,9,35,65,56,62,3,63,29,83
97,60,7,27,87,7,88,3,81,56,32
86,3,5,4,3,29,74,4,19,37,25
19,47,3,4,36,39,92,5,43,28,3
97,0,2,33,54,97,81,10,75,26,7
39,51,4,18,57,36,92,2,65,48,38
73,18,6,43,25,14,14,7,9,34,77
99,52,8,48,7,46,17,10,98,40,73
14,96,4,99,92,97,17,7,39,87,91
63,90,7,47,49,90,62,9,61,13,82
70,57,5,84,32,25,85,2,40,67,57
88,20,8,73,92,31,88,9,48,71,58
63,57,10,15,67,24,17,10,44,5,12
7,57,8,4,30,21,70,1,43,33,72
23,12,3,100,45,20,23,5,45,77,34
33,20,0,58,16,3,81,3,82,0,40
39,82,9,91,38,62,52,2,83,71,61
4,88,3,5,65,51,72,9,13,62,5
92,95,5,80,4,30,57,5,32,4,2
34,51,5,84,38,82,33,4,71,34,47
46,82,8,91,2,77,62,1,70,90,69
90,73,3,55,25,70,60,2,76,82,43
47,72,1,97,13,53,67,10,87,27,96
70,61,10,51,98,93,35,0,53,27,62
20,76,7,14,89,72,51,10,12,83,43
20,58,10,84,92,59,24,0,27,5,94
64,50,5,53,37,79,60,10,89,32,97
45,50,6,7,93,1,79,8,99,58,13
6,95,5,20,60,40,24,7,79,86,83
0,6,10,77,66,43,22,8,98,96,97
52,10,5,92,56,69,0,1,13,85,43
30,4,7,99,88,74,89,5,2,4,85
88,7,10,34,37,55,1,0,57,4,10
1,22,7,5,6,9,65,9,7,6,59
91,23,10,77,20,45,38,2,78,5,53
65,48,3,56,72,35,57,0,98,28,57
47,0,3,24,63,78,84,10,57,21,8
64,62,3,77,27,65,94,8,31,9,99
48,5,3,76,91,14,24,8,36,11,10
70,2,1,3,69,62,50,9,95,25,40
41,94,7,61,77,50,8,5,10,35,92
63,97,1,75,52,76,39,6,15,40,78
32,20,1,58,24,76,18,3,92,28,20
32,31,0,82,53,42,25,5,53,59,55
70,25,7,35,92,93,42,6,98,92,76
68,72,7,34,82,85,61,3,46,64,75
29,94,2,96,96,60,57,6,99,23,90
28,81,4,35,86,46,12,1,65,22,65
8,20,3,59,73,32,22,4,65,82,56
93,29,5,30,4,97,80,9,30,93,52
31,82,7,89,93,51,3,4,54,79,70
55,19,2,43,72,91,79,5,89,6,80
24,51,9,85,32,50,4,9,16,15,76
90,94,9,72,65,20,28,3,15,2,70
100,49,10,7,69,75,53,0,82,32,61
62,45,4,90,52,46,36,6,78,24,6
78,32,2,0,7,72,17,10,12,78,40
9,57,10,88,35,62,26,9,50,98,72
33,36,4,97,38,11,87,0,97,82,45
80,30,1,94,6,87,68,7,18,50,87
35,89,9,15,92,91,90,9,82,16,78
70,50,8,35,42,53,80,3,89,99,92
95,58,5,58,20,4,92,6,73,92,40
57,6,8,11,58,19,77,2,99,27,62
25,2,5,26,59,79,37,7,1,48,83
53,9,1,8,17,85,76,4,50,92,56
4,21,0,52,26,15,57,5,58,39,32
57,36,5,48,98,18,91,1,85,66,14
46,3,2,12,78,19,75,10,54,15,74
17,55,3,97,8,1,72,6,20,4,57
60,42,7,15,83,37,0,10,51,21,76
88,98,3,86,78,83,22,4,9,57,95
70,18,9,28,61,83,82,10,92,16,54
74,12,10,15,59,41,42,1,24,53,1
44,80,3,21,65,18,73,1,9,39,30
100,72,4,26,46,98,4,2,25,73,91
10,59,0,17,65,58,13,8,63,78,29
34,23,5,41,0,52,78,3,69,48,75
59,10,1,34,70,90,62,4,14,42,61
53,51,0,84,54,96,88,3,8,11,29
11,31,4,56,56,0,23,5,94,30,51
48,23,2,43,94,60,96,10,10,11,62
96,94,2,87,5,51,90,6,31,13,66
6,14,2,7,20,98,84,0,22,24,81
13,100,4,32,31,80,81,6,41,73,64
73,77,5,87,8,15,43,10,9,71,94
40,62,5,70,59,79,38,9,56,74,14
5,93,8,100,76,26,65,0,53,45,18
46,86,1,6,60,88,80,0,57,73,52
89,44,10,10,22,14,34,0,2,9,73
99,40,6,62,10,24,15,1,24,37,10
10,59,3,98,37,66,36,2,77,70,90
70,75,6,7,87,46,27,7,77,94,69
53,16,6,30,53,79,80,5,51,38,6
3,99,8,34,57,0,61,9,83,35,5
57,36,5,88,41,95,71,3,81,42,98
47,26,3,100,58,61,54,2,7,28,21
0,64,6,96,96,54,74,9,40,47,18
17,97,2,31,34,63,30,2,39,83,19
69,52,1,17,50,51,71,10,15,38,3
78,85,3,9,47,98,74,1,90,4,65
80,0,1,92,86,47,22,4,38,90,44
84,25,0,47,94,29,27,3,92,33,8
57,29,10,26,1,21,37,3,58,57,3
35,42,3,2,81,62,84,8,46,55,20
77,68,9,24,2,12,57,1,99,53,1
23,45,8,22,63,79,96,4,56,14,21
72,43,6,14,65,97,29,1,79,94,76
30,91,3,40,33,43,9,2,3,35,33
47,43,5,28,64,36,23,5,27,58,84
94,41,3,100,89,67,84,9,30,58,32
12,58,1,92,67,48,8,5,58,84,21
73,72,8,19,56,4,56,9,14,43,32
47,72,5,76,73,3,92,5,23,38,81
29,98,4,1,91,18,57,3,83,97,67
4,37,8,27,12,10,90,6,59,8,57
96,9,0,93,50,7,66,6,86,91,80
18,89,1,79,11,25,80,10,73,45,16
82,63,1,32,24,91,15,8,100,68,34
3,40,10,74,40,28,47,6,11,47,75
74,21,10,48,12,5,97,10,55,95,92
52,89,10,62,25,27,22,7,25,38,28
14,17,4,55,65,91,94,6,18,99,76
99,68,0,87,100,74,57,9,94,50,30
82,92,3,95,100,70,86,3,27,38,19
86,2,4,29,24,19,36,7,28,91,29
98,2,9,64,64,56,49,10,30,32,52
1,38,10,62,39,18,6,7,40,48,80
55,67,2,86,50,42,22,8,67,41,16
1,61,10,71,38,87,53,6,67,23,47
76,8,5,34,13,7,11,4,85,16,88
3,13,8,68,72,26,54,7,86,97,42
11,100,1,75,56,42,48,5,72,95,16
30,14,7,44,1,92,46,9,28,26,8
8,54,9,91,97,53,84,0,99,21,51
69,89,8,64,5,12,86,10,55,62,0
44,22,9,37,82,85,9,9,69,84,49
3,59,3,2,46,65,100,4,92,89,31
55,11,8,97,53,53,74,5,99,90,98
87,59,1,69,12,91,88,3,31,54,44
53,25,2,44,25,91,51,5,88,88,97
92,20,8,27,58,34,64,3,72,87,11
2,5,9,72,87,87,47,3,43,32,46
48,37,3,33,59,63,20,0,23,76,90
53,28,8,87,91,39,33,2,71,11,4
11,58,1,36,33,87,53,3,26,57,92
81,51,8,95,72,79,84,4,21,58,7
96,54,6,34,46,34,71,8,85,88,99
86,11,9,30,26,56,50,1,23,46,87
73,48,1,60,98,22,48,5,100,43,6
80,90,6,50,28,49,88,5,26,22,85
33,98,4,49,99,36,3,2,81,84,54
98,66,4,45,60,41,87,4,74,57,4
48,27,1,97,76,92,59,1,47,44,30
89,56,10,75,82,11,51,5,2,77,1
92,85,5,41,10,21,15,1,42,48,8
61,72,9,38,37,43,87,9,67,26,21
72,41,10,35,39,62,41,2,17,2,68
50,82,5,41,89,100,10,0,41,89,93
22,96,8,21,89,48,5,10,40,58,77
96,20,8,50,80,96,59,1,12,59,40
23,38,0,7,95,99,69,1,65,2,7
42,91,9,46,20,5,100,9,83,86,65
92,11,3,51,50,43,61,2,81,86,96
14,91,2,94,36,26,32,6,57,63,50
41,65,10,19,67,58,8,5,32,81,78
58,76,7,42,47,75,71,3,97,10,55
97,93,2,26,0,35,29,1,66,20,51
98,55,6,38,3,13,66,3,33,73,78
83,19,4,91,82,32,30,10,43,26,34
67,39,2,22,31,39,74,7,5,69,48
52,89,10,19,61,58,8,8,46,30,6
21,89,5,19,4,22,86,10,76,45,9
42,37,2,98,24,89,53,9,67,1,99
70,68,8,71,3,78,44,3,65,36,15
70,88,5,30,47,54,39,0,97,30,68
39,55,0,85,16,70,59,6,23,4,88
70,45,2,38,68,39,13,4,66,40,80
13,59,8,39,57,94,6,1,38,84,96
96,91,0,94,66,76,37,3,1,63,3
86,54,0,66,26,63,59,9,8,33,60
70,98,6,90,40,37,16,1,71,87,40
51,65,7,47,41,42,14,3,76,37,18
90,56,9,0,59,11,80,5,75,76,38
30,51,4,86,26,47,83,10,66,50,26
67,43,2,37,1,79,52,8,15,100,52
18,35,7,20,95,48,88,3,23,51,46
90,29,9,61,31,17,58,3,91,87,5
40,42,9,7,42,5,94,9,36,25,49
20,60,7,23,79,44,95,2,3,79,88
87,65,8,70,44,24,97,1,92,57,94
7,80,2,54,70,43,4,3,2,69,17
38,1,0,2,77,14,59,4,66,5,41
58,4,2,63,99,42,0,0,40,15,12
19,11,9,28,37,24,0,6,86,97,0
68,98,10,23,50,42,71,7,96,90,37
3,78,9,18,95,94,6,9,68,2,30
83,52,6,99,17,30,15,1,28,66,47
79,92,7,96,53,67,44,5,24,33,56
91,86,2,28,66,17,35,1,12,61,17
98,55,8,98,3,70,78,3,3,84,60
71,30,8,92,99,56,79,7,12,89,24
3,75,7,22,44,34,91,4,81,0,34
84,71,9,2,88,68,50,3,73,13,12
29,57,2,12,77,93,96,5,34,92,83
31,79,0,74,17,56,54,10,17,60,84
11,6,2,21,81,97,32,10,84,75,34
4,10,0,9,71,60,88,1,40,16,47
19,62,9,40,40,95,37,9,82,7,54
45,72,0,11,12,83,60,2,23,27,73
37,29,5,34,98,8,22,7,38,1,30
92,82,0,51,79,94,27,2,70,78,59
33,15,2,65,36,88,78,0,72,26,64
86,15,6,92,42,96,88,7,32,1,93
35,89,7,77,24,92,63,8,68,66,50
39,3,9,99,59,23,17,5,79,38,61
30,28,7,81,2,27,43,0,8,24,71
99,3,1,51,85,28,50,8,71,97,20
58,56,1,72,80,95,45,9,33,60,94
75,70,0,53,72,69,11,2,88,40,70
47,42,4,65,35,81,43,5,30,67,84
77,82,0,36,35,88,47,7,45,12,19
24,13,6,80,86,70,45,2,4,94,86
24,67,7,57,7,29,73,0,25,73,29
89,20,8,70,61,43,92,4,45,99,44
13,55,2,14,79,69,78,3,47,21,77
46,46,3,42,65,54,16,5,3,60,68
78,25,8,66,48,46,47,7,2,10,44
67,75,7,37,37,65,38,0,93,79,19
39,75,8,31,73,83,68,10,13,43,7
77,61,3,2,1,65,57,6,25,34,4
65,70,2,82,22,17,29,6,7,77,49
61,21,2,29,29,4,39,4,36,2,12
82,61,2,62,60,47,18,2,47,37,13
85,6,0,84,77,43,55,6,0,46,82
18,64,9,26,63,48,79,1,89,95,9
82,9,0,84,85,26,99,10,24,33,9
51,98,4,60,16,21,21,8,100,1,71
89,6,1,59,86,56,82,9,12,34,16
37,14,2,10,60,49,66,8,4,67,58
10,67,3,45,65,74,80,6,17,28,60
41,56,0,67,99,72,80,7,95,79,76
1,67,3,49,8,87,100,9,84,35,62
89,10,1,25,0,9,82,2,29,63,0
0,89,6,23,17,6,52,8,96,82,13
55,56,6,23,50,13,90,3,13,43,41
81,36,3,23,47,34,78,1,70,31,49
80,99,10,8,45,0,83,10,71,27,80
51,24,2,5,61,13,31,4,37,86,19
12,24,9,44,97,88,26,9,14,26,54
56,70,4,40,79,62,77,3,6,27,72
48,82,7,88,17,81,52,3,51,76,24
31,29,5,51,48,76,70,6,10,45,23
67,28,7,53,61,10,76,2,35,18,43
52,70,1,78,20,42,82,0,54,80,38
71,58,10,11,54,89,39,9,70,98,20
48,1,4,7,45,46,94,2,72,20,18
16,65,0,18,58,59,60,10,62,84,66
50,91,6,0,59,75,93,5,79,10,45
19,46,0,49,65,27,94,2,92,91,4
13,42,7,24,45,53,59,10,74,74,88
35,11,2,68,28,88,23,7,41,22,49
27,58,4,64,10,27,98,10,11,42,61
58,26,7,90,19,15,13,7,0,97,78
65,4,0,77,41,55,20,10,54,93,12
14,32,3,28,94,1,30,10,12,55,30
74,94,1,19,78,6,23,8,81,71,49
52,81,4,31,3,64,50,9,67,4,61
13,83,7,47,6,40,22,3,40,92,99
96,100,0,44,75,4,79,4,16,39,1
36,63,10,48,24,23,69,1,76,82,6
33,0,7,78,51,56,72,0,92,99,61
94,9,9,9,33,69,92,5,33,31,88
8,74,3,77,56,86,37,0,84,42,7
78,34,3,69,43,27,41,1,71,46,13
43,93,10,63,67,26,2,6,84,76,69
17,6,5,50,81,57,54,0,94,83,36
80,36,2,13,83,57,69,10,30,28,8
100,75,7,84,54,90,29,5,0,67,78
65,59,3,99,19,47,8,1,50,87,82
6,91,1,37,24,26,53,2,0,17,88
61,79,0,70,26,22,77,3,75,23,70
2,0,2,63,11,29,99,8,43,89,82
32,56,0,31,25,74,17,9,71,70,47
21,24,1,89,90,88,86,9,60,36,39
81,50,9,77,64,91,91,1,27,57,83
27,20,5,11,31,86,90,5,16,34,43
59,46,5,43,89,2,57,1,74,50,83
37,58,8,89,70,29,100,7,73,27,9
82,53,0,2,39,71,34,6,72,45,9
40,86,0,33,89,91,15,4,77,42,21
18,52,2,52,77,95,31,3,19,70,72
22,57,5,46,78,74,27,6,41,78,17
33,77,10,90,8,33,60,5,48,76,51
44,7,2,60,28,46,28,6,8,70,0
44,69,4,18,43,69,29,2,41,84,50
0,65,10,23,61,33,17,9,87,70,87
5,62,2,71,77,52,21,10,19,31,76
92,59,4,46,71,4,40,7,82,81,10
4,62,9,59,13,70,6,2,96,63,42
35,55,0,97,17,16,32,7,89,57,74
51,33,6,49,64,63,48,7,8,24,65
5,62,8,45,64,79,18,10,99,33,91
44,1,2,82,41,40,27,2,36,13,24
85,67,3,3,89,37,64,10,86,51,59
82,83,1,63,84,3,85,7,19,45,29
23,5,5,28,54,100,1,7,86,34,12
18,75,9,85,78,80,42,4,45,2,35
67,74,3,7,1,100,36,9,71,34,25
59,72,3,2,44,73,39,6,82,96,16
91,62,5,84,86,23,48,0,38,41,93
18,15,0,58,48,75,89,3,47,76,17
6,36,1,15,63,27,61,6,91,21,47
97,88,6,31,36,89,54,0,41,98,20
88,79,10,1,74,14,67,1,87,59,81
47,26,7,51,51,19,100,6,27,16,69
86,77,0,11,97,42,10,5,33,39,0
39,66,6,64,63,45,18,8,4,66,96
50,28,8,24,34,72,4,2,5,49,32
0,62,10,21,76,80,19,2,42,55,81
21,90,5,47,3,88,55,4,36,21,5
11,35,5,54,3,65,89,7,11,5,59
60,93,8,1,83,44,56,5,8,58,59
35,90,4,41,67,13,71,3,3,86,77
5,8,10,68,19,72,64,9,82,76,14
73,56,10,33,22,33,59,7,48,94,34
45,48,4,27,33,15,47,0,43,94,82
91,87,0,45,46,51,18,5,33,76,29
86,13,9,50,53,63,49,0,59,97,42
2,57,0,40,41,33,61,4,99,16,69
40,41,0,46,80,52,88,8,1,81,94
94,66,0,39,68,77,9,8,47,62,21
55,0,5,26,28,50,68,5,78,8,90
6,65,9,36,79,52,65,1,98,36,93
36,18,2,8,19,43,37,0,56,67,7
79,41,7,53,2,78,78,10,50,63,12
53,7,6,44,45,84,91,3,30,6,83
25,48,10,52,68,9,16,3,43,79,67
3,82,5,10,13,0,15,2,73,44,76
40,15,8,43,47,18,48,3,33,51,20
20,80,10,70,28,65,90,4,70,61,84
38,84,0,2,24,41,95,9,2,86,97
40,83,8,71,60,95,35,2,72,32,87
52,97,0,23,42,69,33,9,26,6,28
82,82,6,24,56,68,58,10,88,77,44
4,85,7,57,5,64,79,4,59,34,60
31,31,10,83,51,79,24,6,50,17,10
79,92,0,24,55,27,58,2,69,67,76
67,77,2,100,17,8,41,6,71,37,60
97,15,1,72,59,57,16,8,28,24,35
75,41,3,15,16,67,63,8,69,86,32
37,86,10,59,97,23,28,7,25,56,93
89,63,3,66,31,85,3,1,67,50,76
31,81,3,89,34,29,51,5,20,38,45
53,56,2,6,61,77,93,2,87,92,45
69,77,2,51,72,38,44,3,82,44,99
26,42,9,44,6,39,81,7,99,35,25
89,12,1,6,9,70,57,7,33,75,59
17,29,10,78,41,47,23,9,63,84,74
49,46,4,51,24,41,57,3,0,17,44
14,61,5,29,57,84,100,7,89,80,40
99,41,5,18,38,61,50,4,71,10,22
22,5,8,47,29,48,24,0,2,33,10
72,1,0,36,97,29,97,7,97,37,4
71,53,1,57,69,100,95,4,73,91,40
6,9,0,90,85,23,5,8,22,14,57
90,83,7,38,12,83,68,6,26,12,65
10,7,0,29,43,37,3,9,95,53,45
77,60,1,12,51,76,80,8,9,35,79
16,1,8,57,71,62,92,6,49,61,84
11,37,10,93,35,90,34,3,48,20,51
99,18,7,0,31,99,1,7,36,58,49
96,25,4,15,69,73,76,9,66,4,27
46,1,1,84,25,53,16,6,16,24,63
46,81,6,33,67,44,54,9,98,94,15
69,9,10,24,97,89,70,0,92,70,34
69,45,6,29,44,16,32,9,69,15,26
37,21,7,21,69,72,2,8,15,71,42
75,44,10,1,32,17,95,1,51,63,7
44,16,10,19,79,63,21,8,21,98,99
35,31,4,97,35,52,21,2,76,14,43
59,80,9,51,51,40,35,7,49,6,75
92,86,1,61,35,2,11,3,72,2,97
86,38,1,23,6,94,14,10,76,31,90
45,66,7,32,72,55,37,10,48,47,72
63,59,2,39,77,32,90,0,33,14,12
65,34,1,26,82,91,39,4,15,4,9
32,28,5,99,9,13,84,4,18,88,58
28,46,2,88,19,75,2,2,42,59,39
10,32,9,31,15,64,8,0,77,43,8
60,84,1,95,41,92,90,0,85,73,49
23,9,10,92,56,54,6,9,87,74,81
74,62,10,83,97,32,98,7,15,19,67
55,71,0,12,19,57,15,10,57,64,51
64,5,3,2,0,69,92,5,48,98,97
41,8,1,81,89,9,48,9,81,33,51
24,14,8,90,56,4,28,8,9,1,77
61,85,0,52,29,92,90,10,64,57,95
8,56,10,71,3,82,18,7,99,66,96
3,44,4,81,86,54,40,9,15,30,85
95,83,3,40,49,39,37,1,83,44,80
21,8,9,25,84,90,37,10,97,88,97
51,93,8,96,97,49,86,2,88,26,29
6,92,3,89,90,93,2,10,77,85,46
76,17,8,51,21,43,35,0,41,14,97
15,81,10,71,6,71,2,8,58,5,33
56,12,6,0,5,48,18,8,95,91,63
10,52,10,27,22,41,96,2,76,52,40
57,97,7,68,93,41,53,7,28,16,71
67,38,10,8,32,10,86,8,56,96,44
7,32,8,72,63,7,32,0,51,75,15
75,14,1,12,55,55,63,3,2,100,99
87,39,6,26,24,88,9,10,48,25,95
53,0,10,41,99,1,50,8,1,50,88
50,56,5,98,63,99,84,5,44,52,38
61,12,8,70,6,43,19,1,67,85,62
85,60,10,97,15,97,7,8,93,35,32
94,98,3,2,6,16,34,6,11,39,67
39,40,8,77,50,18,88,2,67,40,57
27,96,3,38,56,32,36,10,42,75,56
70,14,8,6,7,100,38,3,24,37,35
87,4,1,69,13,71,0,2,23,12,46
30,0,10,78,61,8,7,2,21,46,61
10,7,6,49,98,49,7,7,44,66,69
84,29,0,83,73,32,22,6,74,58,10
30,36,7,1,19,82,61,2,34,42,17
82,50,0,37,8,32,25,9,82,49,3
2,32,10,42,88,76,21,5,25,43,29
0,72,3,32,76,37,29,0,63,84,100
51,76,9,67,92,54,43,1,14,60,93
67,50,4,3,74,43,28,3,42,71,7
2,74,5,38,42,71,5,2,49,0,56
49,46,10,56,60,76,4,6,55,7,23
14,44,9,44,58,84,27,8,57,34,73
1,59,1,32,52,40,41,8,97,1,69
89,28,8,90,25,9,56,4,98,83,56
90,95,10,88,55,74,66,1,19,57,62
62,91,3,76,30,70,47,4,26,55,58
39,55,5,90,78,24,3,9,25,89,41
41,49,5,43,16,17,12,5,49,45,59
74,91,5,29,29,26,54,0,62,22,99
28,82,0,61,86,59,56,7,23,27,66
74,66,6,89,92,63,55,7,86,75,94
53,30,1,28,58,1,48,10,5,26,74
92,26,8,70,47,74,3,6,99,54,1
62,94,2,33,54,56,62,9,15,34,34
76,91,0,89,48,55,8,9,79,87,8
16,37,4,41,24,91,47,0,34,21,97
43,69,10,77,37,33,25,5,81,82,40
9,82,10,49,59,69,26,5,69,92,54
19,6,9,70,97,84,78,10,85,98,92
78,65,6,15,13,88,22,6,73,39,78
18,93,0,21,6,11,89,10,66,79,29
21,42,5,84,100,27,91,7,89,3,37
12,47,6,29,78,46,65,2,26,61,30
78,22,8,86,18,100,52,3,45,97,34
30,99,7,33,12,20,94,5,18,93,87
8,18,4,90,62,23,34,0,24,73,55
27,67,5,84,0,0,61,7,78,90,82
81,24,9,38,95,51,4,5,91,96,80
14,3,3,52,46,52,89,8,65,15,68
38,38,4,62,43,32,59,5,92,56,12
78,100,4,28,57,16,75,7,77,92,14
89,78,8,17,12,50,98,7,90,83,100
94,40,4,48,90,70,57,3,41,84,8
82,90,8,60,24,75,17,1,62,56,90
56,22,3,32,25,52,46,0,95,62,17
80,61,4,18,56,10,90,5,93,89,38
5,94,9,76,14,23,46,4,7,31,25
43,72,3,9,12,85,25,0,59,68,53
68,60,4,81,71,77,7,4,49,54,36
5,61,8,11,100,13,44,9,3,69,5
64,39,5,45,3,84,7,3,89,83,18
42,71,9,56,23,45,91,4,87,60,55
15,76,0,71,10,45,2,7,99,21,80
42,69,7,13,8,95,21,7,26,52,24
36,48,7,98,42,73,45,10,3,25,20
22,56,5,18,67,36,29,0,97,92,43
41,94,2,77,4,13,10,4,64,58,79
76,77,5,64,5,78,28,2,7,49,87
58,40,1,92,26,7,30,7,21,10,67
68,99,0,52,0,89,55,9,86,16,68
97,96,9,22,93,65,57,7,14,54,25
4,95,9,90,48,59,4,8,92,82,96
20,94,3,13,14,29,26,7,59,19,75
94,1,1,41,21,8,96,10,61,57,66
29,100,3,71,75,37,76,10,93,74,0
90,78,5,22,70,7,16,7,9,33,59
99,49,3,48,61,74,55,10,83,96,87
92,80,10,84,96,21,67,2,63,60,43
33,51,9,71,7,12,37,2,98,95,40
7,33,1,59,2,31,86,5,100,35,63
38,28,6,17,29,46,47,1,53,38,53
90,36,2,0,61,79,69,3,6,26,20
21,6,4,39,100,32,65,3,99,14,20
47,71,4,2,45,97,9,8,61,10,82
92,46,9,15,84,66,42,10,86,26,80
16,55,8,83,56,3,16,4,56,70,94
5,44,8,57,57,95,0,9,48,45,15
58,82,3,72,2,37,19,0,75,60,22
58,10,4,99,68,50,7,10,55,99,63
21,16,3,10,40,3,12,9,10,32,10
10,32,8,96,98,41,42,9,6,91,20
72,64,1,89,23,81,41,2,46,28,91
16,27,4,51,29,98,44,8,92,15,40
71,28,7,61,27,2,67,10,19,65,0
19,25,6,55,8,27,100,8,78,49,39
2,57,7,73,13,31,2,8,7,90,61
66,2,2,79,64,98,70,0,3,51,90
26,80,2,39,58,54,1,7,47,43,87
33,56,1,25,34,71,64,9,13,89,32
93,0,4,97,67,91,90,2,61,51,86
59,14,2,73,42,75,80,6,96,69,13
35,95,2,32,4,45,59,0,56,91,7
2,70,3,20,7,65,2,5,78,96,65
45,22,1,32,84,82,19,2,20,90,6
95,21,6,60,12,77,81,6,57,76,41
54,97,4,82,58,2,57,1,49,71,49
30,43,0,74,44,53,69,5,30,42,89
17,28,5,4,91,98,18,10,29,43,5
35,26,2,92,47,63,51,6,1,61,28
88,71,10,2,29,57,65,2,12,68,82
100,92,2,72,62,53,85,8,32,62,75
35,31,0,60,72,71,4,8,3,43,23
41,86,10,67,18,21,66,7,96,85,79
23,30,10,52,64,10,88,0,47,2,68
76,78,6,0,42,79,55,0,100,9,89
91,46,9,26,94,73,2,2,53,17,72
95,42,7,67,89,99,71,10,59,100,30
85,35,0,48,80,50,31,4,52,100,24
63,1,7,84,25,14,79,6,59,6,28
11,2,1,68,24,23,98,2,83,93,54
51,98,3,7,31,66,42,9,10,43,77
96,83,8,65,17,83,57,4,21,99,98
49,3,8,46,61,84,64,0,8,18,69
48,33,6,80,64,97,72,5,66,23,24
47,35,8,94,27,98,82,9,40,84,19
84,62,1,82,74,45,73,0,95,16,81
80,3,1,12,64,6,94,7,38,77,99
91,74,2,28,0,6,72,1,39,51,83
63,59,9,53,93,77,12,8,26,2,93
15,27,8,86,86,85,21,0,30,62,33
62,50,5,49,60,91,20,2,87,33,20
95,82,4,62,31,55,5,1,39,81,7
79,70,4,89,52,52,75,1,63,17,26
29,59,9,28,3,4,68,5,92,50,6
40,43,1,42,71,69,44,1,53,65,27
44,51,8,90,99,47,36,10,78,82,21
14,86,3,8,57,38,96,4,75,4,71
11,51,9,41,92,55,39,10,48,66,74
34,39,7,81,89,92,10,6,14,21,3
9,58,5,84,35,74,4,5,28,65,73
76,50,0,9,10,22,54,10,13,44,62
68,1,10,5,62,81,74,8,31,75,76
3,27,8,84,97,77,18,2,69,20,80
68,8,2,77,68,22,30,10,38,82,10
40,62,9,57,55,3,52,0,15,92,100
41,19,0,89,30,73,59,1,77,88,10
1,83,1,16,37,27,26,3,90,15,41
89,65,1,46,9,19,55,9,76,43,35
15,3,10,60,77,18,87,2,57,9,78
8,74,4,77,9,48,64,0,3,71,18
26,71,3,3,58,27,33,2,28,75,53
19,62,1,1,11,89,36,0,79,58,0
65,65,4,73,10,60,43,8,66,53,79
14,66,1,21,16,32,26,1,19,7,23
44,90,0,83,3,17,19,5,16,77,49
88,85,7,78,73,100,53,0,51,54,47
92,6,2,47,98,1,71,8,60,41,52
46,96,3,66,40,2,79,4,61,18,54
65,34,10,10,80,24,0,9,39,26,80
79,54,8,61,3,67,75,1,1,25,74
76,50,5,66,87,53,55,7,7,86,18
71,6,5,72,17,97,28,6,88,71,39
7,99,6,64,40,39,58,3,91,89,95
46,47,3,55,42,28,91,9,0,27,54
83,46,4,34,7,5,62,8,83,16,25
94,40,4,7,35,29,82,8,4,3,41
54,23,2,86,18,62,88,3,59,92,59
24,16,2,96,49,6,19,10,65,52,67
97,12,8,0,88,0,61,10,40,39,40
59,46,4,64,73,85,30,2,94,58,72
