0,1,2,3,4,5,6,7,8,9,10,11,12
22,2,99,1,1,81,8,1,64,21,7,10,49
59,8,88,4,10,13,3,7,19,6,3,2,36
64,9,24,7,70,45,1,5,80,73,3,3,69
12,3,11,0,58,57,1,10,84,72,1,3,3
79,3,95,8,85,18,2,0,33,24,5,3,80
4,7,7,6,97,84,6,8,46,46,7,3,92
19,3,35,2,48,87,9,6,53,15,10,7,9
16,7,28,6,96,8,9,1,14,57,6,10,61
6,4,91,6,30,46,7,4,54,39,5,9,31
19,10,19,2,76,3,5,3,23,64,5,0,3
50,4,40,2,31,1,8,7,92,92,4,7,55
94,5,11,2,40,90,5,0,22,80,7,8,58
58,7,6,0,26,58,8,9,41,68,4,1,74
48,1,22,1,13,49,6,6,81,54,6,4,79
24,2,49,10,32,55,2,9,72,67,0,5,85
6,1,91,5,87,11,2,0,49,84,8,3,88
31,5,22,8,73,4,7,2,98,35,8,6,55
22,7,18,10,17,39,4,3,23,58,9,9,76
44,10,55,6,27,84,5,8,12,24,2,0,36
30,8,50,4,44,29,10,8,39,25,9,4,51
59,1,37,10,0,16,9,10,95,89,4,6,61
68,8,62,6,69,72,2,2,10,1,7,1,38
8,7,28,10,39,96,10,9,39,21,2,4,68
58,0,23,10,15,6,9,10,75,86,6,3,11
27,10,40,1,97,56,7,7,67,5,9,10,16
33,10,38,2,52,36,6,5,63,68,9,1,13
45,10,84,8,18,57,6,6,4,83,8,2,74
66,6,25,7,79,10,3,4,82,71,10,0,95
71,7,98,7,12,45,2,0,49,97,1,3,38
39,1,55,1,59,20,3,9,50,85,3,10,64
17,6,88,5,68,34,6,10,8,47,7,6,47
35,7,14,8,66,22,9,0,100,49,4,8,93
5,10,13,2,78,65,5,10,25,30,4,5,95
84,10,4,5,64,60,7,6,75,7,0,8,53
50,3,45,6,39,13,7,0,55,37,10,9,44
88,3,88,6,8,97,2,4,74,51,9,3,25
0,6,93,0,86,58,8,6,94,56,2,7,13
80,1,9,9,20,59,3,7,91,26,6,6,94
2,4,12,6,55,71,5,9,17,76,8,7,93
12,2,35,2,96,78,7,3,71,63,6,1,71
26,2,82,4,1,100,3,8,1,84,0,8,67
22,1,40,3,12,78,4,6,48,41,7,1,40
82,1,40,0,59,13,7,3,56,80,3,7,4
38,7,30,9,39,24,2,1,60,65,5,4,3
69,6,36,3,23,98,8,9,64,1,6,4,93
6,4,72,5,34,39,5,4,12,9,1,1,64
30,4,64,10,46,63,10,8,55,54,4,4,62
74,0,43,3,98,47,7,8,43,41,3,5,27
83,6,69,9,99,36,10,9,100,23,0,10,38
12,8,2,3,43,70,4,0,7,53,4,8,80
5,6,75,7,30,11,6,6,22,28,9,0,69
1,4,68,6,45,19,7,4,30,9,1,7,44
59,8,40,1,80,97,8,8,18,1,3,10,57
9,2,55,3,89,55,4,4,70,88,6,6,22
73,4,100,6,33,63,4,2,31,96,8,4,13
61,1,13,8,29,55,2,7,23,8,8,4,11
3,8,93,9,87,43,9,10,99,14,10,7,45
8,1,50,0,93,70,1,10,47,17,8,4,88
55,6,7,7,11,100,9,9,66,27,8,3,5
19,7,85,7,51,36,4,10,38,78,5,0,54
44,9,75,0,85,19,10,1,56,62,0,0,51
79,7,36,3,76,61,5,9,53,28,1,3,23
19,2,38,8,75,38,10,3,64,82,5,5,84
42,10,59,6,82,53,3,4,83,71,6,7,49
28,2,31,6,90,46,3,2,91,68,5,10,10
91,2,88,4,63,67,10,2,1,42,6,7,15
13,0,63,3,93,40,4,5,27,48,8,6,80
92,7,28,7,21,81,0,2,93,21,8,7,24
66,6,18,8,85,10,3,8,39,92,0,0,65
86,5,55,9,67,90,1,1,52,68,2,8,56
31,7,12,9,22,42,1,7,15,82,8,0,9
22,7,38,6,73,22,1,0,9,70,6,8,83
3,4,98,6,8,3,7,4,69,86,5,4,94
2,6,29,8,14,10,2,3,69,62,3,1,23
44,4,30,9,49,0,4,10,72,37,2,2,75
61,4,14,10,60,87,3,1,29,6,8,8,41
57,1,59,1,91,66,5,7,59,77,2,9,26
34,10,94,1,3,82,4,4,100,77,5,2,93
61,1,30,8,27,20,8,5,98,27,9,7,83
99,0,75,7,83,95,0,7,70,21,6,9,21
0,5,80,2,37,15,5,6,71,52,1,4,87
99,3,96,8,70,40,2,3,8,55,2,4,3
33,5,29,8,41,52,6,9,67,73,2,0,51
82,10,91,4,44,53,4,0,97,95,4,5,46
13,4,14,0,89,50,5,5,16,31,4,9,52
53,3,61,4,1,32,10,0,50,51,5,9,23
35,9,77,0,52,86,3,0,47,27,7,0,22
71,3,16,9,83,18,9,1,64,84,6,2,88
23,6,90,7,100,50,6,10,91,30,10,10,70
11,8,51,0,25,27,5,6,78,89,0,6,11
62,0,70,9,42,60,4,3,56,68,5,3,96
4,2,37,0,32,62,9,0,25,31,8,0,40
64,9,56,8,46,30,0,1,19,97,8,1,9
82,10,21,9,100,48,5,9,74,93,7,3,14
35,10,69,5,74,72,1,5,0,54,1,9,46
54,4,77,3,42,27,6,10,86,31,6,0,83
2,2,68,10,26,33,6,7,51,63,3,5,67
87,1,9,9,86,54,4,8,6,46,3,2,76
37,10,48,2,94,55,7,0,89,2,3,4,46
31,5,73,5,19,12,2,5,48,65,7,9,96
68,9,34,6,78,70,7,4,16,78,9,5,2
63,7,53,10,47,39,7,4,52,14,5,5,89
31,10,79,7,64,76,5,7,89,5,6,4,18
15,7,94,3,22,88,7,4,87,100,6,10,95
60,8,23,0,47,85,6,8,54,99,0,5,51
85,0,48,8,97,36,10,2,17,39,4,1,44
96,1,46,10,21,86,8,3,93,35,3,3,73
69,1,73,5,63,84,6,4,52,75,0,1,72
91,3,57,0,93,15,10,4,90,4,9,7,44
80,7,44,0,35,41,4,9,72,66,5,6,35
57,2,25,8,83,4,4,6,91,82,7,2,43
43,7,73,3,95,41,10,5,58,100,5,0,43
78,5,55,3,37,22,6,2,41,82,6,5,32
97,1,83,5,30,89,8,2,9,61,4,4,91
55,6,10,9,88,92,7,8,44,95,7,5,61
95,3,87,3,100,14,3,0,1,24,5,10,86
11,3,28,5,40,89,1,4,96,53,6,10,84
23,9,40,10,45,33,7,1,98,24,1,4,51
91,4,7,1,66,56,5,8,19,35,0,6,62
40,8,86,0,16,35,3,9,47,23,9,7,10
39,10,90,9,84,92,1,3,91,43,6,4,89
21,1,33,8,69,9,3,3,91,51,7,6,18
65,1,91,2,38,26,7,10,22,9,5,2,55
77,0,36,6,72,41,2,1,54,73,6,2,45
49,10,62,5,76,47,5,0,71,54,6,8,65
97,1,62,6,59,20,5,1,15,22,2,5,81
2,8,8,6,35,74,4,9,12,28,8,1,15
84,6,46,7,82,38,1,10,100,2,0,2,56
24,10,55,1,70,61,10,10,12,43,8,10,53
76,8,47,1,78,82,8,4,63,31,2,8,65
49,8,95,9,21,0,0,10,19,38,9,1,7
87,10,42,4,35,85,2,1,20,9,6,10,1
46,4,38,8,93,36,10,7,96,99,1,3,42
83,0,72,9,84,31,0,7,43,62,3,3,73
90,6,46,8,19,73,7,3,27,89,6,0,44
42,6,18,4,66,85,10,10,92,44,8,8,83
86,5,87,1,18,100,9,8,96,76,6,6,65
38,10,99,6,46,44,6,6,20,70,1,1,61
22,2,38,9,35,40,6,4,44,35,1,3,77
69,6,38,3,66,26,10,8,91,71,9,3,25
21,10,72,0,24,85,0,9,99,72,10,0,73
57,10,41,9,20,77,7,9,20,60,0,9,16
79,2,41,2,44,41,3,10,13,44,5,6,47
24,5,89,0,8,89,8,9,8,98,7,9,53
13,5,90,4,90,86,5,1,74,38,6,4,45
40,10,91,2,18,45,0,10,80,39,4,2,35
52,8,1,5,2,73,8,6,10,14,1,1,31
81,9,17,2,17,56,10,0,38,28,1,2,85
38,6,82,7,50,75,6,8,19,98,6,2,88
71,5,35,8,52,43,7,1,78,87,4,3,43
75,8,28,4,26,100,8,10,24,52,3,8,15
39,3,62,9,11,4,3,4,89,64,10,8,21
43,0,100,1,85,63,10,3,31,63,6,0,66
95,0,20,4,68,78,0,10,63,53,2,8,93
94,7,71,9,67,80,5,5,37,62,1,1,60
75,3,71,3,75,14,8,2,36,60,9,4,11
26,0,66,8,14,9,7,7,23,53,6,4,54
32,3,93,7,26,84,3,5,65,85,1,7,18
43,5,56,5,60,78,3,3,17,74,7,1,56
9,0,5,2,90,77,0,10,77,82,3,7,25
16,4,37,10,26,60,2,2,87,91,7,1,20
46,2,50,0,18,95,2,10,59,75,0,9,5
5,4,41,4,93,98,3,3,53,73,6,10,41
12,7,49,9,70,91,8,4,96,58,8,6,55
41,6,32,5,59,5,7,4,72,72,9,6,60
0,6,62,9,52,18,7,8,20,99,6,9,15
64,2,87,8,21,77,5,2,63,80,0,7,55
1,8,62,10,70,71,0,7,51,75,1,5,21
52,9,11,4,25,35,2,2,62,44,9,0,49
68,3,63,10,92,50,7,6,21,70,6,3,18
87,0,34,5,55,13,1,4,54,51,8,1,43
2,5,78,4,17,37,2,3,68,47,2,4,98
95,9,73,1,38,8,5,5,0,29,6,5,9
42,1,50,9,56,80,9,5,50,90,10,2,98
16,2,75,9,77,61,6,4,1,12,6,4,49
77,5,22,7,2,83,6,9,39,52,1,10,34
74,8,95,9,41,9,0,5,66,14,0,5,64
60,2,60,3,30,5,2,10,94,50,9,7,71
12,2,86,8,52,1,0,4,16,51,10,6,94
39,6,91,6,54,0,7,4,80,94,2,4,90
31,7,90,8,65,83,0,2,0,69,3,6,27
74,4,69,8,25,41,6,9,67,86,2,5,69
8,9,100,7,92,8,9,1,16,80,7,8,87
56,8,74,1,64,83,0,2,13,29,1,0,99
52,1,1,9,6,20,7,5,5,9,2,3,40
5,2,27,6,15,86,10,8,87,30,6,3,48
25,8,6,7,46,55,8,8,73,59,7,8,98
67,2,74,1,62,11,9,5,50,97,7,8,37
94,0,10,5,17,24,0,1,96,44,9,1,96
84,10,51,10,41,63,10,5,1,32,5,5,58
31,2,1,3,4,80,2,0,55,40,0,6,26
76,9,99,6,53,32,4,2,28,31,7,1,34
22,3,64,1,34,55,3,6,22,2,1,0,44
14,2,29,4,69,48,9,5,59,30,5,7,24
75,0,36,8,76,2,6,8,60,73,5,0,70
18,9,43,1,3,75,6,5,31,87,1,6,82
97,8,8,1,100,20,6,10,69,80,8,7,8
45,7,12,7,72,70,4,9,11,95,0,8,60
10,6,56,4,20,88,8,8,96,17,1,1,29
4,1,43,10,15,100,10,4,12,47,7,8,48
46,9,63,2,27,95,2,3,77,92,10,8,49
38,2,95,2,34,73,0,9,76,18,1,0,76
38,3,3,3,20,56,9,9,29,77,4,2,86
99,0,43,10,33,73,9,2,19,15,4,1,2
17,4,99,3,28,23,6,3,49,39,5,7,83
67,0,95,3,51,35,1,6,92,37,4,5,28
48,3,26,5,27,99,5,10,8,36,4,2,52
14,6,47,2,11,49,2,9,78,71,9,6,54
12,7,79,4,99,18,0,1,12,24,2,3,50
5,4,77,2,19,83,0,8,97,46,7,7,4
60,2,85,10,59,66,2,6,0,19,3,10,67
27,4,18,0,13,27,10,1,52,29,10,10,61
9,1,78,9,9,15,4,6,54,80,9,6,40
3,7,41,1,83,9,7,5,51,80,3,9,22
30,4,38,5,68,61,1,5,83,3,3,0,74
28,2,8,8,50,29,9,4,64,50,6,8,61
21,8,41,7,62,29,1,4,93,55,4,3,60
73,2,36,2,87,51,0,5,6,80,2,8,52
35,10,35,3,71,50,3,1,84,3,9,10,4
28,5,11,8,20,6,9,1,46,69,9,2,36
98,7,83,4,83,8,0,5,57,72,3,6,66
68,6,5,2,92,50,6,0,31,69,6,8,37
74,8,29,4,64,45,9,3,98,92,4,8,65
25,6,95,0,32,61,9,5,83,71,4,1,49
90,3,25,3,95,84,3,4,48,33,7,0,1
53,1,77,7,97,97,10,10,10,6,7,1,92
29,6,3,10,31,47,7,10,92,14,6,5,35
81,7,67,9,13,47,10,10,9,28,2,9,98
100,10,55,7,62,97,7,2,74,24,1,1,78
24,1,3,9,18,11,4,2,4,29,2,10,23
73,9,89,1,32,76,10,6,13,54,2,1,64
79,10,25,8,96,72,10,2,65,74,6,10,3
52,9,3,2,56,67,6,8,80,11,7,10,1
49,5,40,1,7,37,0,7,40,33,5,6,99
27,4,23,0,74,58,3,4,32,23,4,7,13
43,2,11,9,100,86,5,1,100,50,2,1,65
74,1,55,4,11,84,0,9,85,54,7,4,0
20,0,47,4,47,88,5,8,84,72,4,8,97
46,3,94,1,96,15,3,6,9,95,5,3,34
44,7,13,3,24,63,4,9,66,57,10,9,49
31,4,12,6,78,30,4,6,67,22,8,0,60
5,0,90,3,76,23,3,5,38,36,4,3,48
16,2,28,0,5,16,8,10,75,0,9,5,52
16,8,51,7,44,8,0,5,19,4,9,0,65
38,8,70,6,45,56,5,1,73,47,1,6,96
8,0,53,5,41,80,0,8,39,50,1,0,75
86,1,97,7,46,61,1,3,43,18,9,0,85
93,8,7,8,100,91,1,1,57,47,6,0,57
23,10,48,1,36,89,3,7,80,65,2,4,58
86,4,98,8,78,84,8,4,66,6,1,1,68
10,7,49,5,67,43,2,5,47,63,5,4,9
9,0,40,1,69,46,6,1,6,43,4,3,5
27,10,36,10,12,66,7,2,15,26,7,7,49
68,3,84,8,9,94,5,7,80,11,6,8,13
46,4,98,7,6,47,6,1,74,61,5,8,91
28,1,99,3,12,98,4,0,82,91,6,7,31
76,10,67,0,38,55,9,3,9,92,7,10,6
21,1,45,7,65,70,5,8,86,10,3,0,44
88,7,44,5,20,9,5,1,82,4,7,2,23
43,9,46,7,20,7,4,0,83,53,1,3,88
51,4,79,3,37,15,5,10,42,90,2,9,30
94,3,45,8,77,19,0,4,19,38,9,0,17
45,4,82,5,77,5,4,5,44,90,3,2,84
95,6,92,6,4,38,5,9,32,20,7,3,70
34,10,41,0,98,13,1,7,6,64,2,10,36
35,0,50,9,46,79,4,2,62,77,7,2,3
77,10,9,7,28,83,3,1,83,93,9,9,65
50,6,20,10,88,4,9,5,84,33,0,6,42
76,5,62,4,44,77,10,8,51,56,6,5,48
81,7,87,9,54,94,3,10,89,38,0,0,31
73,4,40,4,68,1,9,4,76,59,9,10,61
38,3,13,8,19,19,1,6,42,79,9,9,2
93,5,8,5,86,29,1,9,70,32,10,10,25
6,0,23,8,38,75,10,1,55,55,4,10,88
5,8,47,10,56,56,4,0,8,64,5,0,64
22,9,81,4,78,69,0,8,99,78,4,8,59
28,2,13,6,5,73,7,3,3,55,3,2,37
84,8,56,7,55,36,7,10,10,78,1,6,32
68,9,55,2,98,41,2,9,58,26,1,8,63
10,5,56,4,64,84,2,1,46,56,4,0,7
49,1,19,7,71,12,3,8,20,95,1,1,26
42,2,53,7,100,93,0,2,50,93,0,0,49
4,10,40,10,31,37,2,8,44,37,2,9,26
24,5,75,3,79,15,7,5,79,4,1,3,73
29,7,100,2,1,79,9,5,95,70,1,6,79
75,6,96,4,3,65,2,0,98,20,10,4,29
10,2,74,2,44,10,2,4,81,11,7,2,28
79,7,9,0,20,10,6,9,40,17,5,6,29
36,2,67,3,78,66,7,8,18,6,7,0,22
90,6,43,9,64,52,3,4,74,53,8,5,82
19,3,80,7,43,23,6,9,28,57,8,6,7
83,0,86,4,24,58,5,0,68,91,2,6,51
47,3,29,0,87,86,5,0,62,96,9,3,89
45,10,19,6,68,53,7,1,68,67,8,1,63
59,6,79,0,27,46,0,1,8,22,7,3,59
56,4,69,9,2,90,1,6,52,96,7,6,73
17,8,51,3,46,70,9,5,87,25,0,9,3
74,3,31,9,65,79,1,8,50,0,1,3,97
47,10,45,5,83,80,5,0,15,23,2,9,30
64,1,98,7,23,51,9,3,24,16,0,3,7
24,5,54,8,25,7,7,7,73,2,4,10,32
12,8,80,3,90,40,9,6,96,33,7,7,100
13,10,74,6,95,48,9,1,45,71,3,7,95
11,9,90,8,49,27,1,2,88,2,2,7,49
21,8,42,5,52,82,4,4,61,27,9,2,97
90,2,42,3,96,9,9,4,55,92,9,8,33
87,0,89,0,92,0,3,1,87,47,1,7,28
86,1,93,9,10,50,4,1,19,57,1,7,54
37,10,77,3,5,68,7,5,27,59,3,3,21
81,1,62,7,46,64,4,3,32,72,9,3,55
55,7,56,0,55,95,6,8,69,26,8,8,51
28,5,61,5,59,69,8,1,37,46,1,8,67
28,1,92,10,24,78,0,0,93,94,4,5,48
88,5,100,8,58,11,1,4,20,13,6,0,86
46,1,6,7,3,86,2,0,37,53,3,9,5
22,5,67,7,9,73,6,8,15,14,5,8,8
53,2,70,10,98,48,6,0,97,95,9,1,31
21,8,10,6,24,56,9,1,73,96,6,1,45
30,9,91,7,62,23,6,10,31,22,0,9,23
13,7,17,5,81,14,4,0,53,92,8,7,35
76,6,74,5,4,64,6,3,47,81,8,6,68
25,10,47,5,28,47,1,0,81,84,1,6,100
10,3,21,9,44,13,7,7,89,41,0,1,37
9,1,3,5,99,10,2,0,3,36,1,1,12
25,7,29,9,51,62,5,2,96,50,8,1,66
90,10,77,3,14,42,3,7,32,13,6,6,13
77,8,39,9,57,57,2,5,48,57,5,2,46
90,0,50,7,75,31,7,0,14,11,1,8,48
100,0,97,8,1,3,10,8,23,70,1,6,7
45,1,94,5,70,35,3,8,9,11,2,5,100
97,2,31,6,78,61,4,10,28,16,8,4,80
85,4,45,9,42,49,8,5,0,21,7,9,75
77,1,11,8,6,66,4,8,74,24,6,2,14
96,5,5,5,96,69,8,8,1,29,2,4,23
4,2,29,7,7,8,7,4,90,79,9,6,48
82,7,14,9,48,60,6,5,98,80,8,5,22
42,10,79,1,80,35,2,5,100,56,10,9,96
73,7,61,0,60,58,1,2,53,24,6,9,52
44,3,65,8,75,19,10,6,60,56,1,1,55
3,0,90,9,88,65,5,10,6,35,4,9,80
17,9,56,10,71,27,3,6,92,81,6,9,29
45,4,77,10,63,39,0,2,63,92,10,10,95
38,7,75,6,23,93,8,4,41,97,0,9,15
59,7,43,2,75,25,10,3,7,76,6,4,77
21,10,77,7,58,19,2,3,68,70,0,6,32
0,3,35,5,89,43,9,7,41,6,3,8,99
77,6,73,10,82,27,0,8,36,48,0,4,41
59,5,83,6,9,54,2,2,78,13,1,8,14
99,4,99,3,3,86,5,7,55,91,3,5,23
8,7,34,4,92,35,1,5,26,25,8,4,26
73,10,92,8,9,74,6,2,99,61,1,1,11
87,4,9,9,78,90,5,1,41,1,6,6,99
58,1,61,6,45,38,1,9,10,10,5,3,8
52,9,76,8,95,31,5,6,46,1,2,5,13
41,4,79,4,24,79,10,9,11,22,9,10,28
93,0,66,5,99,17,5,1,17,19,8,10,1
8,3,78,10,7,45,5,5,21,95,10,10,58
37,4,61,6,83,62,8,2,63,40,3,8,35
22,9,70,0,7,99,5,4,67,57,0,7,97
64,3,46,8,52,22,2,7,68,3,6,7,40
54,3,74,10,57,26,6,2,65,93,5,8,65
12,6,71,2,48,89,3,6,61,43,1,6,19
65,6,21,10,78,36,4,0,79,91,9,4,37
25,4,65,1,86,76,9,7,61,70,6,0,39
23,10,96,4,70,48,1,6,33,77,3,4,27
42,6,25,1,62,75,2,4,86,69,8,3,5
12,8,8,7,86,59,10,1,44,84,0,0,9
59,1,83,5,9,19,1,4,58,17,10,3,79
78,10,26,8,67,11,3,1,39,48,9,7,30
71,5,98,2,94,11,9,2,28,17,3,9,7
4,7,46,3,41,90,0,3,95,79,9,2,97
72,9,97,3,59,9,7,0,58,59,6,7,11
59,7,50,6,43,66,3,8,18,95,6,1,8
6,3,81,7,52,57,5,2,81,66,3,2,57
25,1,88,0,74,26,6,5,47,80,2,1,65
56,3,70,9,57,49,5,1,50,58,4,0,67
17,8,84,7,46,15,10,1,78,84,8,10,38
100,2,37,4,9,66,10,7,56,66,3,6,58
37,0,13,5,48,50,2,5,60,39,3,3,30
97,6,82,9,2,52,8,8,97,33,3,4,64
25,0,46,0,61,27,8,0,78,27,4,8,75
48,2,14,6,28,17,5,0,26,28,3,10,100
91,9,37,4,60,31,9,3,23,17,0,3,100
67,6,77,5,93,10,7,9,25,82,2,7,93
40,9,27,3,4,52,5,4,19,91,3,4,45
13,5,95,6,43,78,9,8,75,2,3,2,8
24,10,43,4,99,42,2,10,82,64,1,9,52
98,8,93,5,17,67,10,10,76,3,9,8,96
88,7,36,6,90,70,7,8,51,98,4,2,48
92,8,82,1,85,82,4,9,31,49,3,3,0
70,5,99,9,6,24,9,2,79,59,10,9,43
37,4,1,3,59,56,1,6,26,54,6,6,9
16,2,63,3,10,80,10,6,36,81,8,2,11
58,0,42,2,87,71,5,1,80,90,4,4,98
98,7,44,0,10,81,9,5,50,17,2,4,74
62,7,19,1,85,19,2,3,71,61,4,3,80
78,5,88,2,40,18,3,5,14,19,2,10,93
62,4,30,0,78,38,3,4,16,94,10,4,21
75,10,98,7,89,1,0,10,3,93,10,2,40
12,9,60,9,83,23,2,1,92,72,5,4,56
44,7,0,8,40,50,2,1,52,61,0,0,33
78,0,33,1,33,25,7,2,24,59,2,3,40
48,2,25,0,9,70,6,6,18,28,0,6,96
99,8,20,5,41,25,6,9,8,55,1,1,57
80,6,9,2,75,62,2,5,40,10,5,9,67
13,2,19,7,87,14,6,5,0,15,0,9,99
23,3,39,9,52,8,10,8,52,2,8,6,34
51,5,28,7,77,82,9,9,34,39,8,8,71
51,3,93,0,89,71,7,6,45,28,1,10,84
42,5,36,8,19,93,3,4,50,96,10,3,21
94,7,14,9,77,72,4,7,37,44,6,5,67
8,9,0,8,26,100,8,7,7,12,9,8,22
51,5,85,4,7,43,1,2,39,80,6,5,46
17,4,99,0,88,86,6,9,67,40,4,6,29
72,8,36,8,34,68,9,6,90,80,9,3,6
64,8,11,0,25,72,5,4,72,63,7,10,26
67,1,45,5,76,79,0,4,41,77,8,1,53
99,7,97,5,49,96,8,4,19,27,1,1,92
72,0,44,7,3,55,0,2,84,53,4,9,97
1,3,32,8,19,2,7,2,74,23,1,6,61
99,2,1,4,65,38,1,1,48,47,3,0,9
3,1,21,2,33,79,0,4,44,22,8,10,42
53,3,86,3,96,78,8,10,77,23,2,10,2
81,0,26,1,92,22,5,0,59,68,4,5,8
68,0,57,6,3,0,8,9,15,13,0,6,34
38,4,13,5,53,43,2,4,79,97,8,7,22
69,8,61,1,11,51,8,8,29,47,0,9,20
65,3,92,10,0,79,5,10,1,7,5,5,32
89,7,78,10,60,52,4,10,8,90,7,0,46
6,0,67,3,56,96,10,8,79,41,9,9,67
1,2,26,3,97,5,2,10,66,70,9,10,33
72,3,95,6,29,16,8,8,52,78,6,8,0
80,10,85,7,45,59,5,1,43,27,6,0,67
9,8,46,6,75,6,8,2,16,40,1,5,37
34,10,78,6,40,55,9,3,42,17,7,6,76
58,7,8,6,12,70,0,10,74,53,10,9,4
5,4,51,0,35,66,3,6,70,29,10,9,9
90,6,38,2,36,64,8,7,59,95,6,4,62
26,9,57,5,6,29,2,8,35,4,5,7,6
12,10,39,4,76,76,1,8,37,69,0,0,58
58,6,5,10,63,38,4,4,9,57,8,5,51
33,3,50,4,26,19,1,10,97,39,1,7,47
91,0,56,7,4,65,8,1,91,90,5,7,9
86,2,17,9,92,30,3,3,74,5,4,7,59
4,6,37,2,4,34,0,2,81,18,3,8,94
69,8,0,9,65,85,5,10,92,77,9,7,58
68,0,18,6,85,79,7,8,15,93,3,5,75
76,0,87,2,32,27,0,5,88,18,2,9,61
20,7,13,0,11,97,9,4,10,79,7,10,30
75,8,51,4,79,85,9,2,42,64,0,0,86
40,9,9,5,59,85,9,2,35,3,10,4,88
89,1,15,4,93,39,6,8,20,21,6,6,2
72,2,89,0,8,66,10,1,70,12,4,5,76
67,10,89,3,10,87,5,2,81,39,9,0,90
75,4,1,8,28,48,5,10,81,39,9,9,97
76,3,64,6,39,51,5,2,9,79,6,2,13
62,7,65,4,2,15,5,0,28,89,2,10,29
27,3,7,0,79,99,5,10,31,52,10,8,22
52,10,19,6,22,38,2,2,17,38,3,4,93
40,1,85,3,66,29,10,0,75,23,4,0,20
42,8,33,8,48,44,3,0,58,28,10,6,59
71,0,52,5,69,85,5,7,77,51,6,5,25
82,8,7,8,4,97,7,3,20,55,3,0,32
27,4,6,0,25,83,0,9,6,33,7,4,43
12,2,96,0,70,29,7,4,5,95,3,10,47
63,1,56,3,75,31,2,3,8,6,1,1,17
8,2,30,9,95,92,4,2,9,98,10,0,97
24,5,27,6,55,71,0,1,77,76,3,0,35
9,2,58,3,51,56,2,10,74,60,7,2,80
13,4,100,1,69,28,1,0,72,44,9,8,96
58,3,45,0,21,39,6,9,34,57,3,8,32
84,4,1,6,94,89,2,8,32,35,6,9,67
44,9,93,4,82,2,7,2,2,99,5,4,99
8,2,95,7,91,15,2,8,4,23,3,8,34
83,3,93,3,2,32,5,2,68,3,10,8,91
5,8,83,9,82,22,7,10,5,35,6,6,16
8,3,62,3,32,79,4,8,97,26,6,6,2
22,8,22,5,71,49,6,9,17,82,3,10,48
41,10,47,9,57,38,10,4,69,23,3,8,58
45,9,65,1,55,67,10,5,100,17,2,3,98
10,9,15,8,4,27,4,3,70,67,10,5,2
0,0,41,0,23,83,4,10,6,23,1,8,20
