,0,1,2,3,4,5,6,7,8
88,3,,,8,7,7,2.0,0,9
89,3,,4.0,0,1,3,7.0,6,10
90,7,,2.0,3,7,6,,1,2
91,1,,,8,8,4,0.0,5,7
92,4,,,2,0,1,,5,1
93,3,,2.0,3,4,7,9.0,0,6
94,7,,,6,5,3,,2,9
95,1,,1.0,7,8,10,,5,9
96,8,,,7,4,5,9.0,8,10
97,4,9.0,0.0,8,5,0,1.0,8,2
98,8,10.0,5.0,3,10,0,,3,1
99,10,,,4,0,5,3.0,1,0
100,2,,7.0,10,1,4,5.0,3,5
101,5,4.0,,5,8,7,9.0,3,2
102,1,,4.0,9,9,1,8.0,1,0
103,7,7.0,,9,8,0,,10,2
104,0,9.0,,0,5,7,5.0,2,4
105,1,9.0,4.0,4,1,10,8.0,5,9
106,1,2.0,1.0,8,9,5,,5,3
107,8,8.0,6.0,9,4,10,,6,6
108,4,,5.0,9,5,10,,6,1
109,0,10.0,,2,10,4,0.0,10,7
110,9,3.0,4.0,0,4,4,0.0,4,3
111,10,8.0,,2,2,9,5.0,1,3
112,6,,2.0,2,3,9,,1,3
113,2,,,3,9,8,,5,5
114,4,3.0,,7,4,2,,1,6
115,0,,,6,2,1,4.0,4,10
116,5,7.0,,1,3,2,,7,0
117,9,2.0,10.0,4,3,8,9.0,0,3
118,0,3.0,2.0,2,7,10,,10,2
119,5,8.0,9.0,0,8,2,3.0,2,2
120,1,7.0,,4,8,4,4.0,0,7
121,10,,1.0,2,10,8,4.0,10,8
122,8,,,5,0,3,9.0,3,0
123,8,,9.0,0,7,6,,6,5
124,6,,,5,4,6,1.0,4,9
125,0,4.0,,4,8,9,,1,6
126,1,10.0,,0,2,0,1.0,10,1
127,9,2.0,,0,9,9,8.0,10,3
128,5,,,2,9,7,3.0,1,0
129,4,1.0,0.0,6,5,1,0.0,6,2
130,8,,0.0,4,5,8,,10,7
131,7,,,6,5,1,,7,2
132,2,1.0,9.0,9,9,1,,6,3
133,3,1.0,0.0,2,6,9,7.0,8,6
134,10,,,9,4,0,,3,4
135,3,6.0,5.0,10,1,3,9.0,8,8
136,2,,1.0,3,6,3,1.0,10,9
137,4,9.0,6.0,5,4,4,,5,1
138,2,,,10,9,2,4.0,7,9
139,4,0.0,,7,0,0,9.0,6,6
140,9,,3.0,9,0,7,0.0,7,10
141,7,,,3,10,6,10.0,0,4
142,8,,,6,5,7,9.0,8,0
143,0,,10.0,7,8,6,,7,4
144,7,2.0,,6,6,5,,9,6
145,1,1.0,4.0,2,9,4,6.0,1,6
146,9,0.0,0.0,3,2,2,10.0,2,3
147,4,7.0,,4,0,5,4.0,0,7
148,6,7.0,10.0,3,8,2,,0,10
149,1,,,10,4,2,4.0,10,4
150,9,,,2,5,2,3.0,0,2
151,8,10.0,,2,0,1,7.0,2,4
152,9,,,3,1,9,,1,7
153,7,10.0,,2,0,7,10.0,6,10
154,6,,,2,0,6,,9,5
155,5,10.0,7.0,2,6,3,8.0,8,10
156,9,,,9,1,0,,7,1
157,8,,10.0,10,1,3,4.0,1,8
158,1,,3.0,4,3,1,,1,4
159,10,,0.0,9,3,8,9.0,3,8
160,2,,,1,8,7,,0,4
161,9,,6.0,9,8,2,3.0,2,3
162,1,,,1,5,5,,1,7
163,2,3.0,6.0,9,0,6,6.0,4,6
164,1,,,3,0,6,,5,10
165,9,7.0,6.0,1,1,7,,1,6
166,9,,8.0,10,7,2,4.0,5,7
167,1,0.0,2.0,3,7,3,9.0,4,9
168,5,6.0,,4,10,0,7.0,1,9
169,4,0.0,,7,1,7,6.0,10,2
170,5,,,1,3,1,1.0,9,2
171,7,4.0,,1,9,3,,8,10
172,4,1.0,5.0,1,7,9,10.0,4,8
173,3,,3.0,0,5,1,,3,1
174,8,,,2,4,8,5.0,2,5
175,1,7.0,3.0,3,8,3,,9,5
176,7,,,7,10,3,8.0,9,10
177,1,,,4,0,0,5.0,8,5
178,0,,,3,5,5,5.0,9,8
179,2,,7.0,0,4,4,3.0,6,3
180,3,5.0,6.0,7,10,1,,4,6
181,2,,1.0,0,0,1,,7,3
182,6,7.0,,10,8,6,9.0,4,2
183,10,,,5,6,5,,0,9
184,5,4.0,8.0,6,1,10,3.0,0,4
185,7,2.0,3.0,10,0,2,,5,10
186,7,,3.0,6,10,4,,9,10
187,6,1.0,0.0,7,10,0,,2,2
188,6,8.0,,8,3,5,2.0,1,8
189,0,7.0,,8,1,5,,4,7
190,0,,5.0,4,1,2,4.0,4,6
191,3,7.0,,9,9,3,,7,3
192,5,1.0,5.0,0,0,10,,9,4
193,10,1.0,,4,2,10,1.0,10,1
194,5,10.0,7.0,4,1,7,,2,0
195,1,,,6,1,3,9.0,4,7
196,3,4.0,2.0,5,5,8,,10,9
197,3,7.0,,10,0,0,5.0,9,9
198,2,,,8,0,1,10.0,0,6
199,10,,8.0,0,10,2,,3,6
200,1,6.0,,5,4,0,5.0,9,6
201,7,,,2,6,3,,9,0
202,5,,,6,3,5,,4,6
203,6,9.0,,8,1,0,4.0,5,5
204,1,,10.0,6,6,9,1.0,7,10
205,8,,,8,1,7,,5,5
206,9,,2.0,0,10,1,8.0,9,9
207,9,,2.0,3,7,6,,3,4
208,0,6.0,,10,5,3,8.0,8,6
209,8,,,9,0,7,,5,6
210,4,,7.0,4,0,9,9.0,9,2
211,9,5.0,,10,9,1,,1,10
212,10,,5.0,7,4,6,1.0,4,7
213,8,2.0,,2,10,4,,10,2
214,6,,5.0,4,10,7,,10,9
215,10,5.0,,10,6,7,,0,3
216,9,6.0,,6,9,9,,2,2
217,8,4.0,,5,3,10,,9,10
218,8,7.0,,9,1,8,,1,5
219,9,4.0,,8,7,8,9.0,3,0
220,7,2.0,,0,1,2,6.0,3,10
221,9,,6.0,4,5,7,,2,4
222,9,5.0,0.0,4,5,4,10.0,3,4
223,5,,,2,3,6,,0,9
224,2,5.0,9.0,5,7,8,,7,9
225,3,2.0,10.0,8,0,8,7.0,7,8
226,2,6.0,,6,4,4,,5,9
227,3,,3.0,4,4,8,8.0,7,7
228,10,9.0,,10,2,1,,6,8
229,4,9.0,,4,5,0,3.0,0,4
230,3,,9.0,1,0,1,,0,4
231,6,0.0,1.0,1,8,6,,5,7
232,9,,3.0,2,2,6,9.0,4,9
233,6,,,6,10,9,8.0,4,4
234,1,5.0,,2,6,3,8.0,2,2
235,2,8.0,5.0,4,7,7,0.0,4,0
236,8,,,2,5,9,,3,2
237,6,3.0,,7,7,0,9.0,5,0
238,5,1.0,,6,8,1,8.0,1,8
239,8,6.0,,6,2,6,,9,7
240,1,,,5,5,0,9.0,6,7
241,2,,,10,1,1,0.0,2,2
242,3,,,5,8,10,5.0,1,5
243,4,,8.0,5,5,0,,6,5
244,5,,8.0,9,1,8,7.0,10,10
245,2,3.0,,2,10,3,,4,0
246,10,2.0,7.0,8,4,9,,8,9
247,3,,,4,6,10,,6,1
248,10,9.0,,3,8,9,5.0,9,5
249,8,,,1,7,1,5.0,8,4
250,0,3.0,,1,2,5,8.0,6,2
251,4,,,3,7,10,4.0,1,6
252,10,6.0,,9,1,8,,4,0
253,4,9.0,,3,0,2,,5,2
254,1,10.0,2.0,1,1,5,,5,1
255,0,,,9,3,8,4.0,0,1
256,1,,,6,7,7,,10,6
257,9,,,5,0,5,1.0,6,1
258,1,4.0,5.0,1,10,5,,3,0
259,9,,4.0,8,5,2,8.0,0,5
260,7,,9.0,4,6,10,7.0,10,0
261,6,,,8,2,0,5.0,5,2
262,4,,,0,0,1,,5,2
263,10,4.0,,4,7,3,,0,5
264,1,,,0,1,7,5.0,4,1
265,0,,2.0,6,7,9,1.0,7,10
266,10,,8.0,10,9,7,,6,0
267,1,9.0,8.0,7,2,3,,4,0
268,4,10.0,,3,3,2,,8,6
269,7,8.0,5.0,6,3,1,,4,10
270,3,8.0,1.0,1,4,2,,1,3
271,3,5.0,,6,4,6,,6,6
272,2,,,6,2,2,0.0,8,2
273,3,,,3,10,2,8.0,0,2
274,1,,8.0,3,5,4,2.0,7,10
275,4,,,9,5,2,6.0,0,0
276,7,,,4,2,2,,3,4
277,8,2.0,9.0,3,6,1,1.0,8,5
278,10,9.0,6.0,8,4,4,,2,2
279,1,4.0,9.0,3,10,0,6.0,5,1
280,2,,,1,5,3,3.0,10,2
281,0,4.0,,8,5,8,,4,5
282,7,,,2,9,6,,8,5
283,2,,4.0,0,2,4,,6,5
284,2,8.0,9.0,0,1,8,4.0,9,4
285,1,,,1,2,5,5.0,2,8
286,8,10.0,8.0,3,8,0,,4,3
287,10,10.0,5.0,5,5,10,,2,1
288,7,3.0,,4,7,7,,8,8
289,1,6.0,,5,4,5,0.0,7,4
290,5,,,8,10,1,6.0,1,5
291,5,,,9,7,6,,4,5
292,5,,1.0,10,6,2,3.0,7,3
293,6,0.0,,2,4,3,1.0,6,8
294,5,7.0,,0,10,2,7.0,9,0
295,1,,2.0,0,9,1,,0,10
296,9,7.0,9.0,10,7,9,0.0,4,1
297,6,0.0,,6,8,9,,6,9
298,5,9.0,8.0,8,5,3,0.0,4,8
299,10,2.0,,4,2,8,6.0,9,7
300,8,0.0,9.0,5,5,6,8.0,6,0
301,5,,1.0,7,0,1,,10,3
302,6,,0.0,8,2,1,2.0,10,5
303,9,7.0,1.0,9,4,5,,10,3
304,0,4.0,2.0,8,6,4,,1,8
305,1,4.0,,7,7,6,4.0,8,2
306,0,2.0,,5,8,5,,0,6
307,9,,2.0,1,2,3,2.0,1,3
308,9,4.0,7.0,6,9,3,,4,1
309,0,,6.0,1,10,6,,10,6
310,1,,1.0,10,9,4,,4,3
311,7,,,0,8,3,,5,7
312,1,7.0,1.0,3,2,1,,4,6
313,3,,6.0,8,7,10,,7,5
314,9,10.0,,3,7,1,8.0,0,2
315,1,,9.0,8,7,2,1.0,0,1
316,1,,,10,10,5,,9,7
317,7,1.0,,5,10,9,,8,5
318,2,8.0,10.0,1,6,4,0.0,1,9
319,2,,,10,10,7,4.0,10,6
320,0,,,7,6,9,10.0,10,8
321,9,,2.0,7,8,7,,7,4
322,6,5.0,,5,6,4,9.0,4,7
323,0,,3.0,0,2,5,,3,4
324,8,10.0,,4,9,1,7.0,10,9
325,4,,,5,6,10,3.0,5,9
326,6,,,3,0,7,,4,7
327,5,7.0,,10,5,2,,3,10
328,7,10.0,6.0,9,8,9,2.0,10,6
329,5,,,4,9,6,,10,3
330,7,,,6,9,7,7.0,3,6
331,6,,,4,3,9,1.0,8,6
332,10,,,3,7,9,,4,3
333,9,,,8,5,4,8.0,4,1
334,9,5.0,6.0,0,9,7,,0,6
335,5,8.0,1.0,5,2,4,,7,2
336,1,,3.0,3,6,1,4.0,1,8
337,10,8.0,,3,1,10,,6,0
338,0,,0.0,1,9,1,,9,8
339,9,,,7,1,0,,10,10
340,10,1.0,,7,6,8,,1,8
341,9,3.0,,0,7,2,,10,4
342,3,5.0,,5,1,8,,0,7
343,3,,9.0,4,9,10,,4,8
344,3,,5.0,8,2,0,,1,5
345,8,2.0,8.0,0,8,5,,9,6
346,6,9.0,,0,5,1,,3,3
347,4,,0.0,7,0,2,,6,3
348,10,9.0,8.0,2,8,5,7.0,8,6
349,8,,10.0,6,6,1,,7,8
350,5,,3.0,7,0,10,,7,1
351,8,,,8,6,7,10.0,8,10
352,8,4.0,1.0,1,6,9,,0,8
353,5,9.0,,7,6,4,8.0,9,8
354,2,,1.0,7,4,0,0.0,9,6
355,3,9.0,6.0,2,2,8,10.0,2,3
356,2,,,0,6,4,9.0,8,4
357,1,5.0,,9,0,5,4.0,10,5
358,8,,3.0,7,7,7,6.0,8,6
359,1,,2.0,4,4,3,0.0,7,3
360,10,,7.0,10,5,0,7.0,0,5
361,4,2.0,5.0,4,3,0,,0,0
362,8,,,6,6,9,,1,6
363,4,,,2,1,2,0.0,8,9
364,7,,,7,2,10,2.0,8,9
365,0,,7.0,4,2,4,6.0,7,4
366,10,4.0,9.0,8,2,1,,0,2
367,9,3.0,4.0,5,7,10,,4,7
368,3,,2.0,4,1,5,,10,1
369,10,0.0,,5,4,8,1.0,1,2
370,6,4.0,8.0,8,8,6,,6,6
371,10,,,5,9,2,1.0,5,8
372,1,7.0,6.0,0,3,7,,5,6
373,6,6.0,,8,1,8,2.0,3,2
374,9,,,5,2,7,,6,4
375,7,,,2,5,4,4.0,0,7
376,10,,8.0,5,7,7,9.0,5,6
377,1,9.0,,8,7,5,,8,8
378,6,0.0,,3,5,6,,1,2
379,5,7.0,,1,2,7,8.0,1,9
380,8,3.0,5.0,3,0,4,,0,0
381,9,,9.0,7,4,0,,2,6
382,10,10.0,,3,0,4,10.0,9,1
383,9,,7.0,2,8,1,10.0,1,3
384,0,,,0,1,4,,5,7
385,3,,0.0,7,4,10,9.0,5,0
386,6,10.0,,0,2,0,,10,0
387,10,,9.0,5,7,8,0.0,7,9
388,8,,2.0,1,9,2,9.0,0,10
389,2,,3.0,1,3,10,7.0,9,9
390,5,,0.0,0,7,9,,1,5
391,7,6.0,,0,3,6,1.0,7,9
392,1,0.0,,2,6,10,3.0,6,2
393,10,1.0,,2,3,9,8.0,6,1
394,5,,1.0,10,2,5,,5,3
395,6,8.0,1.0,2,10,2,,4,10
396,8,3.0,,5,0,8,2.0,8,5
397,5,3.0,,3,1,9,,3,6
398,8,10.0,9.0,4,8,9,9.0,9,3
399,8,,,4,9,8,,10,4
400,8,3.0,1.0,9,3,5,,8,5
401,6,,1.0,9,8,1,9.0,2,4
402,8,,7.0,3,6,9,0.0,9,4
403,10,,,2,2,4,,10,10
404,5,9.0,,3,1,9,4.0,8,0
405,10,,,5,6,0,,3,6
406,6,0.0,4.0,6,7,7,,9,6
407,8,6.0,3.0,10,5,4,,8,4
408,2,4.0,,2,3,7,,2,6
409,10,10.0,,8,2,6,5.0,7,5
410,6,0.0,9.0,3,0,3,,9,8
411,0,,0.0,8,7,4,3.0,0,2
412,5,3.0,,8,10,4,9.0,8,7
413,1,6.0,,4,5,6,10.0,5,10
414,1,2.0,,6,4,5,,7,8
415,10,,,10,10,7,7.0,8,8
416,2,,,10,6,0,1.0,9,0
417,8,5.0,,7,5,1,,3,0
418,0,,,5,2,6,0.0,4,9
419,0,,10.0,7,0,8,,4,4
420,8,,2.0,6,9,3,,5,0
421,7,5.0,10.0,0,0,9,,9,10
422,3,,7.0,2,0,6,,2,10
423,6,2.0,7.0,10,0,3,,9,10
424,7,3.0,,3,1,5,4.0,3,5
425,4,0.0,,0,5,9,,8,6
426,10,,,7,5,10,7.0,3,9
427,7,,4.0,1,0,5,7.0,3,1
428,8,3.0,1.0,8,6,2,,9,7
429,2,,9.0,2,0,5,9.0,6,1
430,4,4.0,8.0,6,9,9,,1,8
431,8,,0.0,9,8,1,5.0,9,5
432,8,,2.0,6,8,0,0.0,10,3
433,7,,,2,2,10,,4,5
434,5,10.0,5.0,4,2,9,8.0,3,3
435,0,3.0,0.0,3,5,8,,4,1
436,1,,,9,1,1,9.0,10,10
437,6,,,5,6,3,5.0,7,3
438,6,0.0,7.0,5,6,5,1.0,5,10
439,6,6.0,,4,4,2,,3,10
440,0,,5.0,9,8,5,3.0,8,6
441,8,7.0,3.0,2,0,9,4.0,10,0
442,1,0.0,5.0,0,3,1,,1,3
443,4,,1.0,6,6,8,,5,7
444,2,,2.0,10,5,4,4.0,10,5
445,4,,3.0,0,4,4,,7,1
446,6,,,9,1,2,0.0,10,2
447,6,,,4,6,4,,2,1
448,1,3.0,,4,3,3,,6,1
449,7,,,3,3,1,4.0,6,4
450,3,5.0,0.0,0,4,5,4.0,0,4
451,1,6.0,,9,2,9,8.0,4,9
452,10,,6.0,0,4,2,,10,4
453,8,,,7,6,9,,7,1
454,7,,3.0,9,6,10,1.0,4,1
455,10,3.0,,10,8,3,2.0,9,7
456,10,,3.0,9,5,10,1.0,8,10
457,4,3.0,,2,6,0,9.0,2,2
458,4,,5.0,1,10,4,,4,2
459,0,10.0,1.0,4,4,8,8.0,3,8
460,0,7.0,,6,4,10,,6,4
461,10,,,4,7,7,,0,10
462,1,,8.0,8,8,2,,5,8
463,6,10.0,8.0,4,3,6,,6,8
464,5,5.0,,8,0,6,,1,6
465,4,,9.0,4,4,7,7.0,6,4
466,5,,10.0,2,5,5,4.0,4,5
467,5,,3.0,9,8,6,,4,8
468,5,,6.0,1,9,8,,8,4
469,10,,,0,9,5,,4,9
470,1,6.0,4.0,3,2,10,,2,2
471,1,1.0,10.0,10,6,10,7.0,7,3
472,8,,,6,0,3,,3,4
473,3,,,9,1,5,4.0,7,4
474,4,,,4,6,7,,6,3
475,0,,9.0,9,0,5,,8,8
476,7,,7.0,6,4,5,1.0,7,7
477,1,0.0,1.0,7,4,8,7.0,8,0
478,3,,,2,8,9,,1,6
479,7,6.0,,5,3,1,8.0,3,6
480,4,,,7,1,4,10.0,8,7
481,1,8.0,,6,10,8,3.0,1,6
482,1,,,2,8,0,,7,1
483,7,,,5,7,3,,8,7
484,6,3.0,0.0,8,5,3,5.0,8,2
485,7,,2.0,5,3,4,,2,10
486,7,1.0,8.0,7,1,9,9.0,8,8
487,8,9.0,0.0,0,7,9,10.0,9,6
488,10,4.0,0.0,6,6,5,3.0,8,10
489,10,,3.0,6,0,6,2.0,7,9
490,7,,10.0,9,9,1,6.0,8,7
491,2,,1.0,1,9,5,,7,7
492,10,,,7,2,0,,0,7
493,4,6.0,,6,6,10,4.0,2,7
494,10,,,8,3,8,,1,9
495,8,8.0,,1,9,7,,2,2
496,2,,2.0,0,10,10,9.0,0,7
497,10,10.0,7.0,10,8,9,,8,5
498,7,5.0,,10,3,9,1.0,0,7
499,4,,2.0,1,4,9,7.0,10,7
500,2,1.0,4.0,1,9,2,2.0,1,8
501,7,0.0,9.0,6,0,0,3.0,1,8
502,8,,9.0,10,1,5,,2,2
503,5,5.0,,8,8,2,,6,6
504,1,,4.0,7,1,8,,9,1
505,10,,4.0,8,0,0,,2,9
506,1,,2.0,4,5,0,2.0,9,7
507,8,5.0,,3,5,8,,0,5
508,8,,,7,9,0,,6,9
509,3,7.0,6.0,8,3,4,1.0,1,2
510,5,2.0,,1,1,7,,9,6
511,4,4.0,,4,5,6,9.0,10,6
512,7,6.0,,0,5,9,3.0,3,7
513,10,0.0,5.0,9,6,2,1.0,2,3
514,3,10.0,,9,5,7,,10,1
515,1,,8.0,6,1,1,,2,8
516,1,2.0,8.0,7,10,0,3.0,9,4
517,5,5.0,,7,3,2,,5,1
518,4,6.0,3.0,9,8,10,,2,3
519,6,2.0,,9,7,3,,10,7
520,3,,,6,10,1,7.0,2,8
521,9,,0.0,2,7,2,0.0,5,7
522,1,,1.0,1,2,9,,5,9
523,2,10.0,2.0,4,1,3,,1,4
524,3,,3.0,3,1,2,9.0,7,0
525,8,,,3,1,3,,5,7
526,10,,,2,3,3,0.0,5,4
527,4,,,3,5,1,,0,6
528,7,,6.0,3,1,0,4.0,9,4
529,5,,,0,4,6,,5,1
530,10,,7.0,4,2,0,,8,1
531,2,,,9,2,7,2.0,7,8
532,9,,6.0,7,2,0,5.0,8,1
533,9,5.0,,10,9,7,1.0,7,2
534,5,9.0,,7,2,0,,3,6
535,7,,,5,8,3,,5,10
536,7,8.0,7.0,9,9,10,6.0,7,1
537,1,,3.0,5,1,6,0.0,8,2
538,1,,8.0,10,3,7,,1,9
539,2,,9.0,9,8,0,10.0,5,6
540,4,,1.0,3,10,1,10.0,6,6
541,5,,1.0,1,5,10,1.0,6,10
542,5,,,9,8,5,4.0,10,10
543,5,,,1,10,0,,1,3
544,5,,3.0,0,0,1,,6,7
545,0,,,5,0,1,3.0,2,0
546,3,,6.0,1,9,5,,10,3
547,0,4.0,10.0,6,1,3,8.0,9,6
548,3,4.0,,3,4,4,0.0,1,9
549,0,,,10,4,1,0.0,5,1
550,3,8.0,,10,2,0,1.0,10,2
551,9,6.0,2.0,5,8,5,7.0,8,1
552,3,3.0,,7,1,9,,10,3
553,4,0.0,4.0,9,5,0,,7,3
554,7,,,8,1,1,4.0,8,3
555,0,8.0,,3,6,2,0.0,0,8
556,2,,,0,7,4,,4,3
557,2,,,5,4,8,,7,8
558,9,6.0,1.0,6,5,0,9.0,4,3
559,1,,,6,10,10,8.0,6,3
560,1,,,10,7,6,,6,5
561,9,,6.0,0,4,10,,9,7
562,5,0.0,5.0,10,0,9,10.0,9,7
563,7,9.0,,3,0,0,,4,5
564,4,,8.0,9,8,1,,9,8
565,9,,,10,7,7,5.0,7,3
566,0,,,4,2,4,,10,5
567,10,,10.0,9,5,2,4.0,8,0
568,7,6.0,4.0,4,1,3,4.0,10,10
569,2,8.0,,5,10,4,,3,0
570,8,8.0,1.0,5,8,7,5.0,10,8
571,0,,8.0,10,10,9,,8,2
572,9,1.0,6.0,7,4,7,6.0,9,9
573,3,,,4,3,7,10.0,7,8
574,9,0.0,9.0,2,8,2,6.0,6,10
575,10,1.0,6.0,1,5,10,3.0,1,5
576,1,8.0,4.0,6,2,7,,5,6
577,0,7.0,,8,0,0,,3,3
578,10,,,10,2,7,,2,0
579,1,8.0,,0,0,5,6.0,0,5
580,10,,,7,5,3,,4,3
581,7,6.0,,9,7,9,,4,10
582,0,,9.0,1,6,0,5.0,1,7
583,6,,,6,6,9,,1,10
584,2,,,3,4,9,,2,7
585,7,,,1,10,10,,6,0
586,10,,,3,2,5,,4,2
587,4,4.0,,0,5,8,2.0,9,10
588,7,6.0,,0,1,0,3.0,2,2
589,1,8.0,8.0,6,10,7,,7,10
590,0,9.0,0.0,9,0,1,,9,3
591,0,,,0,8,10,,3,6
592,8,,,0,4,8,,4,10
593,3,3.0,4.0,3,1,10,6.0,6,8
594,1,,6.0,8,5,3,9.0,1,7
595,7,,,8,1,4,,6,1
596,3,7.0,,9,5,4,8.0,6,7
597,4,,,4,7,2,1.0,2,6
598,4,5.0,3.0,4,3,6,,6,4
599,7,,5.0,9,5,8,,0,1
600,5,,,3,4,10,,3,7
601,3,,,6,6,1,,2,7
602,6,,,6,5,9,10.0,9,6
603,7,5.0,,7,1,7,,2,6
604,8,,4.0,4,2,2,5.0,8,4
605,8,8.0,6.0,8,4,1,,9,9
606,7,,0.0,10,6,3,,2,1
607,5,8.0,,5,3,2,7.0,6,5
608,1,3.0,2.0,6,3,9,,9,0
609,8,3.0,,9,2,9,7.0,5,2
610,7,,,1,7,7,5.0,1,1
611,9,,3.0,10,9,8,6.0,3,3
612,2,,0.0,5,9,9,,2,0
613,7,10.0,10.0,9,5,0,1.0,4,6
614,7,,0.0,1,6,9,,9,10
615,5,8.0,,2,7,0,3.0,7,7
616,7,,3.0,2,1,6,8.0,1,7
617,3,0.0,2.0,2,1,2,,6,5
618,1,7.0,5.0,6,4,9,1.0,9,9
619,3,,4.0,9,6,1,,7,6
620,8,5.0,,6,4,1,2.0,8,8
621,4,1.0,0.0,3,7,8,7.0,8,4
622,8,,6.0,7,2,5,,6,3
623,10,10.0,8.0,5,3,2,8.0,4,0
624,9,10.0,2.0,5,5,4,1.0,4,7
625,10,,,7,1,9,3.0,3,9
626,6,2.0,,7,9,9,,7,7
627,8,3.0,7.0,4,1,10,,4,6
628,2,,4.0,5,9,5,,5,7
629,2,8.0,0.0,2,7,6,3.0,1,8
630,0,,8.0,9,1,3,3.0,9,6
631,3,1.0,3.0,2,8,2,,2,7
632,5,1.0,,10,9,9,,6,6
633,10,,5.0,10,10,7,,7,0
634,5,,2.0,9,4,3,0.0,7,2
635,8,,10.0,0,7,1,,10,3
636,0,,1.0,7,0,0,,9,4
637,7,,9.0,4,6,4,,9,4
638,10,1.0,4.0,3,10,3,2.0,5,9
639,0,,,9,9,1,2.0,6,8
640,8,3.0,,7,6,9,,9,8
641,4,,,9,6,4,1.0,1,1
642,3,,,5,2,1,,10,4
643,3,4.0,10.0,2,2,4,4.0,8,9
644,3,,5.0,6,3,10,6.0,1,9
645,7,2.0,1.0,3,0,5,7.0,10,2
646,2,0.0,9.0,10,2,7,,3,6
647,10,,,10,2,0,,8,5
648,8,0.0,,10,9,7,3.0,7,9
649,6,,,4,3,9,,4,3
650,9,5.0,,3,10,3,,0,7
